document_name,document_date,token_id,form_trans,form_utf,pos_tag,morphology,lemma,lemma_simple,lemma_wsd
Agneta Willeken,28.08.1535 (vgl. Reincke 1928),t11,baten,baten,VVINF,--,bāten,baten,bāten
Agneta Willeken,28.08.1535 (vgl. Reincke 1928),t18,ghescheyn,ghescheyn,VVINF,--,geschên,geschen,geschên¹
Agneta Willeken,28.08.1535 (vgl. Reincke 1928),t23,vp#snyden,vpsnyden,VVINF,--,upsnîden,upsniden,upsnîden
Agneta Willeken,28.08.1535 (vgl. Reincke 1928),t27,senden,senden,VVINF,--,senden,senden,senden
Agneta Willeken,28.08.1535 (vgl. Reincke 1928),t34,beseen,beseen,VVINF,--,besên,besen,besên²
Agneta Willeken,28.08.1535 (vgl. Reincke 1928),t41,fynden,fynden,VVINF,--,vinden,vinden,vinden
Agneta Willeken,28.08.1535 (vgl. Reincke 1928),t47,beteren,beteren,VVINF,--,bēteren,beteren,bēteren²
Agneta Willeken,28.08.1535 (vgl. Reincke 1928),t52,ys,ys,VVFIN,Irr.3.Sg.Pres.Ind,wēsen,wesen,wēsen²
Agneta Willeken,28.08.1535 (vgl. Reincke 1928),t57,weten,weten,VVINF,--,wēten,weten,wēten¹
Agneta Willeken,28.08.1535 (vgl. Reincke 1928),t67,senden,senden,VVFIN,Sw.2.Pl.*.*,senden,senden,senden
Agneta Willeken,28.08.1535 (vgl. Reincke 1928),t68,entfangen,entfangen,VVPP,--,entfân,entfan,entfân
Agneta Willeken,28.08.1535 (vgl. Reincke 1928),t71,was,was,VVFIN,Irr.3.Sg.Past.Ind,wēsen,wesen,wēsen²
Agneta Willeken,28.08.1535 (vgl. Reincke 1928),t82,was,was,VVFIN,Irr.3.Sg.Past.Ind,wēsen,wesen,wēsen²
Agneta Willeken,28.08.1535 (vgl. Reincke 1928),t92,ghyngen,ghyngen,VVFIN,Irr.3.Pl.Past.*,gân,gan,gân
Agneta Willeken,28.08.1535 (vgl. Reincke 1928),t100,wort,wort,VVFIN,St.3.Sg.Past.*,wērden,werden,wērden¹
Agneta Willeken,28.08.1535 (vgl. Reincke 1928),t104,frouweden,frouweden,VVFIN,Sw.3.Pl.Past.*,vrouwen,vrouwen,vrouwen²
Agneta Willeken,28.08.1535 (vgl. Reincke 1928),t112,vorhapeden,vorhapeden,VVFIN,Sw.3.Pl.Past.*,vorhōpen,vorhopen,vorhōpen²
Agneta Willeken,28.08.1535 (vgl. Reincke 1928),t126,ghes[ne]den,ghesneden,VVPP,--,snîden,sniden,snîden
Agneta Willeken,28.08.1535 (vgl. Reincke 1928),t130,szeghen,szeghen,VVINF,--,seggen,seggen,seggen
Agneta Willeken,28.08.1535 (vgl. Reincke 1928),t135,schreue{R_n},schreuen,VVFIN,St.2.Pl.Pres.*,schrîven,schriven,schrîven
Agneta Willeken,28.08.1535 (vgl. Reincke 1928),t141,senden,senden,VVFIN,Sw.2.Pl.Pres.*,senden,senden,senden
Agneta Willeken,28.08.1535 (vgl. Reincke 1928),t146,bedancke,bedancke,VVFIN,Sw.1.Sg.Pres.*,bedanken,bedanken,bedanken
Agneta Willeken,28.08.1535 (vgl. Reincke 1928),t151,wolt,wolt,VVPP,--,willen,willen,willen¹
Agneta Willeken,28.08.1535 (vgl. Reincke 1928),t160,horen,horen,VVINF,--,hö̂ren,horen,hö̂ren²
Agneta Willeken,28.08.1535 (vgl. Reincke 1928),t161,lathen,lathen,VVINF,--,lâten,laten,lâten¹
Agneta Willeken,28.08.1535 (vgl. Reincke 1928),t166,behelpe{R_n},behelpen,VVINF,--,behelpen,behelpen,behelpen
Agneta Willeken,28.08.1535 (vgl. Reincke 1928),t171,vorgeuen,vorgeuen,VVPP,--,vorgēven,vorgeven,vorgēven²
Agneta Willeken,28.08.1535 (vgl. Reincke 1928),t173,vorgete{R_n},vorgeten,VVPP,--,vorgēten,vorgeten,vorgēten³
Agneta Willeken,28.08.1535 (vgl. Reincke 1928),t176,schreue,schreue,VVFIN,St.2.Pl.Past.*,schrîven,schriven,schrîven
Agneta Willeken,28.08.1535 (vgl. Reincke 1928),t182,danckeden,danckeden,VVFIN,Sw.2.Pl.Past.*,danken,danken,danken
Agneta Willeken,28.08.1535 (vgl. Reincke 1928),t186,weren,weren,VVFIN,Irr.2.Pl.Past.Konj,wēsen,wesen,wēsen²
Agneta Willeken,28.08.1535 (vgl. Reincke 1928),t200,was,was,VVFIN,Irr.3.Sg.Past.Ind,wēsen,wesen,wēsen²
Agneta Willeken,28.08.1535 (vgl. Reincke 1928),t205,weth,weth,VVFIN,Prpr.3.Sg.Pres.Ind,wēten,weten,wēten¹
Agneta Willeken,28.08.1535 (vgl. Reincke 1928),t213,gheogett,gheogett,VVPP,--,ö̂gen,ogen,ö̂gen¹
Agneta Willeken,28.08.1535 (vgl. Reincke 1928),t222,dychte,dychte,VVFIN,Sw.1.Sg.Pres.*,dichten,dichten,dichten²
Agneta Willeken,28.08.1535 (vgl. Reincke 1928),t230,blyue{R_n},blyuen,VVINF,--,blîven,bliven,blîven
Agneta Willeken,28.08.1535 (vgl. Reincke 1928),t245,gh[aͤ]n,ghaͤn,VVINF,--,gân,gan,gân
Agneta Willeken,28.08.1535 (vgl. Reincke 1928),t254,ansack,ansack,VVFIN,St.3.Sg.Past.Ind,ansên,ansen,ansên
Agneta Willeken,28.08.1535 (vgl. Reincke 1928),t256,leet,leet,VVFIN,St.3.Sg.Past.Ind,lâten,laten,lâten¹
Agneta Willeken,28.08.1535 (vgl. Reincke 1928),t263,kame{R_n},kamen,VVINF,--,kōmen,komen,kōmen¹
Agneta Willeken,28.08.1535 (vgl. Reincke 1928),t266,sze,sze,VVFIN,St.3.Sg.Pres.Konj,sên,sen,sên
Agneta Willeken,28.08.1535 (vgl. Reincke 1928),t279,ys,ys,VVFIN,Irr.3.Sg.Pres.Ind,wēsen,wesen,wēsen²
Agneta Willeken,28.08.1535 (vgl. Reincke 1928),t285,was,was,VVFIN,Irr.3.Sg.Past.Ind,wēsen,wesen,wēsen²
Agneta Willeken,28.08.1535 (vgl. Reincke 1928),t305,sch[r]iue{R_n},schriuen,VVINF,--,schrîven,schriven,schrîven
Agneta Willeken,28.08.1535 (vgl. Reincke 1928),t312,gunden,gunden,VVFIN,Prpr.3.Pl.Past.*,günnen,gunnen,günnen
Agneta Willeken,28.08.1535 (vgl. Reincke 1928),t320,ghynge{R_n},ghyngen,VVFIN,Irr.3.Pl.Past.*,gân,gan,gân
Agneta Willeken,28.08.1535 (vgl. Reincke 1928),t324,weren,weren,VVFIN,Irr.3.Pl.Past.Ind,wēsen,wesen,wēsen²
Agneta Willeken,28.08.1535 (vgl. Reincke 1928),t326,hape,hape,VVFIN,Sw.1.Sg.Pres.*,hȫpen,hopen,hȫpen²
Agneta Willeken,28.08.1535 (vgl. Reincke 1928),t337,vorseende,vorseende,VVINF,--,vorsên,vorsen,vorsên²
Agneta Willeken,28.08.1535 (vgl. Reincke 1928),t349,kame,kame,VVFIN,St.3.Sg.Past.Konj,kōmen,komen,kōmen¹
Agneta Willeken,28.08.1535 (vgl. Reincke 1928),t359,krege{R_n},kregen,VVFIN,St-Sw.3.Pl.*.*,krîgen,krigen,krîgen¹
Agneta Willeken,28.08.1535 (vgl. Reincke 1928),t364,gheraden,gheraden,VVINF,--,gerâden,geraden,gerâden
Agneta Willeken,28.08.1535 (vgl. Reincke 1928),t365,syn,syn,VVINF,--,wēsen,wesen,wēsen²
Agneta Willeken,28.08.1535 (vgl. Reincke 1928),t368,schreue,schreue,VVFIN,St.2.Pl.Past.*,schrîven,schriven,schrîven
Agneta Willeken,28.08.1535 (vgl. Reincke 1928),t374,hadde,hadde,VVFIN,Sw.1.Sg.Past.*,hebben,hebben,hebben
Agneta Willeken,28.08.1535 (vgl. Reincke 1928),t384,don,don,VVINF,--,dôn,don,dôn¹
Agneta Willeken,28.08.1535 (vgl. Reincke 1928),t386,bogherde,bogherde,VVFIN,Sw.2.Pl.Past.*,begēren,begeren,begēren
Agneta Willeken,28.08.1535 (vgl. Reincke 1928),t392,[y]s,ys,VVFIN,Irr.3.Sg.Pres.Ind,wēsen,wesen,wēsen²
Agneta Willeken,28.08.1535 (vgl. Reincke 1928),t401,ghe#hatt,ghehatt,VVPP,--,hebben,hebben,hebben
Agneta Willeken,28.08.1535 (vgl. Reincke 1928),t410,don,don,VVINF,--,dôn,don,dôn¹
Agneta Willeken,28.08.1535 (vgl. Reincke 1928),t420,wete{R_n},weten,VVINF,--,wēten,weten,wēten¹
Agneta Willeken,28.08.1535 (vgl. Reincke 1928),t428,ghan,ghan,VVINF,--,gân,gan,gân
Agneta Willeken,28.08.1535 (vgl. Reincke 1928),t432,weszet,weszet,VVIMP,Pl,wēsen,wesen,wēsen²
Agneta Willeken,28.08.1535 (vgl. Reincke 1928),t438,bogher,bogher,VVFIN,Sw.1.Sg.Pres.Ind,begēren,begeren,begēren
Agneta Willeken,28.08.1535 (vgl. Reincke 1928),t445,schreue,schreue,VVFIN,St.2.Pl.Past.*,schrîven,schriven,schrîven
Agneta Willeken,28.08.1535 (vgl. Reincke 1928),t449,were§,were,VVFIN,Irr.3.Sg.Past.Konj,wēsen,wesen,wēsen²
Agneta Willeken,28.08.1535 (vgl. Reincke 1928),t458,blyue{R_n},blyuen,VVINF,--,blîven,bliven,blîven
Agneta Willeken,28.08.1535 (vgl. Reincke 1928),t461,hedde,hedde,VVFIN,Sw.2.Pl.Past.Konj,hebben,hebben,hebben
Agneta Willeken,28.08.1535 (vgl. Reincke 1928),t472,hebben,hebben,VVINF,--,hebben,hebben,hebben
Agneta Willeken,28.08.1535 (vgl. Reincke 1928),t477,dancke§,dancke,VVFIN,Sw.1.Sg.Pres.*,danken,danken,danken
Agneta Willeken,28.08.1535 (vgl. Reincke 1928),t482,besunge{R_n},besungen,VVPP,--,besingen,besingen,besingen
Agneta Willeken,28.08.1535 (vgl. Reincke 1928),t493,blyue{R_n},blyuen,VVINF,--,blîven,bliven,blîven
Agneta Willeken,28.08.1535 (vgl. Reincke 1928),t495,ys,ys,VVFIN,Irr.3.Sg.Pres.Ind,wēsen,wesen,wēsen²
Agneta Willeken,28.08.1535 (vgl. Reincke 1928),t504,maket,maket,VVPP,--,māken,maken,māken
Agneta Willeken,28.08.1535 (vgl. Reincke 1928),t510,bogher,bogher,VVFIN,Sw.1.Sg.Pres.Ind,begēren,begeren,begēren
Agneta Willeken,28.08.1535 (vgl. Reincke 1928),t517,geue{R_n},geuen,VVINF,--,gēven,geven,gēven
Agneta Willeken,28.08.1535 (vgl. Reincke 1928),t519,wolde,wolde,VVFIN,Irr.1.Sg.Past.*,willen,willen,willen¹
Agneta Willeken,28.08.1535 (vgl. Reincke 1928),t524,weszen,weszen,VVINF,--,wēsen,wesen,wēsen²
Agneta Willeken,28.08.1535 (vgl. Reincke 1928),t527,syn,syn,VVFIN,Irr.2.Pl.Pres.*,wēsen,wesen,wēsen²
Agneta Willeken,28.08.1535 (vgl. Reincke 1928),t537,eten,eten,VVINF,--,ēten,eten,ēten
Agneta Willeken,28.08.1535 (vgl. Reincke 1928),t547,to#fogeth,tofogeth,VVPP,--,tôvö̂gen,tovogen,tôvö̂gen
Agneta Willeken,28.08.1535 (vgl. Reincke 1928),t554,weszen,weszen,VVINF,--,wēsen,wesen,wēsen²
Agneta Willeken,28.08.1535 (vgl. Reincke 1928),t559,gonne{R_n},gonnen,VVINF,--,günnen,gunnen,günnen
Agneta Willeken,28.08.1535 (vgl. Reincke 1928),t566,ghehat,ghehat,VVPP,--,hebben,hebben,hebben
Agneta Willeken,28.08.1535 (vgl. Reincke 1928),t572,beholde{R_n},beholden,VVINF,--,behōlden,beholden,behōlden
Agneta Willeken,28.08.1535 (vgl. Reincke 1928),t582,ys,ys,VVFIN,Irr.3.Sg.Pres.Ind,wēsen,wesen,wēsen²
Agneta Willeken,28.08.1535 (vgl. Reincke 1928),t584,schreue,schreue,VVFIN,St.2.Pl.Past.*,schrîven,schriven,schrîven
Agneta Willeken,28.08.1535 (vgl. Reincke 1928),t596,doen,doen,VVINF,--,dôn,don,dôn¹
Agneta Willeken,28.08.1535 (vgl. Reincke 1928),t603,vorseyn,vorseyn,VVINF,--,vȫrsên,vorsen,vȫrsên¹
Agneta Willeken,28.08.1535 (vgl. Reincke 1928),t605,lauede,lauede,VVFIN,Sw.2.Pl.Past.*,lö̂ven,loven,lö̂ven²
Agneta Willeken,28.08.1535 (vgl. Reincke 1928),t610,dancke,dancke,VVFIN,Sw.1.Sg.Pres.*,danken,danken,danken
Agneta Willeken,28.08.1535 (vgl. Reincke 1928),t622,handelen,handelen,VVINF,--,handelen,handelen,handelen
Agneta Willeken,28.08.1535 (vgl. Reincke 1928),t626,dancke,dancke,VVFIN,Sw.1.Sg.Pres.*,danken,danken,danken
Agneta Willeken,28.08.1535 (vgl. Reincke 1928),t628,hebbe,hebbe,VVFIN,Sw.1.Sg.Pres.*,hebben,hebben,hebben
Agneta Willeken,28.08.1535 (vgl. Reincke 1928),t643,schine{R_n},schinen,VVINF,--,schînen,schinen,schînen
Agneta Willeken,28.08.1535 (vgl. Reincke 1928),t644,late{R_n},laten,VVINF,--,lâten,laten,lâten¹
Agneta Willeken,28.08.1535 (vgl. Reincke 1928),t646,doen,doen,VVINF,--,dôn,don,dôn¹
Agneta Willeken,28.08.1535 (vgl. Reincke 1928),t656,hebbe{R_n},hebben,VVINF,--,hebben,hebben,hebben
Agneta Willeken,28.08.1535 (vgl. Reincke 1928),t673,hape,hape,VVFIN,Sw.1.Sg.Pres.*,hȫpen,hopen,hȫpen²
Agneta Willeken,28.08.1535 (vgl. Reincke 1928),t678,vorlate{R_n},vorlaten,VVINF,--,vorlâten,vorlaten,vorlâten²
Agneta Willeken,28.08.1535 (vgl. Reincke 1928),t686,troste{R_n},trosten,VVINF,--,trö̂sten,trosten,trö̂sten
Agneta Willeken,28.08.1535 (vgl. Reincke 1928),t688,segge,segge,VVFIN,Sw.1.Sg.Pres.*,seggen,seggen,seggen
Agneta Willeken,28.08.1535 (vgl. Reincke 1928),t701,l[o]ue{R_n},louen,VVINF,--,lōven,loven,lōven⁵
Agneta Willeken,28.08.1535 (vgl. Reincke 1928),t716,gehath,gehath,VVPP,--,hebben,hebben,hebben
Agneta Willeken,28.08.1535 (vgl. Reincke 1928),t722,leue{R_n},leuen,VVINF,--,lēven,leven,lēven³
Agneta Willeken,28.08.1535 (vgl. Reincke 1928),t728,vor#modeden,vormodeden,VVFIN,Sw.2.Pl.Past.*,vormôden,vormoden,vormôden²
Agneta Willeken,28.08.1535 (vgl. Reincke 1928),t737,bydde,bydde,VVFIN,St.1.Sg.Pres.*,bidden,bidden,bidden
Agneta Willeken,28.08.1535 (vgl. Reincke 1928),t747,vorlo[v]e{R_n},vorloven,VVINF,--,vorlö̂ven,vorloven,vorlö̂ven²
Agneta Willeken,28.08.1535 (vgl. Reincke 1928),t749,gonnen,gonnen,VVINF,--,günnen,gunnen,günnen
Agneta Willeken,28.08.1535 (vgl. Reincke 1928),t756,kame{R_n},kamen,VVINF,--,kōmen,komen,kōmen¹
Agneta Willeken,28.08.1535 (vgl. Reincke 1928),t760,clagen,clagen,VVINF,--,klāgen,klagen,klāgen
Agneta Willeken,28.08.1535 (vgl. Reincke 1928),t764,segge{R_n},seggen,VVINF,--,seggen,seggen,seggen
Agneta Willeken,28.08.1535 (vgl. Reincke 1928),t769,harde{R_n},harden,VVINF,--,harden,harden,harden²
Agneta Willeken,28.08.1535 (vgl. Reincke 1928),t771,kame,kame,VVFIN,St.1.Sg.Past.Konj,kōmen,komen,kōmen¹
Agneta Willeken,28.08.1535 (vgl. Reincke 1928),t778,bouen,bouen,VVINF,--,bûwen,buwen,bûwen
Agneta Willeken,28.08.1535 (vgl. Reincke 1928),t789,geue{R_n},geuen,VVINF,--,gēven,geven,gēven
Agneta Willeken,28.08.1535 (vgl. Reincke 1928),t794,bekame{R_n},bekamen,VVINF,--,bekōmen,bekomen,bekōmen
Agneta Willeken,28.08.1535 (vgl. Reincke 1928),t796,sende,sende,VVFIN,Sw.1.Sg.*.*,senden,senden,senden
Agneta Willeken,28.08.1535 (vgl. Reincke 1928),t811,both,both,VVFIN,St.3.Sg.Past.Ind,tôbêden,tobeden,tôbêden
Agneta Willeken,28.08.1535 (vgl. Reincke 1928),t819,dede,dede,VVFIN,Irr.3.Sg.Past.*,dôn,don,dôn¹
Agneta Willeken,28.08.1535 (vgl. Reincke 1928),t824,hure{R_n},huren,VVINF,--,hü̂ren,huren,hü̂ren¹
Agneta Willeken,28.08.1535 (vgl. Reincke 1928),t828,meyde,meyde,VVFIN,Sw.3.Sg.Past.*,mêⁱnen,meinen,mêⁱnen
Agneta Willeken,28.08.1535 (vgl. Reincke 1928),t834,wynne{R_n},wynnen,VVINF,--,winnen,winnen,winnen
Agneta Willeken,28.08.1535 (vgl. Reincke 1928),t837,stunde,stunde,VVFIN,Irr.3.Pl.Past.*,stân,stan,stân
Agneta Willeken,28.08.1535 (vgl. Reincke 1928),t842,geue,geue,VVFIN,St.3.Sg.*.Konj,gēven,geven,gēven
Agneta Willeken,28.08.1535 (vgl. Reincke 1928),t860,geue{R_n},geuen,VVINF,--,gēven,geven,gēven
Agneta Willeken,28.08.1535 (vgl. Reincke 1928),t865,vor#kope{R_n},vorkopen,VVINF,--,vorkôpen,vorkopen,vorkôpen²
Agneta Willeken,28.08.1535 (vgl. Reincke 1928),t873,werde{R_n},werden,VVINF,--,wērden,werden,wērden¹
Agneta Willeken,28.08.1535 (vgl. Reincke 1928),t875,s[ed]e,sede,VVFIN,Sw.1.Sg.Past.*,seggen,seggen,seggen
Agneta Willeken,28.08.1535 (vgl. Reincke 1928),t890,angesprake{R_n},angespraken,VVPP,--,ansprēken,anspreken,ansprēken
Agneta Willeken,28.08.1535 (vgl. Reincke 1928),t893,for,for,VVFIN,St.1.Sg.Past.*,vāren,varen,vāren¹
Agneta Willeken,28.08.1535 (vgl. Reincke 1928),t907,gestorue{R_n},gestoruen,VVPP,--,sterven,sterven,sterven²
Agneta Willeken,28.08.1535 (vgl. Reincke 1928),t914,hadde,hadde,VVFIN,Sw.1.Sg.Past.*,hebben,hebben,hebben
Agneta Willeken,28.08.1535 (vgl. Reincke 1928),t919,seyn,seyn,VVINF,--,wēsen,wesen,wēsen²
Agneta Willeken,28.08.1535 (vgl. Reincke 1928),t925,was,was,VVFIN,Irr.3.Sg.Past.Ind,wēsen,wesen,wēsen²
Agneta Willeken,28.08.1535 (vgl. Reincke 1928),t927,wort,wort,VVFIN,St.3.Sg.Past.Ind,wērden,werden,wērden¹
Agneta Willeken,28.08.1535 (vgl. Reincke 1928),t933,quam,quam,VVFIN,St.1.Sg.Past.Ind,kōmen,komen,kōmen¹
Agneta Willeken,28.08.1535 (vgl. Reincke 1928),t938,wenede,wenede,VVFIN,Sw.3.Sg.Past.*,wêⁱnen,weinen,wêⁱnen³
Agneta Willeken,28.08.1535 (vgl. Reincke 1928),t940,klagede,klagede,VVFIN,Sw.3.Sg.Past.*,klāgen,klagen,klāgen
Agneta Willeken,28.08.1535 (vgl. Reincke 1928),t945,wuste,wuste,VVFIN,Prpr.3.Sg.Past.*,wēten,weten,wēten¹
Agneta Willeken,28.08.1535 (vgl. Reincke 1928),t949,[wey]#nede,weynede,VVFIN,Sw.1.Sg.Past.*,wêⁱnen,weinen,wêⁱnen³
Agneta Willeken,28.08.1535 (vgl. Reincke 1928),t954,vth#gheyaget,vthgheyaget,VVPP,--,ûtjāgen,utjagen,ûtjāgen
Agneta Willeken,28.08.1535 (vgl. Reincke 1928),t957,wuste,wuste,VVFIN,Prpr.1.Sg.Past.*,wēten,weten,wēten¹
Agneta Willeken,28.08.1535 (vgl. Reincke 1928),t963,ratfragede,ratfragede,VVFIN,Sw.1.Sg.Past.*,râtvrâgen,ratvragen,râtvrâgen
Agneta Willeken,28.08.1535 (vgl. Reincke 1928),t973,anslan,anslan,VVINF,--,anslân,anslan,anslân
Agneta Willeken,28.08.1535 (vgl. Reincke 1928),t976,dochte,dochte,VVFIN,Sw.3.Sg.Past.*,dünken,dunken,dünken
Agneta Willeken,28.08.1535 (vgl. Reincke 1928),t983,vortorende,vortorende,VVFIN,Sw.1.Sg.Past.*,vortȫrnen,vortornen,vortȫrnen
Agneta Willeken,28.08.1535 (vgl. Reincke 1928),t991,hure{R_n},huren,VVINF,--,hü̂ren,huren,hü̂ren¹
Agneta Willeken,28.08.1535 (vgl. Reincke 1928),t993,kope{R_n},kopen,VVINF,--,kö̂pen,kopen,kö̂pen
Agneta Willeken,28.08.1535 (vgl. Reincke 1928),t998,kame{R_n},kamen,VVINF,--,kōmen,komen,kōmen¹
Agneta Willeken,28.08.1535 (vgl. Reincke 1928),t1006,doen,doen,VVINF,--,dôn,don,dôn¹
Agneta Willeken,28.08.1535 (vgl. Reincke 1928),t1010,geschreue{R_n},geschreuen,VVPP,--,schrîven,schriven,schrîven
Agneta Willeken,28.08.1535 (vgl. Reincke 1928),t1016,were,were,VVFIN,Irr.3.Sg.Past.Konj,wēsen,wesen,wēsen²
Agneta Willeken,28.08.1535 (vgl. Reincke 1928),t1018,ys,ys,VVFIN,Irr.3.Sg.Pres.Ind,wēsen,wesen,wēsen²
Agneta Willeken,28.08.1535 (vgl. Reincke 1928),t1033,vorleddige{R_n},vorleddigen,VVINF,--,vorlēdigen,vorledigen,vorlēdigen²
Agneta Willeken,28.08.1535 (vgl. Reincke 1928),t1035,schr[iu]e{R_n},schriuen,VVINF,--,schrîven,schriven,schrîven
Agneta Willeken,28.08.1535 (vgl. Reincke 1928),t1040,schr[iu]et,schriuet,VVIMP,Pl,schrîven,schriven,schrîven
Agneta Willeken,28.08.1535 (vgl. Reincke 1928),t1056,boghere{R_n},bogheren,VVFIN,Sw.2.Pl.Pres.*,begēren,begeren,begēren
Agneta Willeken,28.08.1535 (vgl. Reincke 1928),t1061,make{R_n},maken,VVINF,--,māken,maken,māken
Agneta Willeken,28.08.1535 (vgl. Reincke 1928),t1069,werde{R_n},werden,VVINF,--,wērden,werden,wērden¹
Agneta Willeken,28.08.1535 (vgl. Reincke 1928),t1071,weer,weer,VVFIN,Irr.1.Sg.Pres.Konj,wēsen,wesen,wēsen²
Agneta Willeken,28.08.1535 (vgl. Reincke 1928),t1080,byn,byn,VVFIN,Irr.1.Sg.Pres.Ind,wēsen,wesen,wēsen²
Agneta Willeken,28.08.1535 (vgl. Reincke 1928),t1089,spenckerde{R_n},spenckerden,VVFIN,Sw.3.Pl.Past.*,spenkeren,spenkeren,spenkeren
Agneta Willeken,28.08.1535 (vgl. Reincke 1928),t1113,wech#vore{R_n},wechvoren,VVINF,--,wechvö̂ren,wechvoren,wechvö̂ren
Agneta Willeken,28.08.1535 (vgl. Reincke 1928),t1118,vorware{R_n},vorwaren,VVINF,--,vorwāren,vorwaren,vorwāren
Agneta Willeken,28.08.1535 (vgl. Reincke 1928),t1125,dede,dede,VVFIN,Irr.2.Pl.Past.*,dôn,don,dôn¹
Agneta Willeken,28.08.1535 (vgl. Reincke 1928),t1127,gaff,gaff,VVFIN,St.3.Sg.Past.Ind,gēven,geven,gēven
Agneta Willeken,28.08.1535 (vgl. Reincke 1928),t1138,was,was,VVFIN,Irr.3.Sg.Past.Ind,wēsen,wesen,wēsen²
Agneta Willeken,28.08.1535 (vgl. Reincke 1928),t1140,hadden,hadden,VVFIN,Sw.3.Pl.Past.*,hebben,hebben,hebben
Agneta Willeken,28.08.1535 (vgl. Reincke 1928),t1152,vor#degedingede,vordegedingede,VVFIN,Sw.3.Sg.Past.*,vordēgedingen,vordegedingen,vordēgedingen
Agneta Willeken,28.08.1535 (vgl. Reincke 1928),t1159,gekame{R_n},gekamen,VVPP,--,kōmen,komen,kōmen¹
Agneta Willeken,28.08.1535 (vgl. Reincke 1928),t1170,geforet,geforet,VVPP,--,vö̂ren,voren,vö̂ren¹
Agneta Willeken,28.08.1535 (vgl. Reincke 1928),t1173,ansettede,ansettede,VVFIN,Sw.1.Sg.Past.*,ansetten,ansetten,ansetten
Agneta Willeken,28.08.1535 (vgl. Reincke 1928),t1178,toch,toch,VVFIN,St.3.Sg.Past.Ind,tên,ten,tên⁶
Agneta Willeken,28.08.1535 (vgl. Reincke 1928),t1198,quam,quam,VVFIN,St.1.Sg.Past.Ind,kōmen,komen,kōmen¹
Agneta Willeken,28.08.1535 (vgl. Reincke 1928),t1204,werden,werden,VVINF,--,wērden,werden,wērden¹
Agneta Willeken,28.08.1535 (vgl. Reincke 1928),t1209,ynnestege{R_n},ynnestegen,VVINF,--,in(ne)stîgen,in(ne)stigen,in(ne)stîgen
Agneta Willeken,28.08.1535 (vgl. Reincke 1928),t1214,vth#baden,vthbaden,VVINF,--,ûtbāden,utbaden,ûtbāden
Agneta Willeken,28.08.1535 (vgl. Reincke 1928),t1216,koste,koste,VVFIN,Sw.3.Sg.Pres.Konj,kosten,kosten,kosten¹
Agneta Willeken,28.08.1535 (vgl. Reincke 1928),t1220,wyl,wyl,VVFIN,Irr.1.Sg.Pres.Ind,willen,willen,willen¹
Agneta Willeken,28.08.1535 (vgl. Reincke 1928),t1222,ys,ys,VVFIN,Irr.3.Sg.Pres.Ind,wēsen,wesen,wēsen²
Agneta Willeken,28.08.1535 (vgl. Reincke 1928),t1233,schriue{R_n},schriuen,VVINF,--,schrîven,schriven,schrîven
Agneta Willeken,28.08.1535 (vgl. Reincke 1928),t1246,ghewiset,ghewiset,VVPP,--,wîsen,wisen,wîsen
Agneta Willeken,28.08.1535 (vgl. Reincke 1928),t1253,ghedan,ghedan,VVPP,--,dôn,don,dôn¹
Agneta Willeken,28.08.1535 (vgl. Reincke 1928),t1260,hadde,hadde,VVFIN,Sw.3.Sg.Past.*,hebben,hebben,hebben
Agneta Willeken,28.08.1535 (vgl. Reincke 1928),t1266,tho#geszete{R_n},thogeszeten,VVPP,--,tôsetten,tosetten,tôsetten
Agneta Willeken,28.08.1535 (vgl. Reincke 1928),t1272,fare{R_n},faren,VVINF,--,vāren,varen,vāren¹
Agneta Willeken,28.08.1535 (vgl. Reincke 1928),t1281,hefft,hefft,VVFIN,Sw.3.Sg.Pres.Ind,hebben,hebben,hebben
Agneta Willeken,28.08.1535 (vgl. Reincke 1928),t1283,gan,gan,VVFIN,Irr.3.Pl.Pres.*,gân,gan,gân
Agneta Willeken,28.08.1535 (vgl. Reincke 1928),t1291,worde,worde,VVFIN,St.3.Sg.Past.*,wērden,werden,wērden¹
Agneta Willeken,28.08.1535 (vgl. Reincke 1928),t1294,ys,ys,VVFIN,Irr.3.Sg.Pres.Ind,wēsen,wesen,wēsen²
Agneta Willeken,28.08.1535 (vgl. Reincke 1928),t1302,holden,holden,VVFIN,St.3.Pl.Past.*,hōlden,holden,hōlden
Agneta Willeken,28.08.1535 (vgl. Reincke 1928),t1313,segge{R_n},seggen,VVINF,--,seggen,seggen,seggen
Agneta Willeken,28.08.1535 (vgl. Reincke 1928),t1314,weth,weth,VVFIN,Prpr.3.Sg.Pres.Ind,wēten,weten,wēten¹
Agneta Willeken,28.08.1535 (vgl. Reincke 1928),t1323,worden,worden,VVPP,--,wērden,werden,wērden¹
Agneta Willeken,28.08.1535 (vgl. Reincke 1928),t1325,ys,ys,VVFIN,Irr.3.Sg.Pres.Ind,wēsen,wesen,wēsen²
Agneta Willeken,28.08.1535 (vgl. Reincke 1928),t1334,an#ghesecht,anghesecht,VVPP,--,anseggen,anseggen,anseggen
Agneta Willeken,28.08.1535 (vgl. Reincke 1928),t1335,late{R_n},laten,VVINF,--,lâten,laten,lâten¹
Agneta Willeken,28.08.1535 (vgl. Reincke 1928),t1342,leth,leth,VVFIN,St.3.Sg.Past.Ind,lâten,laten,lâten¹
