document_name,document_date,token_id,form_trans,form_utf,pos_tag,morphology,lemma,lemma_simple,lemma_wsd
Lüb. Birg. Openb. 1496,1496,t14670,is,is,VVFIN,Irr.3.Sg.Pres.Ind,wēsen,wesen,wēsen²
Lüb. Birg. Openb. 1496,1496,t14678,heer#gekome{R_n},heergekomen,VVPP,--,hērkōmen,herkomen,hērkōmen
Lüb. Birg. Openb. 1496,1496,t14687,lese,lese,VVFIN,St.3.Sg.Pres.Konj,lēsen,lesen,lēsen¹
Lüb. Birg. Openb. 1496,1496,t14696,entfangen,entfangen,VVINF,--,entfân,entfan,entfân
Lüb. Birg. Openb. 1496,1496,t14703,wonen,wonen,VVFIN,Sw.3.Pl.Pres.Ind,wōnen,wonen,wōnen¹
Lüb. Birg. Openb. 1496,1496,t14719,vornemen,vornemen,VVINF,--,vornēmen,vornemen,vornēmen²
Lüb. Birg. Openb. 1496,1496,t14726,had#de,hadde,VVFIN,Sw.3.Sg.Past.*,hebben,hebben,hebben
Lüb. Birg. Openb. 1496,1496,t14731,wonede,wonede,VVFIN,Sw.3.Sg.Past.*,wônen,wonen,wônen²
Lüb. Birg. Openb. 1496,1496,t14742,werde{R_n},werden,VVINF,--,wērden,werden,wērden¹
Lüb. Birg. Openb. 1496,1496,t14751,synt,synt,VVFIN,Irr.3.Pl.Pres.Ind,wēsen,wesen,wēsen²
Lüb. Birg. Openb. 1496,1496,t14760,synt,synt,VVFIN,Irr.3.Pl.Pres.Ind,wēsen,wesen,wēsen²
Lüb. Birg. Openb. 1496,1496,t14771,vorquicket,vorquicket,VVPP,--,vorquicken,vorquicken,vorquicken
Lüb. Birg. Openb. 1496,1496,t14783,ghegoten,ghegoten,VVPP,--,gêten,geten,gêten
Lüb. Birg. Openb. 1496,1496,t14790,vor=bergen,vor=bergen,VVINF,--,vorbergen,vorbergen,vorbergen
Lüb. Birg. Openb. 1496,1496,t14796,vletende,vletende,VVPS,--,vlêten,vleten,vlêten
Lüb. Birg. Openb. 1496,1496,t14810,stunde,stunde,VVFIN,Irr.3.Sg.Past.*,stân,stan,stân
Lüb. Birg. Openb. 1496,1496,t14816,stunde{R_n},stunden,VVFIN,Irr.3.Pl.Past.Ind,stân,stan,stân
Lüb. Birg. Openb. 1496,1496,t14829,ghegote{R_n},ghegoten,VVPP,--,gêten,geten,gêten
Lüb. Birg. Openb. 1496,1496,t14833,ouer#vloͤte,ouervloͤte,VVFIN,St.3.Sg.Past.Ind,ȫvervlêten,overvleten,ȫvervlêten
Lüb. Birg. Openb. 1496,1496,t14842,stunden,stunden,VVFIN,Irr.3.Pl.Past.Ind,stân,stan,stân
Lüb. Birg. Openb. 1496,1496,t14849,ghe#schuddet,gheschuddet,VVPP,--,schüdden,schudden,schüdden
Lüb. Birg. Openb. 1496,1496,t14866,beslute{R_n},besluten,VVINF,--,beslûten,besluten,beslûten
Lüb. Birg. Openb. 1496,1496,t14871,ouervallen,ouervallen,VVINF,--,ȫvervallen,overvallen,ȫvervallen¹
Lüb. Birg. Openb. 1496,1496,t14877,vallende,vallende,VVPS,--,vellen,vellen,vellen¹
Lüb. Birg. Openb. 1496,1496,t14892,scheende,scheende,VVPS,--,schên,schen,schên
Lüb. Birg. Openb. 1496,1496,t14902,kome{R_n}de,komende,VVPS,--,kōmen,komen,kōmen¹
Lüb. Birg. Openb. 1496,1496,t14908,ghetogen,ghetogen,VVPP,--,tên,ten,tên⁶
Lüb. Birg. Openb. 1496,1496,t14921,reynigende,reynigende,VVPS,--,rêinigen,reinigen,rêinigen
Lüb. Birg. Openb. 1496,1496,t14934,entfangen,entfangen,VVINF,--,entfân,entfan,entfân
Lüb. Birg. Openb. 1496,1496,t14946,reynige{R_n}de,reynigende,VVPS,--,rêinigen,reinigen,rêinigen
Lüb. Birg. Openb. 1496,1496,t14965,staen,staen,VVFIN,Irr.3.Pl.Pres.*,stân,stan,stân
Lüb. Birg. Openb. 1496,1496,t14967,begheren,begheren,VVFIN,Sw.3.Pl.Pres.Ind,begēren,begeren,begēren
Lüb. Birg. Openb. 1496,1496,t14977,voͤgende,voͤgende,VVPS,--,vö̂gen,vogen,vö̂gen
Lüb. Birg. Openb. 1496,1496,t14987,komen,komen,VVFIN,St.3.Pl.Pres.Ind,kōmen,komen,kōmen¹
Lüb. Birg. Openb. 1496,1496,t14990,lesen,lesen,VVFIN,St.3.Pl.Pres.*,lēsen,lesen,lēsen¹
Lüb. Birg. Openb. 1496,1496,t15006,getende,getende,VVPS,--,gêten,geten,gêten
Lüb. Birg. Openb. 1496,1496,t15014,sprekende,sprekende,VVPS,--,sprēken,spreken,sprēken
Lüb. Birg. Openb. 1496,1496,t15025,ghe=leden,ghe=leden,VVPP,--,lêiden,leiden,lêiden²
Lüb. Birg. Openb. 1496,1496,t15026,Ghebenediet,Ghebenediet,VVPP,--,benedî(g)en,benedi(g)en,benedî(g)en
Lüb. Birg. Openb. 1496,1496,t15027,sy,sy,VVFIN,Irr.3.Sg.Pres.Konj,wēsen,wesen,wēsen²
Lüb. Birg. Openb. 1496,1496,t15034,gheuoͤget,gheuoͤget,VVPP,--,vö̂gen,vogen,vö̂gen
Lüb. Birg. Openb. 1496,1496,t15043,ghekome{R_n},ghekomen,VVPP,--,kōmen,komen,kōmen¹
Lüb. Birg. Openb. 1496,1496,t15046,keren,keren,VVFIN,Sw.3.Pl.Pres.*,kêren,keren,kêren¹
Lüb. Birg. Openb. 1496,1496,t15055,bydden,bydden,VVFIN,St.3.Pl.Pres.Ind,bidden,bidden,bidden
Lüb. Birg. Openb. 1496,1496,t15070,ghekome{R_n},ghekomen,VVPP,--,kōmen,komen,kōmen¹
Lüb. Birg. Openb. 1496,1496,t15079,gheuende,gheuende,VVPS,--,gēven,geven,gēven
Lüb. Birg. Openb. 1496,1496,t15086,bringen,bringen,VVFIN,Sw.3.Pl.Pres.Ind,bringen,bringen,bringen
Lüb. Birg. Openb. 1496,1496,t15112,belont,belont,VVPP,--,belônen,belonen,belônen
Lüb. Birg. Openb. 1496,1496,t15116,spreckt,spreckt,VVFIN,St.3.Sg.Pres.Ind,sprēken,spreken,sprēken
Lüb. Birg. Openb. 1496,1496,t15130,hebben,hebben,VVFIN,Sw.3.Pl.Pres.*,hebben,hebben,hebben
Lüb. Birg. Openb. 1496,1496,t15142,hebben,hebben,VVINF,--,hebben,hebben,hebben
Lüb. Birg. Openb. 1496,1496,t15148,werden,werden,VVINF,--,wērden,werden,wērden¹
Lüb. Birg. Openb. 1496,1496,t15153,arbeydet,arbeydet,VVFIN,Sw.3.Sg.Pres.Ind,arbêⁱden,arbeiden,arbêⁱden
Lüb. Birg. Openb. 1496,1496,t15162,vth#gherodet,vthgherodet,VVPP,--,ûtrōden,utroden,ûtrōden
Lüb. Birg. Openb. 1496,1496,t15169,nemen,nemen,VVFIN,St.3.Pl.Pres.*,tônēmen,tonemen,tônēmen
Lüb. Birg. Openb. 1496,1496,t15176,ghedaen,ghedaen,VVPP,--,dôn,don,dôn¹
Lüb. Birg. Openb. 1496,1496,t15180,secht,secht,VVFIN,Sw.3.Sg.Pres.Ind,seggen,seggen,seggen
Lüb. Birg. Openb. 1496,1496,t15191,gheschreuen,gheschreuen,VVPP,--,schrîven,schriven,schrîven
Lüb. Birg. Openb. 1496,1496,t15201,belonen,belonen,VVINF,--,belônen,belonen,belônen
Lüb. Birg. Openb. 1496,1496,t15216,sach,sach,VVFIN,St.3.Sg.Past.Ind,sên,sen,sên
Lüb. Birg. Openb. 1496,1496,t15232,vorhauen,vorhauen,VVPP,--,vorhēven,vorheven,vorhēven
Lüb. Birg. Openb. 1496,1496,t15245,ginck,ginck,VVFIN,Irr.3.Sg.Past.*,gân,gan,gân
Lüb. Birg. Openb. 1496,1496,t15250,horde,horde,VVFIN,Sw.3.Sg.Past.*,hö̂ren,horen,hö̂ren²
Lüb. Birg. Openb. 1496,1496,t15255,sprack,sprack,VVFIN,St.3.Sg.Past.Ind,sprēken,spreken,sprēken
Lüb. Birg. Openb. 1496,1496,t15258,is,is,VVFIN,Irr.3.Sg.Pres.Ind,wēsen,wesen,wēsen²
Lüb. Birg. Openb. 1496,1496,t15263,komende,komende,VVPS,--,kōmen,komen,kōmen¹
Lüb. Birg. Openb. 1496,1496,t15275,schencke{R_n}de,schenckende,VVPS,--,schenken,schenken,schenken
Lüb. Birg. Openb. 1496,1496,t15282,wesen,wesen,VVINF,--,wēsen,wesen,wēsen²
Lüb. Birg. Openb. 1496,1496,t15294,vorkundige{R_n}de,vorkundigende,VVPS,--,vorkündigen,vorkundigen,vorkündigen²
Lüb. Birg. Openb. 1496,1496,t15304,vrouwe{R_n}de,vrouwende,VVPS,--,vrouwen,vrouwen,vrouwen²
Lüb. Birg. Openb. 1496,1496,t15317,voruullet,voruullet,VVPP,--,vorvüllen,vorvullen,vorvüllen
Lüb. Birg. Openb. 1496,1496,t15325,seest,seest,VVFIN,St.2.Sg.Pres.Ind,sên,sen,sên
Lüb. Birg. Openb. 1496,1496,t15332,is,is,VVFIN,Irr.3.Sg.Pres.Ind,wēsen,wesen,wēsen²
Lüb. Birg. Openb. 1496,1496,t15342,vorkundigede,vorkundigede,VVFIN,Sw.3.Sg.Past.*,vorkündigen,vorkundigen,vorkündigen²
Lüb. Birg. Openb. 1496,1496,t15350,was,was,VVFIN,Irr.3.Sg.Past.Ind,wēsen,wesen,wēsen²
Lüb. Birg. Openb. 1496,1496,t15356,ghenoͤmet,ghenoͤmet,VVPP,--,nö̂men,nomen,nö̂men¹
Lüb. Birg. Openb. 1496,1496,t15359,hadde,hadde,VVFIN,Sw.3.Sg.Past.*,hebben,hebben,hebben
Lüb. Birg. Openb. 1496,1496,t15373,openbarde,openbarde,VVFIN,Sw.3.Sg.Past.Ind,ōpenbâren,openbaren,ōpenbâren
Lüb. Birg. Openb. 1496,1496,t15376,sprack,sprack,VVFIN,St.3.Sg.Past.Ind,sprēken,spreken,sprēken
Lüb. Birg. Openb. 1496,1496,t15383,wysen,wysen,VVINF,--,wîsen,wisen,wîsen
Lüb. Birg. Openb. 1496,1496,t15386,byn,byn,VVFIN,Irr.1.Sg.Pres.Ind,wēsen,wesen,wēsen²
Lüb. Birg. Openb. 1496,1496,t15397,antworden,antworden,VVINF,--,antwōrden,antworden,antwōrden¹
Lüb. Birg. Openb. 1496,1496,t15401,gheschach,gheschach,VVFIN,St.3.Sg.Past.Ind,geschên,geschen,geschên¹
Lüb. Birg. Openb. 1496,1496,t15411,quam,quam,VVFIN,St.3.Sg.Past.Ind,kōmen,komen,kōmen¹
Lüb. Birg. Openb. 1496,1496,t15418,spreken,spreken,VVFIN,St.3.Pl.Pres.*,sprēken,spreken,sprēken
Lüb. Birg. Openb. 1496,1496,t15421,sprack,sprack,VVFIN,St.3.Sg.Past.Ind,sprēken,spreken,sprēken
Lüb. Birg. Openb. 1496,1496,t15429,bist§,bist,VVFIN,Irr.2.Sg.Pres.Ind,wēsen,wesen,wēsen²
Lüb. Birg. Openb. 1496,1496,t15449,ge#hort,gehort,VVPP,--,hö̂ren,horen,hö̂ren²
Lüb. Birg. Openb. 1496,1496,t15460,sprack,sprack,VVFIN,St.3.Sg.Past.Ind,sprēken,spreken,sprēken
Lüb. Birg. Openb. 1496,1496,t15467,ghesproken,ghesproken,VVPP,--,sprēken,spreken,sprēken
Lüb. Birg. Openb. 1496,1496,t15471,is,is,VVFIN,Irr.3.Sg.Pres.Ind,wēsen,wesen,wēsen²
Lüb. Birg. Openb. 1496,1496,t15479,vorsmat,vorsmat,VVPP,--,vorsmâden,vorsmaden,vorsmâden
Lüb. Birg. Openb. 1496,1496,t15490,gheeret,gheeret,VVPP,--,êren,eren,êren²
Lüb. Birg. Openb. 1496,1496,t15501,ghebore{R_n},gheboren,VVPP,--,(ge)bēren,(ge)beren,(ge)bēren¹
Lüb. Birg. Openb. 1496,1496,t15505,vorkundighen,vorkundighen,VVINF,--,vorkündigen,vorkundigen,vorkündigen²
Lüb. Birg. Openb. 1496,1496,t15510,wes,wes,VVIMP,Sg,wēsen,wesen,wēsen²
Lüb. Birg. Openb. 1496,1496,t15522,vullenbracht,vullenbracht,VVPP,--,vulbringen,vulbringen,vulbringen
Lüb. Birg. Openb. 1496,1496,t15525,ghehort,ghehort,VVPP,--,hö̂ren,horen,hö̂ren²
Lüb. Birg. Openb. 1496,1496,t15538,was,was,VVFIN,Irr.3.Sg.Past.Ind,wēsen,wesen,wēsen²
Lüb. Birg. Openb. 1496,1496,t15543,was,was,VVFIN,Irr.3.Sg.Past.Ind,wēsen,wesen,wēsen²
Lüb. Birg. Openb. 1496,1496,t15557,ghegeuen,ghegeuen,VVPP,--,gēven,geven,gēven
Lüb. Birg. Openb. 1496,1496,t15561,schach,schach,VVFIN,St-Sw.3.Sg.Past.*,schên,schen,schên
Lüb. Birg. Openb. 1496,1496,t15567,sach,sach,VVFIN,St.3.Sg.Past.Ind,sên,sen,sên
Lüb. Birg. Openb. 1496,1496,t15579,stech,stech,VVFIN,St.3.Sg.Past.Ind,stîgen,stigen,stîgen¹
Lüb. Birg. Openb. 1496,1496,t15587,sach,sach,VVFIN,St.3.Sg.Past.Ind,sên,sen,sên
Lüb. Birg. Openb. 1496,1496,t15589,vorwunderde,vorwunderde,VVFIN,Sw.3.Sg.Past.*,vorwunderen,vorwunderen,vorwunderen
Lüb. Birg. Openb. 1496,1496,t15595,entwakede,entwakede,VVFIN,Sw.3.Sg.Past.*,entwāken,entwaken,entwāken
Lüb. Birg. Openb. 1496,1496,t15598,dachte,dachte,VVFIN,Sw.3.Sg.Past.*,denken,denken,denken
Lüb. Birg. Openb. 1496,1496,t15600,were,were,VVFIN,Irr.3.Sg.Past.Konj,wēsen,wesen,wēsen²
Lüb. Birg. Openb. 1496,1496,t15607,entslapende,entslapende,VVPS,--,en(t)slâpen,en(t)slapen,en(t)slâpen
Lüb. Birg. Openb. 1496,1496,t15610,sach,sach,VVFIN,St.3.Sg.Past.Ind,sên,sen,sên
Lüb. Birg. Openb. 1496,1496,t15616,sach,sach,VVFIN,St.3.Sg.Past.Ind,sên,sen,sên
Lüb. Birg. Openb. 1496,1496,t15624,ghynck,ghynck,VVFIN,Irr.3.Sg.Past.*,gân,gan,gân
Lüb. Birg. Openb. 1496,1496,t15627,entfengede,entfengede,VVFIN,St.3.Sg.Past.Ind,entfân,entfan,entfân
Lüb. Birg. Openb. 1496,1496,t15635,stunden,stunden,VVFIN,Irr.3.Pl.Past.Ind,stân,stan,stân
Lüb. Birg. Openb. 1496,1496,t15638,horde,horde,VVFIN,Sw.3.Sg.Past.*,hö̂ren,horen,hö̂ren²
Lüb. Birg. Openb. 1496,1496,t15643,sprack,sprack,VVFIN,St.3.Sg.Past.Ind,sprēken,spreken,sprēken
Lüb. Birg. Openb. 1496,1496,t15649,vorbeeden,vorbeeden,VVINF,--,vorbêden,vorbeden,vorbêden³
Lüb. Birg. Openb. 1496,1496,t15662,byn,byn,VVFIN,Irr.1.Sg.Pres.Ind,wēsen,wesen,wēsen²
Lüb. Birg. Openb. 1496,1496,t15671,senden,senden,VVINF,--,senden,senden,senden
Lüb. Birg. Openb. 1496,1496,t15693,entfenge{R_n}de,entfengende,VVPS,--,entfân,entfan,entfân
Lüb. Birg. Openb. 1496,1496,t15709,vorneme{R_n},vornemen,VVINF,--,vornēmen,vornemen,vornēmen²
Lüb. Birg. Openb. 1496,1496,t15718,ghegoten,ghegoten,VVPP,--,gêten,geten,gêten
Lüb. Birg. Openb. 1496,1496,t15725,werden,werden,VVFIN,St.3.Pl.Pres.Ind,wērden,werden,wērden¹
Lüb. Birg. Openb. 1496,1496,t15726,entfenge{R_n}de,entfengende,VVPS,--,entfân,entfan,entfân
Lüb. Birg. Openb. 1496,1496,t15735,kome{R_n}de,komende,VVPS,--,kōmen,komen,kōmen¹
Lüb. Birg. Openb. 1496,1496,t15742,ghekronet,ghekronet,VVPP,--,krö̂nen,kronen,krö̂nen¹
Lüb. Birg. Openb. 1496,1496,t15749,vas,vas,VVFIN,Irr.3.Sg.Past.Ind,wēsen,wesen,wēsen²
Lüb. Birg. Openb. 1496,1496,t15756,wa{R_n}#derde,wanderde,VVFIN,Sw.3.Sg.Past.*,wanderen,wanderen,wanderen
Lüb. Birg. Openb. 1496,1496,t15766,wart,wart,VVFIN,St.3.Sg.Past.Ind,wērden,werden,wērden¹
Lüb. Birg. Openb. 1496,1496,t15779,entrucket,entrucket,VVPP,--,entrücken,entrucken,entrücken
Lüb. Birg. Openb. 1496,1496,t15785,sach,sach,VVFIN,St.3.Sg.Past.Ind,sên,sen,sên
Lüb. Birg. Openb. 1496,1496,t15790,ghekronet,ghekronet,VVPP,--,krö̂nen,kronen,krö̂nen¹
Lüb. Birg. Openb. 1496,1496,t15795,sach,sach,VVFIN,St.3.Sg.Past.Ind,sên,sen,sên
Lüb. Birg. Openb. 1496,1496,t15799,stan,stan,VVINF,--,stân,stan,stân
Lüb. Birg. Openb. 1496,1496,t15806,sprack,sprack,VVFIN,St.3.Sg.Past.Ind,sprēken,spreken,sprēken
Lüb. Birg. Openb. 1496,1496,t15813,suest,suest,VVFIN,St.2.Sg.Pres.*,sên,sen,sên
Lüb. Birg. Openb. 1496,1496,t15817,hebbende,hebbende,VVPS,--,hebben,hebben,hebben
Lüb. Birg. Openb. 1496,1496,t15824,beteken,beteken,VVFIN,Sw.3.Pl.Pres.*,betêⁱkenen,beteikenen,betêⁱkenen
Lüb. Birg. Openb. 1496,1496,t15831,gheseen,gheseen,VVPP,--,sên,sen,sên
Lüb. Birg. Openb. 1496,1496,t15840,syn,syn,VVINF,--,wēsen,wesen,wēsen²
Lüb. Birg. Openb. 1496,1496,t15845,werst,werst,VVFIN,St.2.Sg.Pres.Ind,wērden,werden,wērden¹
Lüb. Birg. Openb. 1496,1496,t15851,kumpst,kumpst,VVFIN,St.2.Sg.Pres.Ind,kōmen,komen,kōmen¹
Lüb. Birg. Openb. 1496,1496,t15859,vorheuen,vorheuen,VVINF,--,vorhēven,vorheven,vorhēven
Lüb. Birg. Openb. 1496,1496,t15867,schach,schach,VVFIN,St-Sw.3.Sg.Past.Ind,schên,schen,schên
Lüb. Birg. Openb. 1496,1496,t15877,quam,quam,VVFIN,St.3.Sg.Past.Ind,kōmen,komen,kōmen¹
Lüb. Birg. Openb. 1496,1496,t15881,ghekoren,ghekoren,VVPP,--,kȫren,koren,kȫren¹
Lüb. Birg. Openb. 1496,1496,t15887,nam,nam,VVFIN,St.3.Sg.Past.Ind,tônēmen,tonemen,tônēmen
Lüb. Birg. Openb. 1496,1496,t15903,hadde,hadde,VVFIN,Sw.3.Sg.Past.*,hebben,hebben,hebben
Lüb. Birg. Openb. 1496,1496,t15912,gegheue{R_n},gegheuen,VVPP,--,gēven,geven,gēven
Lüb. Birg. Openb. 1496,1496,t15922,is,is,VVFIN,Irr.3.Sg.Pres.Ind,wēsen,wesen,wēsen²
Lüb. Birg. Openb. 1496,1496,t15926,was,was,VVFIN,Irr.3.Sg.Past.Ind,wēsen,wesen,wēsen²
Lüb. Birg. Openb. 1496,1496,t15932,sprack,sprack,VVFIN,St.3.Sg.Past.Ind,sprēken,spreken,sprēken
Lüb. Birg. Openb. 1496,1496,t15938,was,was,VVFIN,Irr.3.Sg.Past.Ind,wēsen,wesen,wēsen²
Lüb. Birg. Openb. 1496,1496,t15941,voͤlede,voͤlede,VVFIN,Sw.3.Sg.Past.*,vö̂len,volen,vö̂len
Lüb. Birg. Openb. 1496,1496,t15954,merkede,merkede,VVFIN,Sw.3.Sg.Past.*,merken,merken,merken¹
Lüb. Birg. Openb. 1496,1496,t15961,vortornt,vortornt,VVPP,--,vortȫrnen,vortornen,vortȫrnen
Lüb. Birg. Openb. 1496,1496,t15965,ginck,ginck,VVFIN,Irr.3.Sg.Past.*,gân,gan,gân
Lüb. Birg. Openb. 1496,1496,t15968,bichtede,bichtede,VVFIN,Sw.3.Sg.Past.Ind,bichten,bichten,bichten
Lüb. Birg. Openb. 1496,1496,t15978,wolde,wolde,VVFIN,Irr.3.Sg.Past.*,willen,willen,willen¹
Lüb. Birg. Openb. 1496,1496,t15984,syn,syn,VVINF,--,wēsen,wesen,wēsen²
Lüb. Birg. Openb. 1496,1496,t15992,doͤrch#ghaen,doͤrchghaen,VVINF,--,dörchgân,dorchgan,dörchgân
Lüb. Birg. Openb. 1496,1496,t15999,was,was,VVFIN,Irr.3.Sg.Past.Ind,wēsen,wesen,wēsen²
Lüb. Birg. Openb. 1496,1496,t16007,sprack,sprack,VVFIN,St.3.Sg.Past.Ind,sprēken,spreken,sprēken
Lüb. Birg. Openb. 1496,1496,t16014,voͤlede,voͤlede,VVFIN,Sw.3.Sg.Past.*,vö̂len,volen,vö̂len
Lüb. Birg. Openb. 1496,1496,t16027,liden,liden,VVINF,--,lîden,liden,lîden¹
Lüb. Birg. Openb. 1496,1496,t16032,wuste,wuste,VVFIN,Prpr.3.Sg.Past.*,wēten,weten,wēten¹
Lüb. Birg. Openb. 1496,1496,t16037,vortornet,vortornet,VVPP,--,vortȫrnen,vortornen,vortȫrnen
Lüb. Birg. Openb. 1496,1496,t16047,quam,quam,VVFIN,St.3.Sg.Past.Ind,kōmen,komen,kōmen¹
Lüb. Birg. Openb. 1496,1496,t16052,sprack,sprack,VVFIN,St.3.Sg.Past.Ind,sprēken,spreken,sprēken
Lüb. Birg. Openb. 1496,1496,t16053,was,was,VVFIN,Irr.3.Sg.Past.Ind,wēsen,wesen,wēsen²
Lüb. Birg. Openb. 1496,1496,t16060,volede,volede,VVFIN,Sw.3.Sg.Past.*,vö̂len,volen,vö̂len
Lüb. Birg. Openb. 1496,1496,t16069,was,was,VVFIN,Irr.3.Sg.Past.Ind,wēsen,wesen,wēsen²
Lüb. Birg. Openb. 1496,1496,t16077,radvragheden,radvragheden,VVFIN,Sw.3.Pl.Past.*,râtvrâgen,ratvragen,râtvrâgen
Lüb. Birg. Openb. 1496,1496,t16083,sprack,sprack,VVFIN,St.3.Sg.Past.Ind,sprēken,spreken,sprēken
Lüb. Birg. Openb. 1496,1496,t16086,Biddet,Biddet,VVIMP,Pl,bidden,bidden,bidden
Lüb. Birg. Openb. 1496,1496,t16088,ropet,ropet,VVIMP,Pl,anrôpen,anropen,anrôpen
Lüb. Birg. Openb. 1496,1496,t16098,doen,doen,VVINF,--,dôn,don,dôn¹
Lüb. Birg. Openb. 1496,1496,t16105,byn,byn,VVFIN,Irr.1.Sg.Pres.Ind,wēsen,wesen,wēsen²
Lüb. Birg. Openb. 1496,1496,t16108,byn,byn,VVFIN,Irr.1.Sg.Pres.Ind,wēsen,wesen,wēsen²
Lüb. Birg. Openb. 1496,1496,t16125,was,was,VVFIN,Irr.3.Sg.Past.Ind,wēsen,wesen,wēsen²
Lüb. Birg. Openb. 1496,1496,t16134,was,was,VVFIN,Irr.3.Sg.Past.Ind,wēsen,wesen,wēsen²
Lüb. Birg. Openb. 1496,1496,t16137,antwerde,antwerde,VVFIN,Sw.3.Sg.*.*,antwōrden,antworden,antwōrden²
Lüb. Birg. Openb. 1496,1496,t16143,sprack,sprack,VVFIN,St.3.Sg.Past.Ind,sprēken,spreken,sprēken
Lüb. Birg. Openb. 1496,1496,t16146,byn,byn,VVFIN,Irr.1.Sg.Pres.Ind,wēsen,wesen,wēsen²
Lüb. Birg. Openb. 1496,1496,t16156,begheren,begheren,VVFIN,Sw.2.Pl.Pres.*,begēren,begeren,begēren
Lüb. Birg. Openb. 1496,1496,t16160,wetet,wetet,VVIMP,Pl,wēten,weten,wēten¹
Lüb. Birg. Openb. 1496,1496,t16170,ge=secht,ge=secht,VVPP,--,seggen,seggen,seggen
Lüb. Birg. Openb. 1496,1496,t16177,antworde{R_n},antworden,VVINF,--,antwōrden,antworden,antwōrden²
Lüb. Birg. Openb. 1496,1496,t16180,gaf,gaf,VVFIN,St.3.Sg.Past.Ind,gēven,geven,gēven
Lüb. Birg. Openb. 1496,1496,t16193,ge#ope{R_n}baret,geopenbaret,VVPP,--,ōpenbâren,openbaren,ōpenbâren
Lüb. Birg. Openb. 1496,1496,t16210,was,was,VVFIN,Irr.3.Sg.Past.Ind,wēsen,wesen,wēsen²
Lüb. Birg. Openb. 1496,1496,t16215,gheope{R_n}baret,gheopenbaret,VVPP,--,ōpenbâren,openbaren,ōpenbâren
Lüb. Birg. Openb. 1496,1496,t16225,betuͦghede{R_n},betuͦgheden,VVFIN,Sw.3.Pl.Past.*,betü̂gen,betugen,betü̂gen
Lüb. Birg. Openb. 1496,1496,t16227,besworen,besworen,VVFIN,St.3.Pl.Past.Ind,beswēren,besweren,beswēren²
Lüb. Birg. Openb. 1496,1496,t16234,vorheue{R_n},vorheuen,VVINF,--,vorhēven,vorheven,vorhēven
Lüb. Birg. Openb. 1496,1496,t16244,bescheen,bescheen,VVPP,--,beschên,beschen,beschên
Lüb. Birg. Openb. 1496,1496,t16253,ghesecht,ghesecht,VVPP,--,seggen,seggen,seggen
Lüb. Birg. Openb. 1496,1496,t16292,gheroret,gheroret,VVPP,--,rö̂ren,roren,rö̂ren¹
Lüb. Birg. Openb. 1496,1496,t16304,was,was,VVFIN,Irr.3.Sg.Past.Ind,wēsen,wesen,wēsen²
Lüb. Birg. Openb. 1496,1496,t16319,sede,sede,VVFIN,St.3.Sg.Past.*,sên,sen,sên
Lüb. Birg. Openb. 1496,1496,t16321,kome{R_n}#de,komende,VVPS,--,kōmen,komen,kōmen¹
Lüb. Birg. Openb. 1496,1496,t16330,ghescheen,ghescheen,VVPP,--,schên,schen,schên
Lüb. Birg. Openb. 1496,1496,t16376,besworen,besworen,VVPP,--,beswēren,besweren,beswēren²
Lüb. Birg. Openb. 1496,1496,t16387,vthwyset,vthwyset,VVFIN,Sw.3.Sg.Pres.Ind,ûtwîsen,utwisen,ûtwîsen
Lüb. Birg. Openb. 1496,1496,t16388,Hadde{R_n},Hadden,VVFIN,Sw.3.Pl.Past.*,hebben,hebben,hebben
Lüb. Birg. Openb. 1496,1496,t16392,ghe=nomen,ghe=nomen,VVFIN,St.3.Pl.Pres.*,nēmen,nemen,nēmen
Lüb. Birg. Openb. 1496,1496,t16399,ghelaten,ghelaten,VVPP,--,lâten,laten,lâten¹
Lüb. Birg. Openb. 1496,1496,t16410,na#gheuolget,nagheuolget,VVPP,--,nâvolgen,navolgen,nâvolgen
Lüb. Birg. Openb. 1496,1496,t16417,openbarde,openbarde,VVFIN,Sw.3.Sg.Past.Ind,ōpenbâren,openbaren,ōpenbâren
Lüb. Birg. Openb. 1496,1496,t16434,hadde,hadde,VVFIN,Sw.3.Sg.Past.*,hebben,hebben,hebben
Lüb. Birg. Openb. 1496,1496,t16445,plach,plach,VVFIN,St.3.Sg.Past.Ind,plēgen,plegen,plēgen¹
Lüb. Birg. Openb. 1496,1496,t16462,openbarde,openbarde,VVFIN,Sw.3.Sg.Past.Ind,ōpenbâren,openbaren,ōpenbâren
Lüb. Birg. Openb. 1496,1496,t16475,neme{R_n},nemen,VVINF,--,nēmen,nemen,nēmen
Lüb. Birg. Openb. 1496,1496,t16479,sach,sach,VVFIN,St.3.Sg.Past.Ind,sên,sen,sên
Lüb. Birg. Openb. 1496,1496,t16482,vorschrack,vorschrack,VVFIN,St.3.Sg.Past.Ind,vorschrecken,vorschrecken,vorschrecken
Lüb. Birg. Openb. 1496,1496,t16489,sprack,sprack,VVFIN,St.3.Sg.Past.Ind,sprēken,spreken,sprēken
Lüb. Birg. Openb. 1496,1496,t16494,vordomet,vordomet,VVPP,--,vordö̂men,vordomen,vordö̂men
Lüb. Birg. Openb. 1496,1496,t16498,sprack,sprack,VVFIN,St.3.Sg.Past.Ind,sprēken,spreken,sprēken
