"glottocode","language","iso","level","area","latitude","longitude","countries","affiliation","subclassification"
"enya1249","Enya-Kindu","","language","Africa",-4.1,26,"CD","Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, Central-Western Bantu, Luban","(Enya-Kindu:1);"
"mbag1239","Mbagani-Lwalwa","","family","Africa",-6.31693666666667,22.4507666666667,"","Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, Central-Western Bantu, Luban","(Binji:1,Luna:1,Lwalu:1)mbag1239:1;"
"luba1254","Luba-Kaonde","","family","Africa",-7.06126264501291,25.8468909568536,"","Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, Central-Western Bantu, Luban","((Kaonde:1,Luba-Katanga:1,Sanga_-Democratic_Republic_of_Congo:1)kaon1242:1,(((Hombo:1,Kasenga:1,Mikebwe:1,Nonda:1,Nuclear_Bangubangu:1,Sanzi:1)bang1350:1,Hemba-Yazi:1,(Baluba:1,Bena_Lulua:1)luba1249:1)bang1371:1,Kanyok:1)luba1255:1,(Eastern_Kalebwe:1,Mbagani:1,Western_Kalebwe:1)song1303:1,(Kwange:1,Songe_D103:1,Zura_-DRC:1)zula1235:1)luba1254:1;"
"west2833","Western Greater Luyana","","family","Africa",-16.845775,22.556275,"","Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, Central-Western Bantu, Greater Luyana","(((Mashi:1,North_Kwandu:1,South_Kwandu:1)mash1267:1,Mbukushu:1)mash1271:1,(Nyengo:1,(Imilangu:1,Liyuwa:1,Makoma:1,Mulonga:1,Mwenyi:1,Nuclear_Simaa:1,Nyengo_-Simaa:1)sima1258:1)sima1262:1)west2833:1;"
"east2747","Eastern Greater Luyana","","family","Africa",-14.65205,23.32595,"","Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, Central-Western Bantu, Greater Luyana","((Kwandi:1,Kwangwa:1,Mbumi:1,Mdundulu:1,Mishulundu:1)luya1241:1,Mbowe:1)east2747:1;"
"ngul1247","Ngwii","nlo","language","Africa",-4.09816,19.5129,"CD","Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, Central-Western Bantu, West-Coastal Bantu","(Engwi_Edzug:1,Engwi_Engye:1,Engwi_e_Omaaya:1,Engwi-Dzing_mix_of_Ebama:1)ngul1247:1;"
"nzad1235","Nzadic","","family","Africa",-4.23902896634914,19.8910606763723,"","Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, Central-Western Bantu, West-Coastal Bantu","((((Dzing_Kamtsha:1,Dzing_Munkene:1)ding1239:1,(((((Hungan_Kipuka:1,Hungan_Kwango:1,Hungan_Kwenge:1,Hungan_Vanga:1)hung1278:1,Samba:1)hung1281:1,(((Keenge:1,Yari:1)beem1239:1,((Kaamba:1,(Nyaanga:1)kuny1238:1)kamb1322:1,((((Kimbata:1,Kimbeko:1,Kimpangu:1,Kinkanu:1,Kintandu:1)east2782:1,((Hungu:1,Pombo:1)hung1280:1,(Kituba_-Congo:1,(Eastern_Kituba:1,Ikeleve:1,Western_Kituba:1)kitu1246:1,((Bwende:1,Kimanyanga:1,Kimboma:1,Kindibu:1)cent2032:1,((Kindamba:1,Kisibemba:1,Kitsootso:1,Kizombo:1)east2869:1,Kisikongo:1,(Angola_Nzeto:1,Kisolongo_Angola:1,Kisolongo_DRC:1)west2970:1)sout2809:1)koon1244:1)koon1247:1)sout3354:1)sout3353:1,((Cisundi_Cabinda:1,Ciwoyo:1,Cizali:1,Ikoci:1,Iwoyo:1,Kakongo:1,Mboka:1,Ndingi:1)sans1272:1,(((Bwisi:1,Lumbu:1)lumb1252:1,(Ngubi:1,((Punu:1,Vumbu:1)punu1240:1,(Sangu_-Gabon:1,(Barama:1,Sira:1)sira1270:1)sang1345:1)sang1341:1)ngub1240:1)lumb1251:1,(Coastal_Vili:1,Yoombi-Congo:1)vili1238:1)vili1240:1,(Cilinji:1,Kimbala_H16:1,Kiyombe:1,Kizobe:1,Vungunya:1)yomb1244:1)west2874:1)sout3249:1,(Doondo:1,(Hangala:1,Laadi:1)laar1238:1,Suundi:1)nort3267:1)kila1239:1)kamb1321:1)kiko1234:1,((Angola_Suku:1,Bangoondi_Suku:1,Lukula_Suku:1,Tungila_Suku:1)suku1259:1,(Lonzo:1,Pelende:1,Yaka:1)yaka1269:1)yaka1278:1)nucl1804:1)kiko1235:1,Mbuun:1,(Ngongo:1,(Mpiin:1,Nsong:1)song1299:1)nson1239:1)klce1234:1,((((Ito_-Boma_Yumu:1,Kisakinda-Kinkiari:1,Mondai:1,Pentane:1)boma1246:1,((Badia:1,Batere-Ylyele:1,Bay_-Democratic_Republic_of_Congo:1,Keshaa:1,Riverine_Sakata:1)saka1287:1,(Boma_Nord:1,Kempee:1,(Mfuome:1,Ngee-Ntaana:1,Nkete:1)tien1242:1)boma1248:1)saka1301:1)kwak1270:1,(((Bisi-Bana:1,Fuumu:1)teke1274:1,Teke-Kukuya:1,Teke-Tyee:1,((((Lateghe-Nord:1,Lateghe-Sud:1,Tege-Kali:1)teke1275:1,((Kaningi:1,(Ampiini:1,Lesia:1,Liengi:1,Nkomo:1,Ntaana:1,Obaa:1,Okumu:1,Ombamba-Congo:1,Osele:1,Oyuomi:1)mber1257:1,(Epigi:1,Kanandjoho:1,Kuya:1,Nyani:1)ndum1239:1)leka1234:1,Tchitchege:1)tsit1235:1)mber1262:1,((Teke-Laali:1,Yaka_-Congo:1)laal1244:1,((Njebi:1,Tsaangi:1)ndja1234:1,(Duma:1,Wandji:1)ndja1235:1,Vili_of_Ngounie:1)njeb1244:1)nzeb1234:1)nort3377:1,Teke-Tsaayi:1)west2969:1)inte1264:1,((Akelel:1,Ampumpwom:1)ngun1272:1,(Mosieno:1,Teke-Eboo:1,Teke-Nzikou:1)teke1278:1)ngun1278:1)moye1234:1,(Boma_Nkuu:1,(Bibaana:1,Ibali_Teke:1,Ngee:1,South_Boma:1)ibal1241:1,(Ntsiam:1,Ntswar:1)mfin1238:1,(Mpuun:1,Wuumu:1)wuum1239:1)plat1262:1)kasa1251:1,((Mput:1,Ntsambaan:1)kwil1239:1,Yans_Bagata:1,Yans_Nkara:1)yans1239:1)kwil1238:1)loan1238:1)ding1244:1,Lwel:1)lwer1234:1,Nzadi:1)nzad1235:1;"
"inne1246","Inner Basin Bantu","","family","Africa",-0.115615987508711,21.4677346997892,"","Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, Central-Western Bantu, North Zaire River","((((Bolia:1,(Imona:1,Mpongo:1,Nkole:1,Nuclear_Ntomba:1,Sakanyi:1,Saw_-Ntomba:1,Soko:1)ntom1248:1)boli1263:1,((Batswa_of_Nkundo-Ntomba-Ekonda:1,Bukala:1,Djofe:1,Ekonda_Mongo:1,Konda_-Mongo:1,Kutu_-Mongo:1,Longo_-Democratic_Republic_of_Congo:1,Longombe:1,Mpama_-Mongo:1,Nkundo:1,Ntomba-Bikoro:1,Ntomba-Inongo:1,Panga:1,Wangata:1,Yalima:1)mong1338:1,(Lalia:1,Ngando_-Democratic_Republic_of_Congo:1)ngan1302:1)lomo1242:1,Sengele:1)mong1351:1,(((Batshwa-Bushoong:1,Djembe:1,Ngende:1,Ngombe:1,Ngongo_-Buushong:1,Pianga:1)bush1247:1,Lele_-Democratic_Republic_of_Congo:1,(Central_Wonk:1,Northern_Wonk:1,Southern_Wonk:1)wong1247:1)bush1251:1,(Dengese:1,((Elembe:1,Kongola-Meno:1,Lokalo:1,Ngongo_-Nkutu:1,Saka_-DRC:1)nkut1238:1,Ohendo:1)song1311:1)nkut1240:1,(Mbuli:1)ombo1238:1,(Hamba_de_Lomela:1,(Losongo:1,Olonge:1)kusu1252:1,(Ewango:1,Lodiya:1,Lohata:1,Monja:1,Nkombe:1)tete1250:1)tete1254:1,(Kela_-Democratic_Republic_of_Congo:1,Yela_-Democratic_Republic_of_Congo:1)yela1238:1)nkut1239:1)vieu1234:1,(((Kele-Foma:1,Lombo:1)kele1265:1,(Botunga:1,Inja:1,Keembo:1,Nkimbe:1,Yaamba:1,Yaikole:1,Yaisu:1,Yangonda:1)mbol1247:1,((Baluombila:1,Likolo:1,Liutwa:1,Lombooki:1)poke1238:1,((Moingi:1,So_-Democratic_Republic_of_Congo:1)baso1234:1,((Belueli:1,((Bafwakoyi:1,East_Bafwangada:1,Ineta:1,Mahaa:1,Makoda:1,Malamba:1,Wadimbisa:1,West_Bafwangada:1)budu1250:1,(Mbo_-Democratic_Republic_of_Congo:1,Ndaka:1)ndak1244:1)budu1266:1,(Nyali:1,Vanuma:1)vanu1247:1)nyal1255:1,Lengola:1)lebo1246:1)sole1244:1)sopo1239:1)kele1263:1,Mbesa:1)kele1261:1,(Bafoto:1)unun9927:1)inne1246:1;"
"rive1266","Rivers Bantu","","family","Africa",1.11008365043389,17.1999485840131,"","Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, Central-Western Bantu, North Zaire River","((((Bolemba:1,Bonzio:1,Bwaka_-Mbati:1,Mbati_of_Mbaïki:1)mbat1248:1,Ngundi:1,(Bogongo:1,Nuclear_Pande:1)pand1264:1,(Bambenzele:1,Basese:1,Beka:1,Nzari:1)yaka1272:1)bwam1249:1,(Central_Dibole:1,Northern_Dibole:1,Southern_Dibole:1)dibo1245:1,((Central_Bomitaba:1,Northern_Bomitaba:1)bomi1238:1,Impfondo:1)impf1234:1,Mikaya-Bambengangale-Baluma:1,(Bongili:1,(Dikota:1,Dikuta:1)ngan1304:1)moki1244:1)liko1251:1,(Akwa:1,(Koyo:1,Mbosi:1)koyo1245:1,(Ngare:1)mbok1243:1)koyo1244:1,((Bumwangi:1,Busu_Djanga:1,Empesa_Poko:1,Esumbu:1,Iliku:1,Kangana:1,Kumba_-Democratic_Republic_of_Congo:1,Kunda_-Democratic_Republic_of_Congo:1,Limpesa:1,Lipoto:1,Lusengo_Poto:1,Mongala_Poto:1,Mongo_-Lusengo:1,Ngundi_-DRC:1)luse1252:1,(Bwela:1,(Bolondo:1,((Babango:1,(Bosambi:1,Mbila:1,Monzamboli:1,Yaliambi:1)budz1238:1)budj1235:1,Egbuta:1)budj1234:1,Motembo-Kunda:1)mote1237:1)ngir1251:1,(((Boko_-Democratic_Republic_of_Congo:1,(Poko:1,South_Lobala:1,Tanda_-Lobala:1)loba1239:1)loba1240:1,Zamba:1)ngir1253:1,((((Bobangi:1,(Bangala:1,Kinshasa_Lingala:1,Northwestern_Lingala:1)ling1269:1)boba1250:1,Boloki:1,(Likuba:1,Likwala:1)likw1240:1,(Dzamba:1,Loi_-Congo:1,Makutu:1,Mampoko:1)balo1261:1,(Bobangi-Nunu:1,Moye:1)moic1236:1)boba1249:1,Mpama:1)boba1248:1,(((Banza:1,Bembe_-Mabaale:1,Lipanja:1,Lobo:1,Mbinga:1)maba1270:1,Ndobo:1)libi1242:1,(Balobo:1,(Boniange:1,Kutu_-Libinza:1,Litoka:1,Monia:1)libi1244:1)libi1252:1)libi1251:1)ngir1254:1)ngir1252:1,((Bamwe:1,(Lokay:1,Maboko:1,Moliba:1,Molunga:1)dzan1238:1,Ndolo:1)bamw1239:1,((Bomboli:1,Bozaba:1)bomb1261:1,(Bokonzi:1,Ebuku:1,Likaw:1,Lingonda:1)bomb1262:1)bomb1265:1,((((Bafwandaka:1,Bakundumu:1,Bekeni:1,Bemili:1)bali1274:1,Beeke:1)bali1286:1,(((Kigumu:1,Kyanzi:1,Suwa:1)amba1263:1,Bera:1,((Bugombe:1)bhel1238:1,((Bombi-Ngbanja:1,Nyaku:1)bila1255:1,Kaiku:1)bila1259:1,Kango_-Tshopo_District:1,Komo_-Democratic_Republic_of_Congo:1)bila1258:1)komo1265:1,(((Bomokandi:1,Uélé:1)kang1286:1,(Beo_-Democratic_Republic_of_Congo:1,Buru:1,Hanga_-Democratic_Republic_of_Congo:1,Tungu:1)ngel1238:1,((Bati:1,Benge_-Congo:1,Kiba:1,Leboa-Le:1,Yewu:1)bwaa1238:1,(Momveda:1,Mongbapele:1,Ndundusana:1)pagi1243:1)paga1238:1)late1250:1,(Likó:1,Liliká:1,Lilikó:1)lika1243:1)midd1348:1,((Kari:1,Ngbee:1,Nyanga-li:1)extr1247:1,(Homa:1,(Bangminda:1,Mayeka:1)ngbi1238:1,(Bodo_-Central_African_Republic:1,(Bukur:1,Nuclear_Boguru:1)bogu1241:1)unun9928:1)ngen1255:1)ngbe1239:1)oldb1234:1)abab1240:1,((Benza:1,Bokoy:1,Bolupi:1,Elowa:1)lige1238:1,(Binja:1,Doko_-Democratic_Republic_of_Congo:1,Wiindza-Baali:1)ngom1268:1)ngom1274:1)ngom1276:1)ngir1250:1)ngir1248:1)rive1266:1;"
"sout2819","Southwest Bobe","","dialect","Africa",3.53638,8.68929,"","Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, Mbam-Bubi, Bube","(Southwest_Bobe:1);"
"nort2804","North Bobe","","dialect","Africa",3.53638,8.68929,"","Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, Mbam-Bubi, Bube","(North_Bobe:1);"
"sout2820","Southeast Bobe","","dialect","Africa",3.53638,8.68929,"","Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, Mbam-Bubi, Bube","(Southeast_Bobe:1);"
"nucl1802","Nuclear Mbam","","family","Africa",4.52142626736111,11.0817960069444,"","Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, Mbam-Bubi, Mbam","((Bati_-Cameroon:1,(Mbule:1,((((Nukanya:1,Nulamba:1,Nuyambassa:1)elip1238:1,(Northern_Gunu:1,Southern_Gunu:1)nugu1242:1)elip1240:1,Mmaala:1)mmal1234:1,Nuasue:1)nucl1746:1)mbur1240:1)bati1255:1,((Leti_-Cameroon:1,((Tangoro:1,Tucangu:1,Tukombe:1)cang1247:1,(Tocenga:1,Tonjo:1,Tumbele:1)mbel1241:1,Tutsingo:1)tuki1240:1)sana1278:1,(((Nomeng:1,Nonyambaye-Nobanye:1,Nuceko:1)noma1260:1,Nyokon:1,(Eling:1,Ndoktuna:1,Niguessen_-Mese:1,Toboanye:1,(Ndogbang:1,Ndokbiakat:1)loga1243:1)tune1261:1)mand1474:1,Tuotomb:1,(Nedek:1,Nigii:1)yamb1252:1)west2826:1)sana1299:1)nucl1802:1;"
"nuba1241","Nubaca","baf","language","Africa",4.35696,11.029,"CM","Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, Mbam-Bubi, Mbam","(Baca_-Cameroon:1,Kélendé:1,Nibieg:1)nuba1241:1;"
"west2834","Western Botatwe","","family","Africa",-17.39017225,24.87683625,"","Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, East Bantu, Botatwe","((Subiya:1,Totela:1)mach1269:1,(Fwe:1,Shanjo:1)zamb1244:1)west2834:1;"
"lenj1247","Greater Eastern Botatwe","","family","Africa",-16.3322829166667,27.8402895833333,"","Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, East Bantu, Botatwe","((((Lumbu_-Ila:1,Lundwe:1,Nuclear_Ila:1,Twa_of_the_Kafue:1)ilaa1246:1,(Nuclear_Lenje:1,Twa:1)lenj1248:1,Sala:1,(Chitonga:1,Mala:1,We:1)tong1318:1)kafu1239:1,(Dombe:1,Leya:1,(Musukotwani:1,Sekute:1)toka1243:1)domb1246:1)cent2279:1,Soli:1)lenj1247:1;"
"pogo1243","Pogolo","poy","language","Africa",-8.72283,36.4148,"TZ","Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, East Bantu, Kilombero","(Pogolo:1);"
"west3018","West Kilombero","","family","Africa",-8.30073,36.28165,"","Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, East Bantu, Kilombero","(Mbunga:1,Ndamba:1)west3018:1;"
"sena1271","Sena-Nyanja","","family","Africa",-15.3984520786528,32.7498746319804,"","Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, East Bantu, Tumbuka-Sena-Nyanja","(Chikunda:1,(Mwera_-Nyasa:1,(Chewa:1,Manganja:1,Ngoni_-Nyanja:1,Nuclear_Nyanja:1,Nyasa:1,Peta:1)nyan1308:1)nyan1319:1,(Barwe:1,Malawi_Sena:1,(Dema:1,Nyungwe:1)nyun1249:1,Phimbi:1,(Bangwe:1,Caia:1,Gombe_-Sena:1,Gorongosa:1,Podzo:1,Rue:1,Sangwe:1)nucl1396:1)sena1270:1)sena1271:1;"
"tumb1252","Tumbukic","","family","Africa",-11.70565,33.71755,"","Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, East Bantu, Tumbuka-Sena-Nyanja","(Tonga_-Nyasa:1,(Chikamanga:1,Chipoka:1,Chitumbuka:1,Fililwa:1,Fungwe:1,Hewe:1,Kandawire:1,Nenya:1,Ngoni_-Tumbuka:1,Nthali:1,Poka:1,Senga:1,Wenya:1,Yombe_-Tumbuka:1)tumb1250:1)tumb1252:1;"
"nila1242","Nilamba","nim","language","Africa",-4.50002,34.3068,"TZ","Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, East Bantu, Nyaturu-Nilamba","(Iambi:1)nila1242:1;"
"nyat1246","Nyaturu","rim","language","Africa",-5.12263,34.6657,"TZ","Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, East Bantu, Nyaturu-Nilamba","(Chahi:1,Ginyamunyinganyi:1,Girwana:1)nyat1246:1;"
"isan1243","Isanzu","isn","language","Africa",-3.99991,34.846,"TZ","Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, East Bantu, Nyaturu-Nilamba","(Isanzu:1);"
"chuw1239","Chuwaboic","","family","Africa",-16.8066711988652,36.2246134621072,"","Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, East Bantu, North Mozambique Bantu","(((Central_Chuwabo:1,Karungu:1,Marale:1,Nyaringa:1)chuw1238:1,Maindo:1)chuw1240:1,(Kokola:1,Lolo:1)lolo1269:1,Marenje:1,Takwane:1)chuw1239:1;"
"maku1279","Makua-Lomwe","","family","Africa",-14.8401388274264,38.0827198671497,"","Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, East Bantu, North Mozambique Bantu","((Malawi_Lomwe:1,Mozambique_Lomwe:1)lomw1242:1,(Central_Makua:1,Empamela:1,Emwaja:1,Enaharra:1,Enlai:1,Enyara:1)makh1264:1,(Makhuwana:1,Naharra:1,Nampamela:1)makh1262:1,(Medo:1)makh1261:1,Makhuwa-Moniga:1,(Rati:1,Saaka:1)makh1266:1,Makhuwa-Shirima:1)maku1279:1;"
"koti1239","Koti-Nathembo","","family","Africa",-16.2976670300768,39.8368658416021,"","Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, East Bantu, North Mozambique Bantu","((Ekoti:1,Enatthembo:1)koti1238:1,Nathembo:1)koti1239:1;"
"many1259","Manyawa","mny","language","Africa",-16.4963,36.8459,"MZ","Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, East Bantu, North Mozambique Bantu","(Manyawa:1);"
"shon1250","Shona (S.10)","","family","Africa",-19.5632245833333,29.7634854166667,"","Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, East Bantu, Southern Bantu","(((Danda:1,Dondo_-Ndau:1,Garwe:1,Nuclear_Ndau:1,Shanga_-Mozambique:1,Tonga_of_the_Bikita_and_Gutu_Districts:1)ndau1241:1,(((Hwesa:1,(Duma_-Karanga:1,Govera:1,Jena:1,Mhari:1,Ngova:1,Nyubi:1)kara1480:1,(Budya:1,Doma:1,Gova:1,Nyongwe:1,Pfunde:1,Shan_Gwe:1,Tande:1,Tavara:1)kore1281:1,Toko:1,(Harava:1,Kachikwakwa:1,Kwazwimba:1,Mbire:1,Njanja:1,Nobvu:1,Nohwe:1,Shawasha:1,Tsunga:1)zezu1238:1)shon1251:1,(Tawara-Chioco:1,Tawara-Daque:1)tawa1270:1)cent2310:1,(Bocha:1,Bunji_-Atlantic-Congo:1,Bvumba:1,Domba:1,Guta:1,Here:1,Hungwe:1,Jindwi:1,Karombe:1,Nyamuka:1,Nyatwe:1,Unyama:1)many1258:1,Tewe:1)plat1259:1)core1255:1,((Ikalanga:1,Lilima:1,Nyai:1,Peri:1,Talahundra:1)kala1384:1,Nambya:1)kala1405:1)shon1250:1;"
"nucl1826","Nuclear Southern Bantu","","family","Africa",-23.6230929166667,29.2937659375,"","Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, East Bantu, Southern Bantu","((((((((Lala_-Nguni:1,Nhlangwini:1,Siswati:1)swat1243:1,Zimbabwean_Ndebele:1)swat1244:1,(Bhaca:1,Bomvana:1,Cele:1,Gaika:1,Gcaleka:1,Hlubi:1,Mfengu:1,Mpondo:1,Mpondomise:1,Ndlambe:1,Rharhabe:1,Thembu:1,Xesibe:1)xhos1239:1,(Ngoni_of_Malawi:1,Qwabe:1,(Isindzundza:1,Manala:1)sout3270:1)zulu1248:1)ngun1267:1,Sumayela_Ndebele:1)nucl1827:1,Phuthi:1)ngun1276:1,(((Copi:1,Khambani:1,Lambwe:1,Lengue:1,Ndonge:1,Tonga_-Chopi:1)chop1243:1,(Gitonga_Gy_Khogani:1,Nyambe:1,Sewi:1)gito1238:1)chop1242:1,(((Kalanga_-Ronga:1,Konde:1,Putru:1)rong1268:1,(Bila_-Tsonga:1,Changana:1,Gwamba:1,Hlave:1,Jonga:1,Kande_-Tsonga:1,Luleke:1,N'walungu:1,Nhlanganu:1,Nkuma:1,Xonga:1)tson1249:1)tson1251:1,(Hlengwe:1,Mandla:1,Ndxhonge:1,Nhayi:1,Tshwa:1)tswa1255:1)tswa1254:1)tson1250:1)ngun1280:1,((Birwa:1,((Dzwabo:1,Gananwa:1,Kgaga:1,Koni:1,Kopa:1,Lobedu:1,Masemola:1,Matlala-Moletshi:1,(Khutswe:1,Pai_-Pedi:1,Pulana:1)paip1242:1,Phalaborwa:1,Tlokwa:1,Tswene:1)pedi1238:1,Tswapong:1)sepe1241:1)nort3233:1,(((Lozi:1,(Phuthi_-Southern_Sotho:1,Taung:1)sout2807:1)seso1234:1,(Hurutshe:1,Kgatla:1,Kwena:1,Lete:1,Melete:1,Ngwaketse:1,Ngwatu:1,Rolong:1,Tawana:1,Thlaro:1,Tlahaping:1,Tlhaping:1,Tlharo:1)tswa1253:1)cent2406:1,(Balaongwe:1,Kenyi_-Kgalagadi:1,Khakhae:1,Koma:1,Ngologa:1,Nuclear_Kgalagadi:1,Phaleng:1,Rhiti:1,Shaga:1,Siwane:1,Tjhauba:1)kgal1244:1)west2997:1)soth1248:1)dims1234:1,(Guvhu:1,Ilafuri:1,Lembetu:1,Manda_-Venda:1,Mbedzi:1,Phani:1,Tavha-Tsindi:1)vend1245:1)nucl1826:1;"
"holo1240","Holoholo","hoo","language","Africa",-5.37545,28.3274,"BW;CD;ZW","Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, East Bantu, Greater Lega","(Holoholo:1);"
"unun9918","Unclassified Greater Lega","","pseudo family","Africa",-1.53712,27.4633,"","Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, East Bantu, Greater Lega","(Kwami:1)unun9918:1;"
"mitu1241","Mituku-Lega","","family","Africa",-2.20669472222222,26.5755916666667,"","Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, East Bantu, Greater Lega","(((Bilembo-Mango:1,Ibanda:1,Isopo:1,Iyoko:1,Lusenge:1,Mizulo:1)lega1250:1,(Kanu:1,(Kigala:1,Kigyoma:1,Kinyabanga:1,Kinyamunsange:1,Kisede:1,Liliga:1)lega1249:1)west2869:1)lega1253:1,(Enya-Kisangani:1,Mituku:1,Mokpa:1)mitu1242:1,((Gengele:1,North_Binja:1,South_Binja:1)song1300:1,(Kisémolo:1,Kisɛ́mbɔ́mbɔ:1,Kɛsɔlɛ́:1,Mamba_-Democratic_Republic_of_Congo:1)zimb1251:1)song1314:1)mitu1241:1;"
"bemb1261","Bembe-Buyu","","family","Africa",-4.954315,28.8026,"","Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, East Bantu, Greater Lega","(Bembe:1,Buyu:1)bemb1261:1;"
"nyan1304","Nyanga","nyj","language","Africa",-1.29357,28.31546,"CD","Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, East Bantu, Greater Lega","(Ifuna:1,Ikumbure:1,Inyanga:1,Itiri:1)nyan1304:1;"
"nsen1242","Nsenga","nse","language","Africa",-15.3946,31.3544,"MZ;ZM;ZW","Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, East Bantu, Sabi","(Chipata_Nsenga:1,Kunda:1,Petauke_Nsenga:1)nsen1242:1;"
"malu1252","Malungu-Central Sabi","","family","Africa",-9.32740611111111,29.2614583333333,"","Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, East Bantu, Sabi","(Bwile:1,((Aushi:1,(Chishinga:1,Kabende:1,Lembue:1,Lomotua:1,Luunda:1,Mukula_-Zambia:1,Ng'umbo:1,Ngoma:1,Nwesi:1,Town_Bemba:1,Twa_of_Bangweulu:1,Unga_-Zambia:1)bemb1257:1)bemb1256:1,((Ambo_-Lala-Bisa:1,Bisa:1,Lala_-Lala-Bisa:1,Luano:1,Swaka:1,Wulima:1)lala1264:1,(Lima:1,Nuclear_Lamba:1)lamb1271:1,Seba:1)bisa1262:1)cent2321:1,(Shila:1)taab1238:1)malu1252:1;"
"cent2274","Central Kenya Bantu","","family","Africa",-1.53455083333333,37.4625291666667,"","Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, East Bantu, Northeast Savanna Bantu","((Chuka:1,(((Igembe:1,Igoji:1,Imenti:1,Miutini:1,Nuclear_Meru:1,Tigania:1)meru1245:1,(Muthambi:1,Mwimbi:1)mwim1241:1)nith1234:1,(Gatue:1,Ntugi:1,Nuclear_Tharaka:1,Thagichu:1)thar1283:1)nort3413:1)east2901:1,(Mbeere:1,Nuclear_Embu:1)embu1241:1,((Gichugu:1,Mathira:1,Ndia:1,Northern_Gikuyu:1,Southern_Gikuyu:1)kiku1240:1,Temi:1)giku1234:1,(Dhaiso:1,(Masaku:1,Mumoni:1,North_Kitui:1,South_Kitui:1)kamb1297:1)kamb1323:1)cent2274:1;"
