"glottocode","language","iso","level","area","latitude","longitude","countries","affiliation","subclassification"
"abkh1242","Abkhaz-Adyge","","family","Eurasia",43.692403,40.8701525,"","","(((Ashkaraua:1,Bezshagh:1,Tapanta:1)abaz1241:1,(Abzhui:1,Bzyb:1,Samurzakan:1)abkh1244:1)abkh1243:1,((Greater_Kabardian:1)kaba1278:1,(Abadzex:1,Bezhedukh:1,Natuzaj:1,Shapsug:1,Temirgoi:1,Xakuchi:1)adyg1241:1)circ1239:1,Ubykh:1)abkh1242:1;"
"surm1244","Surmic","","family","Africa",6.88199877083333,34.9733834583333,"","","(Majang:1,(((Muguji:1,Yidinich:1)kweg1241:1,((Bodi:1,Tishena:1)meen1242:1,(Mursi:1,(Chai:1,Tirma:1)suri1267:1)suri1266:1)past1248:1)sout2837:1,(((Balesi:1,Kacipo:1,Kichepo:1,Suri_-Kacipo-Balesi:1,Western_Suri:1,Zilmamu:1)kaci1244:1,Ngaalam:1)baal1234:1,((Didinga:1,Narim:1)didi1257:1,(Boma_-Surmic:1,Lotilla:1,Olam:1)murl1244:1,Tennet:1)didi1256:1)sout2838:1)sout2836:1)surm1244:1;"
"tama1329","Tamaic","","family","Africa",14.1199,22.0722,"","","((Abou_Charib:1,Nuclear_Mararit:1)mara1396:1,(Miisiirii:1,((Erenga:1,Girga_-Assangori:1,Murasi:1,Sebunkik:1,Sungor:1,Walad_Dulla:1)assa1269:1,(Girga:1,Haura:1,Orra:1,Tama:1)tama1331:1)tama1368:1)tama1330:1)tama1329:1;"
"yare1250","Yareban","","family","Papunesia",-9.52650083333333,148.41375,"","","(((Auwaka:1,Buniabura:1,Doma_-Papua_New_Guinea:1,Jari:1,Mori:1)anem1248:1,Moikodi:1)dori1247:1,(Bariji:1,Nawaru:1,Yareba:1)yare1251:1)yare1250:1;"
"monu1249","Bogia","","family","Papunesia",-4.313245,144.97,"","","(Lilau:1,Monumbo:1)monu1249:1;"
"tebe1251","Teberan","","family","Papunesia",-6.76043,144.4845,"","","((Erave_River:1)dadi1250:1,(Aurei:1,Bara_-Papua_New_Guinea:1,Boro_-Papua_New_Guinea:1,Keba-Wopasali:1,Kewah:1,Pupitau:1,Ro:1,Sesa:1,Siligi:1,Sopese:1,Suri_-Papua_New_Guinea:1,Tebera:1,Waraga:1)folo1238:1)tebe1251:1;"
"sali1297","Saliban","","family","South America",4.8956125,291.723175,"","","((Maco:1,Piaroa:1)maco1238:1,Sáliba:1)sali1297:1;"
"hibi1242","Hibito-Cholon","","family","South America",-7.90731,283.16895,"","","(Cholón:1,Hibito:1)hibi1242:1;"
"kiwa1251","Kiwaian","","family","Papunesia",-7.95787217086398,143.851668602728,"","","((Gama:1,Lower_Bamu:1,Nuhiro:1,Sisiame:1,Upper_Bamu:1)bamu1257:1,(Arigibi:1,Gibaio:1,Kope:1,Urama:1)nort2930:1,(Coast_Kiwai:1,Daru_Kiwai:1,Doumori:1,Eastern_Kiwai:1,Island_Kiwai:1,Southern_Coast_Kiwai:1)sout2949:1,((Gibario:1)kere1286:1,Morigi:1)tura1266:1,Waboda:1)kiwa1251:1;"
"paho1240","Pahoturi","","family","Papunesia",-8.922485,142.4165,"","","((Agöb:1,(Em:1,Ende_-Papua_New_Guinea:1,Kawam:1)nort3435:1)agob1244:1,(Idi:1,Taeme:1)idii1243:1)paho1240:1;"
"fasu1242","Fasu","faa","language","Papunesia",-6.62687,143.284,"PG","","(Kaibu:1,Namome:1,Some:1)fasu1242:1;"
"wash1253","Washo","was","language","North America",38.8184,240.36,"US","","(Washo:1);"
"taua1242","Tauade","ttd","language","Papunesia",-8.3486,147.094,"PG","","(Tauade:1);"
"araw1282","Arawan","","family","South America",-6.30690666666667,293.304891666667,"","","(Arawá_-Amazonas_State:1,((Banawa:1,Eastern_Jamamadi:1,Jarawara:1)jama1261:1,((Juruá-Jutaí:1,Purus-Envira:1)culi1244:1,((Cuniuá:1,Xeruã:1)mamo1239:1,Western_Jamamadi:1)deni1241:1)madi1263:1)madi1262:1,(Ituxi_Paumari:1,Purus_Paumari:1,Tapauá_Paumari:1)paum1247:1,Suruahá:1)araw1282:1;"
"puel1244","Puelche","pue","language","South America",-42.223,291.334,"AR","","(Puelche:1);"
"tuxa1239","Tuxá","tud","language","South America",-8.953642,321.7257713,"BR","","(Tuxá:1);"
"beto1236","Betoi-Jirara","","language","South America",7.223906,288.579762,"VE","","((Betoi:1,Jirara:1,Lolaca:1,Mafilito:1,Quilifay:1)nucl1771:1,(Ayrico:1,Situfa:1)situ1240:1)beto1236:1;"
"cent2225","Central Sudanic","","family","Africa",4.28916825587303,27.957044036266,"","","(((((Pidha:1,Rrkphadha:1)cent2349:1,(Djadha:1,Tadha:1)sout3289:1)lend1245:1,(Ddralo:1,Njawlo:1)ndru1234:1)bale1255:1,(Central_Ngiti:1,Northern_Ngiti:1,Southern_Ngiti:1)ngit1239:1)lend1246:1,(Lombi:1,(Asoa:1,(Makere:1,Malele:1,Meje:1,Nuclear_Mangbetu:1,Popoi:1)mang1394:1)mang1424:1)mang1393:1,((Mboto:1,Munga:1)birr1240:1,((Bendi:1,(Andinai:1,Angwe:1,Makutana:1)mang1396:1,(Efe:1,(Arumbi:1,Fare:1,Lese_Karo:1,Ndese:1,Vukutu:1)lese1243:1,Mvuba:1)lese1245:1)bale1258:1,(Amengi:1,Nuclear_Mamvu:1)mamv1243:1)mang1425:1,(Avari:1,Membi:1,Oke'bu:1)ndoo1242:1)memb1239:1,((((Ajugu:1,Avokaya_Pur:1,Northern_Ogambi:1,Ojila:1)avok1242:1,((Didi:1,Dogo:1,Eastern_Keliko:1,Western_Keliko:1)keli1248:1,Omi:1)kali1312:1,(Bari_-Logo:1,Bhagira:1,Doka_-Congo:1,Lolya:1,Obilebha:1,Ogambi:1)logo1259:1)avok1245:1,(Aringa:1,(Abedju-Azaki:1,Aluru:1,Arua:1,Lu_-Uganda:1,Maracha:1,Nio:1,Otsho:1,Terego:1,Zaki:1)lugb1240:1)lugb1241:1)cent2043:1,('Bali'ba:1,Agi_-Moru:1,Andri:1,Kadiro:1,Lakama'di:1,Miza:1,Moruwa'di:1)moru1253:1,((Adjumani:1,Burulo:1,Lokai:1,Moyo:1,Pandikeri:1)madi1260:1,Olu'bo:1,(Ogoko:1,Okollo:1,Rigbo:1)sout2828:1)sout2827:1)moru1252:1,((Baka_-South_Sudan:1,((Bahri_Girinti:1,Sopi_-South_Sudan:1,Wulu:1)beli1257:1,(Mittu:1,Mo'da:1,(Biti:1,Ma'du:1,Nuclear_Morokodo:1)moro1284:1)gber1234:1,((Modo:1,Wetu:1,Wira:1)jurm1239:1,(Molo_-Nyamusa-Molo:1,Nyamusa:1)nyam1279:1)lori1239:1)moro1293:1)moro1282:1,(Bungo:1,Busere_Bongo:1,Tonj_Bongo:1)bong1285:1,(((((Bubu_Gula:1,Koto_Gula:1,Koyo_Gula:1,Ngulu_Gula:1,Zura:1)gula1267:1,(Gélé_-Dar_Fongoro:1,Malu_-Central_African_Republic:1,Moto-Mar:1,Mèlè_-Central_African_Republic:1,Méré:1)mere1247:1,Sar_Gula:1)gula1266:1,(Bubu:1,Nguru_-Kara:1)kara1482:1)ferg1237:1,((Konga:1,Nduka:1,Nuclear_Lutos:1,Wada_-Central_Sudanic:1)luto1241:1,(Nuclear_Vale:1,Tana:1)vale1250:1)ndug1243:1,(((Bangri:1,Dam:1,Gol:1,Kibar:1)bagi1246:1,(Banala:1,Banama:1,Bidjir:1,Bolong:1,Cenge:1)keng1240:1,((Gula_-Chad:1,(Bayo:1,Morbo:1,Nuclear_Morom:1)moro1281:1)bayo1261:1,Jaya:1,((Bolo_Djarma:1,Manawadji:1,Mondogossou:1,Yiryo:1)bera1261:1,(Bilala:1,Kuka:1,Medogo:1)naba1253:1)naba1258:1)moro1296:1)bagi1248:1,(((Nuclear_Gulay:1,Pen:1)gula1268:1,Horo:1,(Majingai:1,Nar_-Chad:1,No:1)sarr1246:1)sara1344:1,(((Kaba_of_Tchad-CAR:1,Laka_of_Lau_-Nigeria:1)kaba1281:1,(Bémour:1,Goula:1,Mang_-Chad:1,Maïngao:1,Paï_-Laka:1)laka1254:1)gore1234:1,(Bemar:1,Benoye:1,Kere:1,Lara:1,Murum:1)ngam1268:1)sara1345:1,(((Bodo_-Gor:1,Yamod:1)gorr1238:1,Mango:1,(Bébote:1,Nuclear_Bedjond:1,Yom_-Bedjond:1)bedj1245:1)bedi1236:1,(Dagba:1,(Bbate:1,Bédjou:1,Bédégué:1,Kan_-Mbay:1,Mougo:1,Ngoka:1)mbay1241:1,(Kle:1,Kon_Ngam:1,Ngam_Gir_Bor:1,Ngam_Tel:1,Ngam_Tira:1)ngam1269:1)sido1234:1)sara1346:1)cent2044:1,((Furu:1,(Sara_Kaba:1,(Kuruwer:1,Mara_-Central_Sudanic:1,Siime:1)sara1322:1,(Banga:1,Dunje:1,Na_-Sara:1,Tie:1)sara1321:1)sara1348:1)barh1234:1,(Dissa-Canton_Mufa:1,(Kurmi:1,So_-Chad:1)kulf1238:1)koul1239:1)sara1318:1)sara1349:1)nucl1719:1,(Binga:1,Yulu:1)yulu1243:1)sbbo1237:1,Sinyar:1)sara1341:1)cent2225:1;"
"else1239","Elseng","mrf","language","Papunesia",-3.00176,140.418,"ID","","(Elseng:1);"
"ando1256","Andoque","ano","language","South America",-0.53751,287.9131,"CO","","(Andoke:1,Urekena:1)ando1256:1;"
"otom1299","Otomanguean","","family","North America",16.745159347584,265.071807310924,"","","((((Guerrero_Amuzgo:1,Ipalapa_Amuzgo:1,San_Pedro_Amuzgos_Amuzgo:1)amuz1254:1,((((Santa_María_Pápalo:1)tepe1280:1,Teutila_Cuicatec:1)cuic1234:1,(Amoltepec_Mixtec:1,(Northwest_Oaxaca_Mixtec:1,(San_Simón_Zahuatlán:1)sila1250:1)cent2266:1,((Chayuco_Mixtec:1,Jamiltepec_Mixtec:1,(Santa_María_Acatepec:1)tutu1243:1)east2746:1,Ixtayutla_Mixtec:1,(Pinotepa_Nacional_Mixtec:1,San_Juan_Colorado_Mixtec:1,Santa_María_Zacatepec_Mixtec:1)west2832:1)coas1316:1,(Diuxi-Tilantongo_Mixtec:1,(Southeastern_Nochixtlán_Mixtec:1,(Huitepec_Mixtec:1,Mitlatongo_Mixtec:1,(San_Miguel_Piedras_Mixtec:1,Sindihui_Mixtec:1)sind1284:1,Tamazola_Mixtec:1,Yutanduchi_Mixtec:1)teoz1234:1,((San_Mateo_Tepantepec:1,Santa_María_Peñoles:1,Santiago_Tlazoyaltepec:1)peno1244:1,Tlazoyaltepec_Mixtec:1)tlaz1238:1)sout3400:1,Tidaá_Mixtec:1)east2735:1,((Metlatónoc_Mixtec:1,(Coicoyán:1,Cuevas_Mixtec:1,San_Juan_Piñas:1,San_Martín_Peras:1)west2643:1)coic1240:1,((Atlamajalcingo_del_Monte:1,Cuatzoquitengo:1,Plan_de_Guadalupe:1,Potoichan:1,Tototepec:1)alac1244:1,(Petlacalancingo_Mixtec:1,Xochapa_Mixtec:1)alco1235:1,(Ayutla_Mixtec:1,Yoloxochitl_Mixtec:1)sout3401:1)nucl1835:1)guer1245:1,Juxtlahuaca_Mixtec:1,(Mixtepec_Mixtec:1,Yucunicoco_Mixtec:1)mixt1430:1,(Apasco-Apoala_Mixtec:1,Soyaltepec_Mixtec:1)nort3198:1,(Coatzospan_Mixtec:1,Cuyamecalco_Mixtec:1)nort3199:1,(Chazumba_Mixtec:1,Chigmecatitlán_Mixtec:1,Southern_Puebla_Mixtec:1)nort3200:1,(Cacaloxtepec_Mixtec:1,(Tezoatlán:1,Yucu_Ñuti:1)tezo1238:1)tezo1241:1,((Monte_Verde_Mixtec:1,Yosoñama:1)nort2985:1,(Santa_Catarina_Yosonotu:1)ocot1243:1,(((Atatláhuca_Mixtec:1,Santa_Lucía_Monteverde_Mixtec:1)atat1240:1,Itundujia_Mixtec:1,(San_Miguel_Chalcatongo:1,San_Pedro_Molinos:1,Santa_Catarina_Ticuá:1,Santa_María_Yosoyúa:1)sanm1295:1,(Sinicahua_Mixtec:1,Tijaltepec_Mixtec:1)sini1248:1,Yosondúa_Mixtec:1)chal1278:1,(Nuyoo:1,Yucuhiti:1)sout3000:1)sout3402:1,((San_Agustín_Tlacotepec:1,San_Cristóbal_Amoltepec_Mixtec:1,San_Mateo_Peñasco_Mixtec:1,San_Miguel_Achiutla_Mixtec:1,Santo_Domingo_Heundío_Mixtec:1)magd1235:1,Tacahua-Yolotepec_Mixtec:1,((San_Juan_Teita:1,Santa_Maria_Tataltepec:1)sanj1282:1,Yucuañe_Mixtec:1)yucu1256:1)tlax1236:1)west2824:1)mixt1427:1)mixt1423:1,((Laguna:1)chic1273:1,Copala_Triqui:1,San_Martín_Itunyoso_Triqui:1)triq1251:1)mixt1422:1)amuz1253:1,(Chiapanec:1,(Diria:1,Jinotepe-Nindirí:1,Nagrandan:1,Nicoya:1,Orisi:1,Orotiña:1)moni1237:1)mang1426:1,((((Chochotec:1,(San_Luís_Temalacayuca_Popoloca:1,San_Marcos_Tlalcoyalco_Popoloca:1,((San_Mateo_Zoyamazalco_Popoloca:1,San_Vicente_Coyotepec_Popoloca:1)coyo1236:1,San_Juan_Atzingo_Popoloca:1,(Mezontla_Popoloca:1,(Huejonapan:1,Santa_María_Nativitas:1)sanf1264:1,(Ahuatempan_Popoloca:1,Todos_Santos_Almolonga_Popoloca:1)sant1454:1)tepe1282:1)sout3385:1)popo1294:1)choc1278:1,Ixcatec:1)ixca1247:1,(((San_Mateo:1,San_Miguel:1)huau1238:1,(Loma_Grande:1,Zoyaltitla:1)maza1296:1)maza1309:1,Chiquihuitlán_Mazatec:1,((San_Francisco_Huehuetlán_Mazatec:1,San_Lorenzo_Cuanecuiltitla_Mazatec:1,Santa_Ana_Ateixtlahuaca_Mazatec:1)pueb1234:1,(San_Antonio_Eloxochitlán_Mazatec:1,San_Lucas_Zoquiapan_Mazatec:1,San_San_Jerónimo_Mazatec:1,Santa_Cruz_Ocopetatillo_Mazatec:1)sanj1286:1)teco1234:1,((Ayautla_Mazatec:1,(Ixcatlán_Mazatec:1,Soyaltepec_Mazatec:1)nort3406:1)ayau1236:1,Jalapa_De_Díaz_Mazatec:1)vall1259:1)maza1295:1)popo1293:1,(((((Eastern_Highland_Chatino:1,Nopala_Chatino:1,(Panixtlahuaca_Chatino:1,San_Juan_Quiahije_Chatino:1,Yaitepec_Chatino:1)west2644:1,Zacatepec_Chatino:1)east2736:1,Tataltepec_Chatino:1)coas1314:1,Zenzontepec_Chatino:1)core1263:1,Teojomulco_Chatino:1)chat1268:1,((((Amatlán_Zapotec:1,Tlacolulita_Zapotec:1)amat1239:1,((Coatlán_Zapotec:1,San_Baltazar_Loxicha_Zapotec:1)coat1242:1,San_Vicente_Coatlán_Zapotec:1)coat1245:1,Coatecas_Altas_Zapotec:1)macr1276:1,((Asunción_Mixtepec_Zapotec:1,Ayoquesco_Zapotec:1,(Lapaguía-Guivini_Zapotec:1,((San_Juan_Mixtepec_Zapoteco:1,San_Pedro_Mixtepec_Zapoteco:1)mixt1426:1,(Quierí_Zapotec:1,Quioquitani_Zapotec:1)quio1241:1)mixt1428:1,Santa_María_Quiegolani_Zapotec:1,Santiago_Xanica_Zapotec:1,Xadani_Zapotec:1,Xanaguía_Zapotec:1)sout3003:1,Mazaltepec_Zapotec:1,(Santiago_Matatlán_Zapotec:1)mitl1236:1,San_Pedro_Quiatoni_Zapotec:1,Santa_Catarina_Albarradas_Zapotec:1,Santo_Domingo_Albarradas_Zapotec:1,Tejalapan_Zapotec:1,(((Guevea_de_Humboldt:1,Santa_María_Guenagati:1)guev1238:1,Petapa_Zapotec:1)nort3369:1,(Lachiguiri_Zapotec:1,Quiavicuzas_Zapotec:1)nort3370:1)tran1297:1,(Chichicapan_Zapotec:1,(Isthmus_Zapotec:1,Ocotlán_Zapotec:1,((Zaachila:1)sant1447:1,Tilquiapan_Zapotec:1)tilq1236:1,Zaachila_Zapotec:1)exte1234:1,Güilá_Zapotec:1,(Jalieza_Zapotec:1,San_Juan_Guelavía_Zapotec:1,San_Martín_Tilcajete_Zapotec:1,Teotitlán_del_Valle_Zapotec:1)sanj1284:1)west2947:1)cent2146:1,((Cuixtla-Xitla_Zapotec:1,(Candelaria_Loxicha_Zapotec:1,San_Agustín_Loxicha_Zapotec:1)loxi1235:1,(San_Gregorio_Ozolotepec_Zapotec:1,San_Marcial_Ozolotepec_Zapotec:1)ozol1235:1,San_Agustín_Mixtepec_Zapotec:1)miah1237:1,Yautepec_Zapotec:1)miah1236:1,(((Nuclear_Cajonos_Zapotec:1,Yaganiza-Xagacía_Zapotec:1)cajo1238:1,Tabaa_Zapotec:1,Yalálag_Zapotec:1,Yatzachi_Zapotec:1,(Tabehua:1,Yalina:1,Zoogocho:1)zoog1238:1)cajo1239:1,Choapan_Zapotec:1,((Eastern_Rincón_Zapotec:1,Las_Delicias_Zapotec:1,Southern_Rincon_Zapotec:1)rinc1236:1,Yatee_Zapotec:1)rinc1237:1,(Aloápam_Zapotec:1,Sierra_de_Juárez_Zapotec:1,Southeastern_Ixtlán_Zapotec:1,Yareni_Zapotec:1)sier1251:1)nort2987:1)core1259:1,(Elotepec_Zapotec:1,Texmelucan_Zapotec:1,Zaniza_Zapotec:1)papa1270:1)nucl1765:1,Soltec:1,(Totomachapan_Zapotec:1,(El_Alto_Zapotec:1,Lachixío_Zapotec:1)west2646:1)west2645:1)zapo1437:1)zapo1436:1)popo1292:1)east2557:1,((((((Ojitlán_Chinantec:1,Sochiapam_Chinantec:1,(Chiltepec_Chinantec:1,Tlacoatzintepec_Chinantec:1)tlac1238:1,Usila_Chinantec:1)chin1486:1,(Palantla_Chinantec:1,Tepetotutla_Chinantec:1)chin1487:1)nort3349:1,(((Ayotzintepec:1)ozum1235:1,Valle_Nacional_Chinantec:1)chin1485:1,(Lalana_Chinantec:1,Lealao_Chinantec:1,Tepinapa_Chinantec:1)chin1489:1)sout3333:1)cent2365:1,(Comaltepec_Chinantec:1,(Yolox_Chinanteco:1)quio1240:1)chin1488:1)chin1484:1,(Chichimeca-Jonaz:1,(Atzingo_Matlatzinca:1,San_Francisco_Matlatzinca:1)matl1258:1,(((Atlacomulco-Temascalcingo:1,San_Miguel_Tenoxtitlán:1,Santa_María_Citendejé-Banos:1)cent2144:1,Michoacán_Mazahua:1)maza1293:1,((Eastern_Highland_Otomi:1,Tenango_Otomi:1,Texcatepec_Otomi:1)east2737:1,(Mezquital_Otomi:1,Querétaro_Otomi:1)nort3201:1,(Ixtenco_Otomi:1,(Ocoyoacac_Otomi:1,San_Pedro_Atlapulco_Otomi:1,Santiago_Tilapa_Otomi:1)tila1239:1)sout3245:1)otom1300:1,((San_Felipe_Santiago_Otomí:1)esta1236:1,Temoaya_Otomi:1)sout3168:1)otom1297:1,(Central_Pame:1,Northern_Pame:1,Southern_Pame:1)pame1260:1)otop1242:1)otop1241:1,((Azoyú_Me'phaa:1,((Huizapula-Zapotitlán_Tablas:1,Malinaltepec:1,Zilacayotitlán:1)mali1285:1,((Acatepec:1,Platanillo:1,Zapotitlán_Tablas:1)acat1239:1,Tlacoapa_Me'phaa:1)west2948:1)nort3350:1)meph1234:1,Subtiaba:1)subt1249:1)west2783:1)otom1299:1;"
"pyuu1245","Pyu","pby","language","Papunesia",-4.45003,141.018,"ID;PG","","(Pyu:1);"
"moch1259","Mochica","omc","language","South America",-8.01667,281,"PE","","(Mochica:1);"
"doso1238","Doso-Turumsa","","family","Papunesia",-7.89522,142.612,"","","(Doso:1,Turumsa:1)doso1238:1;"
"atak1252","Atakapa","aqp","language","North America",30.9121,266.9173,"US","","(Eastern_Atakapa:1,Western_Atakapa:1)atak1252:1;"
"coos1248","Coosan","","family","North America",43.3786789818249,235.785238496249,"","","(Hanis:1,Miluk:1)coos1248:1;"
"kwaz1243","Kwaza","xwa","language","South America",-11.6667,298.8167,"BR","","(Kwaza:1);"
"cams1241","Camsá","kbh","language","South America",1.14537,283.1069,"CO","","(Camsá:1);"
"dibi1240","Dibiyaso","dby","language","Papunesia",-7.82096,142.779,"PG","","(Dibiyaso:1);"
"barb1265","Barbacoan","","family","South America",0.271283333333333,281.889857,"","","((Awa-Cuaiquer:1,(Cha'palaa:1,Tsafiki:1)caya1244:1)awas1234:1,(Guambiano:1,Totoro:1)coco1262:1,(Canari:1)unun9945:1)barb1265:1;"
"sech1236","Sechuran","","language","South America",-5.568969,279.171753,"PE","","(Olmos:1,Sec:1)sech1236:1;"
"uruc1242","Uru-Chipaya","","family","South America",-17.73249,291.56624,"","","(Chipaya:1,(Ts'imu:1,Uru-Iruito:1,Uru-Murato:1)uruu1244:1)uruc1242:1;"
"east1459","East Bird's Head","","family","Papunesia",-1.4485975,133.66575,"","","(((Irires:1,Manokwari_Meyah:1,Mekeyiba_Efej:1,Sidei:1,Testega:1)meya1236:1,(Northern_Moskona:1,Southern_Moskona:1)mosk1236:1)meax1236:1,Sougb:1)east1459:1;"
"kuna1268","Kunama","kun","language","Africa",14.5879,37.5292,"ER;ET;SD","","(Aimara:1,Barka:1,Bitama:1,Ilit:1,Marda:1,Sokodasa:1,Takazze-Setiit:1,Tigray:1,Tika:1)kuna1268:1;"
"yetf1238","Yetfa","yet","language","Papunesia",-4.05884,140.653,"ID;PG","","(Yetfa:1);"
"mixe1287","Mixed Language","","pseudo family","Australia;Eurasia;South America",NA,NA,"","","((Yeniche:1)germ1288:1,(Gurindji_Kriol:1)guri1251:1,(((Salcedo_Media_Lengua:1,Yacubamba_Media_Lengua:1)coto1254:1,Imbabura_Media_Lengua:1)medi1245:1)span1267:1,(Light_Warlpiri:1)warl1257:1)mixe1287:1;"
"miwo1274","Miwok-Costanoan","","family","North America",37.8084578163565,237.984910758663,"","","((Awaswas:1,Karkin:1,(Chocheño:1,Ramaytush:1,Tamyen:1)nort2969:1,(Chalon:1,Mutsun:1,Rumsen:1)sout2986:1)cost1250:1,((Bay_Miwok:1,Plains_Miwok:1,((Eastern_Central_Sierra_Miwok:1,Western_Central_Sierra_Miwok:1)cent2140:1,Northern_Sierra_Miwok:1,Southern_Sierra_Miwok:1)sier1249:1)east2546:1,((Bodega:1,Huimen:1,Marin_Miwok:1)coas1301:1,Lake_Miwok:1)west2633:1)miwo1275:1)miwo1274:1;"
"utoa1244","Uto-Aztecan","","family","North America",30.7015893793681,249.050148499837,"","","(((First_Mesa:1,Second_Mesa:1,Third_Mesa:1)hopi1249:1,((Comanche:1,Panamint:1,(Gosiute:1,Northern_Shoshoni:1,Western_Shoshoni:1)shos1248:1)cent2130:1,(Kawaiisu:1,(Chemehuevi:1,Southern_Paiute:1,Ute:1)utes1238:1)sout2968:1,(Mono_-USA:1,(Bannock:1,North_Northern_Paiute:1,South_Northern_Paiute:1)nort2954:1)west2621:1)numi1242:1,((((Desert_Cahuilla:1,Mountain_Cahuilla:1,Pass_Cahuilla:1)cahu1264:1,Cupeño:1)cahu1263:1,(Juaneño:1,Luiseño:1)luis1253:1,(Island_Takic:1)unun9949:1)cupa1239:1,((Kitanemuk:1,Nuclear_Serrano:1,Vanyume:1)serr1255:1,Tongva:1)serr1254:1)taki1254:1,Tübatulabal:1,(Omomil:1)unun9948:1)nort2953:1,((Mayo:1,Yaqui:1)cahi1243:1,(((Central_Puebla_Nahuatl:1,(Central_Huasteca_Nahuatl:1,(Southeastern_Huasteca_Nahuatl:1)east2538:1,(Western_Huasteca_Náhuatl:1)west2624:1)huas1257:1,((Isthmus-Cosoleacaque_Nahuatl:1,Isthmus-Mecayapan_Nahuatl:1,Isthmus-Pajapan_Nahuatl:1,Tabasco_Nahuatl:1)isth1245:1,Pipil:1)isth1246:1,Ometepec_Nahuatl:1,(Ixhuatlancillo_Nahuatl:1)oriz1235:1,(Highland_Puebla_Nahuatl:1,Huaxcaleca_Nahuatl:1,Sierra_Negra_Nahuatl:1)sier1253:1)east2720:1,Pochutec:1,((((Ameyaltepec-Xalitla:1,San_Marcos_Oacacingo:1,(Ahuelicán:1,San_Agustín_Oapan-Analco-Tula_del_Rio:1)tono1234:1)oapa1234:1,Ostotipan-San_Francisco_Ozomatlán:1,San_Juan_Tetelcingo-Tlamamacán:1,San_Juan_Totolcintla-Ahuetlixpa:1,San_Miguel_Tecuiciapan:1)guer1241:1,Classical_Nahuatl:1,Morelos_Nahuatl:1,Northern_Puebla_Nahuatl:1,Tetelcingo_Nahuatl:1,((Northern_Oaxaca_Nahuatl:1,Southeastern_Puebla_Nahuatl:1)sout3390:1,(Santa_María_La_Alta_Nahuatl:1,Tlaxcala-Puebla-Central_Nahuatl:1)tlax1237:1,Zacatlán-Ahuacatlán-Tepetzintla_Nahuatl:1)tlax1234:1)cent2258:1,((Coatepec_Nahuatl:1,Tlamacazapa_Nahuatl:1)nort3202:1,Temascaltepec_Nahuatl:1,((Eastern_Durango_Nahuatl:1,Western_Durango_Nahuatl:1)dura1246:1,Michoacán_Nahuatl:1)west2825:1)west2814:1)west2809:1)azte1234:1,(((Jesús_María_Cora:1,La_Mesa_del_Nayar_Cora:1,Presidio_de_los_Reyes_Cora:1,San_Francisco_Cora:1)elna1235:1,(Dolores_Cora:1,Nuclear_Santa_Teresa_Cora:1,Rosarito_Cora:1,San_Blasito_Cora:1,San_Juan_Corapan_Cora:1)sant1424:1)cora1260:1,(Coyultita:1,San_Andrés_Cohamiata:1,San_Sebastián-Santa_Catarina:1)huic1243:1)cora1259:1)cora1261:1,(Eudeve:1,Teguima:1)opat1247:1,((Highland_Huarijío:1,Lowland_Huarijío:1)huar1255:1,(Central_Tarahumara:1,(Chinatú_Tarahumara:1,Turuachi:1)sout2972:1,(Northern_Tarahumara:1,Southwestern_Tarahumara:1)uncl1537:1,(Guazapar:1,Urique_Tarahumara:1,Uruachi_Tarahumara:1)lowl1265:1)tara1321:1)tara1326:1,(((Chihuahua_Pima_Bajo:1,Sonora_Pima_Bajo:1)pima1248:1,(Akimel_O'odham:1,Tohono_O'odam:1)toho1245:1)pima1249:1,(Northern_Tepehuan:1,(Southeastern_Tepehuan:1,Southwestern_Tepehuan:1,Tepecano:1)sout2975:1)tepe1281:1)tepi1240:1,Tubar:1,(Coca:1,Jova:1)unun9947:1)sout3136:1)utoa1244:1;"
"west2434","Western Daly","","family","Australia",-13.7825445875268,130.151874099238,"","","((Marimanindji:1,(Maringarr:1,Marti_Ke:1)mari1418:1,(Maridan:1,Maridjabin:1,(Mare-Ammu:1,Marri_Yedi:1,Marritjabin:1,Nuclear_Marithiel:1)mari1424:1,Mariyedi:1,Marriammu:1)mari1420:1)brin1245:1,((Ami:1,Manda_-Australia:1)amem1235:1,Maranunggu:1)waga1259:1)west2434:1;"
"geel1240","Geelvink Bay","","family","Papunesia",-2.48758566960099,136.886217905612,"","","(((Marikai:1,Sipisi:1)bara1375:1,(Kofei:1,Sauri:1)saur1250:1)bara1399:1,(Aumenefa:1,Gesda_Dae:1,Neao_-Indonesia:1)bauz1241:1,(Burate:1,Tunggare:1)bura1294:1,Demisa:1,Nisa-Anasi:1,Tefaro:1,Woria:1)geel1240:1;"
"kung1259","Kungarakany","ggk","language","Australia",-12.7,130.881,"AU","","(Kungarakany:1);"
