glottocode	AUTOTYP_area	Name	iso639_3	level	endangerment_status	desc_status	Parent_ID	Language_level_name	Top_genetic_unit_ID	Family_name	Path	Countries	Longitude	Latitude	Macroarea	Isolate	Family_name_isolates_distinct	Top_genetic_unit_ID_isolates_distinct	Language_level_ID	Name_stripped	Name_stripped_no_spaces	Family_color
adha1238	Greater Mesopotamia	Adhari	NOCODE_Adhari	language	extinct	NA	tati1243	Adhari	indo1319	Indo-European	indo1319/indo1320/iran1269/cent2317/cent2318/nort3177/tati1243/adha1238	AZ	48.06	40.05	Eurasia	No	Indo-European	indo1319	adha1238	Adhari	Adhari	#D0E889
akpo1243	African Savannah	Akpondu	NOCODE_Akpondu	language	extinct	minimal	alum1251	Akpondu	atla1278	Atlantic-Congo	atla1278/volt1241/benu1247/benu1248/alum1249/alum1250/alum1251/akpo1243	NG	8.545454	9.235232	Africa	No	Atlantic-Congo	atla1278	akpo1243	Akpondu	Akpondu	#D38D93
alac1239	SE South America	Alacalufe-Austral	NOCODE_Alacalufe-Austral	language	extinct	wordlist	kawe1237	Alacalufe-Austral	kawe1237	Kawesqar	kawe1237/alac1239	CL	-70.140381	-54.788017	South America	No	Kawesqar	kawe1237	alac1239	AlacalufeAustral	AlacalufeAustral	#F8FBF6
alac1240	SE South America	Alacalufe-Central	NOCODE_Alacalufe-Central	language	extinct	grammar_sketch	nort1506	Alacalufe-Central	kawe1237	Kawesqar	kawe1237/nort1506/alac1240	AR	-71.04126	-53.435719	South America	No	Kawesqar	kawe1237	alac1240	AlacalufeCentral	AlacalufeCentral	#F8FBF6
alip1234	Indic	Alipur Sign Language	NOCODE_Alipur-Sign	language	shifting	socling	vill1244	Alipur Sign Language	sign1238	Sign Language	sign1238/vill1244/alip1234	IN	77.107525	16.843564	Eurasia	No	Sign Language	sign1238	alip1234	Alipur Sign Language	Alipur_Sign_Language	#F671A7
alle1238	Andean	Allentiac	NOCODE_Allentiac	language	extinct	grammar_sketch	huar1251	Allentiac	huar1251	Huarpean	huar1251/alle1238	AR	-68.096924	-33.480938	South America	No	Huarpean	huar1251	alle1238	Allentiac	Allentiac	#B5D5A9
amam1246	S New Guinea	Amam	NOCODE_Amam	language	NA	grammar_sketch	weri1254	Amam	goil1242	Goilalan	goil1242/weri1254/amam1246	PG	146.958832	-7.849821	Papunesia	No	Goilalan	goil1242	amam1246	Amam	Amam	#F6B387
amam1247	N Coast Asia	Amami O Shima Sign Language	NOCODE_Amami-Sign	language	NA	specific_feature	vill1244	Amami O Shima Sign Language	sign1238	Sign Language	sign1238/vill1244/amam1247	JP	129.358991	28.268372	Eurasia	No	Sign Language	sign1238	amam1247	Amami O Shima Sign Language	Amami_O_Shima_Sign_Language	#F671A7
ambe1246	N Coast New Guinea	Ambermo	NOCODE_Ambermo	language	NA	wordlist	uncl1493	Ambermo	uncl1493	Unclassifiable	uncl1493/ambe1246	ID	137.903651	-1.763355	Papunesia	No	Unclassifiable	uncl1493	ambe1246	Ambermo	Ambermo	#AAB7B0
ando1254	NE South America	Andoquero	NOCODE_Andoquero	language	extinct	wordlist	unun9983	Andoquero	huit1251	Huitotoan	huit1251/unun9983/ando1254	CO	-72.310867	-0.666992	South America	No	Huitotoan	huit1251	ando1254	Andoquero	Andoquero	#7D8513
andr1246	Southeast Asia	Andro	NOCODE_Andro	language	extinct	wordlist	andr1245	Andro	sino1245	Sino-Tibetan	sino1245/brah1260/jing1259/sakk1239/andr1245/andr1246	IN	94.033796	24.754303	Eurasia	No	Sino-Tibetan	sino1245	andr1246	Andro	Andro	#F438EF
anga1315	Southeast Asia	Angami Naga Sign Language	NOCODE_Angami-Sign	language	NA	ethnographic	vill1244	Angami Naga Sign Language	sign1238	Sign Language	sign1238/vill1244/anga1315	US	93.719062	25.896367	North America	No	Sign Language	sign1238	anga1315	Angami Naga Sign Language	Angami_Naga_Sign_Language	#F671A7
anti1242	Andean	Antioquian	NOCODE_Antioquian	language	extinct	wordlist	unun9943	Antioquian	chib1249	Chibchan	chib1249/core1252/unun9943/anti1242	CO	-75.342236	7.199341	South America	No	Chibchan	chib1249	anti1242	Antioquian	Antioquian	#F5CAEF
apia1247	NE South America	Apiaka-Tocantins	NOCODE_Apiaka-Tocantins	language	extinct	wordlist	xing1247	Apiaka-Tocantins	cari1283	Cariban	cari1283/peko1235/xing1247/apia1247	BR	-49.771729	-6.5	South America	No	Cariban	cari1283	apia1247	ApiakaTocantins	ApiakaTocantins	#7560EE
apol1242	Andean	Apolista	NOCODE_Apolista	language	extinct	wordlist	unun9934	Apolista	araw1281	Arawakan	araw1281/nort2990/unun9934/apol1242	BO	-68.66	-14.83	South America	No	Arawakan	araw1281	apol1242	Apolista	Apolista	#B1D193
araf1245	N Coast New Guinea	Arafundi-Enga Pidgin	NOCODE_Arafundi-Enga-Pidgin	language	NA	minimal	enga1255	Arafundi-Enga Pidgin	pidg1258	Pidgin	pidg1258/enga1255/araf1245	PG	143.298006	-5.101836	Papunesia	No	Pidgin	pidg1258	araf1245	ArafundiEnga Pidgin	ArafundiEnga_Pidgin	#D77AA4
arai1239	NE South America	Araicu	NOCODE_Araicu	language	extinct	wordlist	juru1258	Araicu	araw1281	Arawakan	araw1281/nort2990/juru1258/arai1239	BR	-67.2052	-3.104315	South America	No	Arawakan	araw1281	arai1239	Araicu	Araicu	#B1D193
aram1260	African Savannah	Arame-Gubaare	NOCODE_Arame-Gubaare	language	NA	grammar_sketch	bayo1262	Arame-Gubaare	atla1278	Atlantic-Congo	atla1278/nort3146/cent2230/bakk1238/jool1234/jola1264/bayo1262/aram1260	GW	-16.373202	12.299274	Africa	No	Atlantic-Congo	atla1278	aram1260	ArameGubaare	ArameGubaare	#D38D93
araz1236	NE South America	Arazaire	NOCODE_Arazaire	language	extinct	wordlist	madr1238	Arazaire	pano1259	Pano-Tacanan	pano1259/pano1256/main1279/pano1257/madr1238/araz1236	PE	-70.8	-13.25	South America	No	Pano-Tacanan	pano1259	araz1236	Arazaire	Arazaire	#28C3A6
ariz1237	Basin and Plains	Arizona Tewa	NOCODE_Arizona-Tewa	language	extinct	grammar	tewa1261	Arizona Tewa	kiow1265	Kiowa-Tanoan	kiow1265/tewa1261/ariz1237	US	-110.381389	35.836667	North America	No	Kiowa-Tanoan	kiow1265	ariz1237	Arizona Tewa	Arizona_Tewa	#B3E4A7
arua1264	NE South America	Aruan	NOCODE_Aruan	language	extinct	wordlist	negr1239	Aruan	araw1281	Arawakan	araw1281/nort2990/negr1239/arua1264	BR	-50.123291	-0.608631	South America	No	Arawakan	araw1281	arua1264	Aruan	Aruan	#B1D193
athi1234	N Australia	Athima	NOCODE_Athima	language	extinct	wordlist	kunj1248	Athima	pama1250	Pama-Nyungan	pama1250/pama1251/alay1234/kunj1248/athi1234	AU	142.4	-17.2	Australia	No	Pama-Nyungan	pama1250	athi1234	Athima	Athima	#E4DAF7
avok1244	Oceania	Avok	NOCODE_Avok	language	shifting	wordlist	port1295	Avok	aust1307	Austronesian	aust1307/mala1545/cent2237/east2712/ocea1241/nort3195/cent2269/mala1539/east2753/cent2315/sout3239/port1295/avok1244	VU	167.773866	-16.536653	Papunesia	No	Austronesian	aust1307	avok1244	Avok	Avok	#25EFE8
baaz1234	African Savannah	Baazem	NOCODE_Baazem	language	not endangered	wordlist	beez1239	Baazem	atla1278	Atlantic-Congo	atla1278/volt1241/benu1247/benu1248/yuku1244/akum1239/beez1239/baaz1234	CM	9.97124	6.80235	Africa	No	Atlantic-Congo	atla1278	baaz1234	Baazem	Baazem	#D38D93
baen1237	NE South America	Baenan	NOCODE_Baenan	language	NA	wordlist	uncl1493	Baenan	uncl1493	Unclassifiable	uncl1493/baen1237	BR	-39.5552237	-15.352491	South America	No	Unclassifiable	uncl1493	baen1237	Baenan	Baenan	#AAB7B0
bafo1235	S Africa	Bafoto	NOCODE_Bafoto	language	moribund	grammar_sketch	unun9927	Bafoto	atla1278	Atlantic-Congo	atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/grea1286/unun9927/bafo1235	CD	19.76	1.19	Africa	No	Atlantic-Congo	atla1278	bafo1235	Bafoto	Bafoto	#D38D93
bala1316	Oceania	Balade	NOCODE_Balade	language	NA	grammar_sketch	nyal1256	Balade	aust1307	Austronesian	aust1307/mala1545/cent2237/east2712/ocea1241/sout3173/newc1243/main1286/nort3325/extr1244/nyal1256/bala1316	NC	164.2	-20.25	Papunesia	No	Austronesian	aust1307	bala1316	Balade	Balade	#25EFE8
bang1369	Indic	Bangru	NOCODE_Bangru	language	not endangered	grammar_sketch	miji1239	Bangru	sino1245	Sino-Tibetan	sino1245/miji1239/bang1369	IN	93.15	27.95	Eurasia	No	Sino-Tibetan	sino1245	bang1369	Bangru	Bangru	#F438EF
bape1239	African Savannah	Bapen	NOCODE_Bapen	language	extinct	wordlist	bedi1237	Bapen	atla1278	Atlantic-Congo	atla1278/nort3146/tend1239/bass1263/bedi1237/bape1239	SN	-12.79	12.13	Africa	No	Atlantic-Congo	atla1278	bape1239	Bapen	Bapen	#D38D93
barr1252	S Australia	Barranbinya	NOCODE_Barranbinya	language	extinct	grammar_sketch	muru1265	Barranbinya	pama1250	Pama-Nyungan	pama1250/sout3135/news1235/muru1265/barr1252	AU	145.93	-30.1	Australia	No	Pama-Nyungan	pama1250	barr1252	Barranbinya	Barranbinya	#E4DAF7
bata1295	N Coast New Guinea	Batanta	NOCODE_Batanta	language	extinct	wordlist	raja1258	Batanta	aust1307	Austronesian	aust1307/mala1545/cent2237/east2712/sout2850/sout3229/raja1255/maya1288/raja1258/bata1295	ID	130.646	-0.862394	Papunesia	No	Austronesian	aust1307	bata1295	Batanta	Batanta	#25EFE8
benl1235	S Australia	Ben-Lomond-Cape-Portland	NOCODE_Ben-Lomond-Cape-Portland	language	extinct	wordlist	nort1442	Ben-Lomond-Cape-Portland	nort1442	North-Eastern Tasmanian	nort1442/benl1235	AU	147.787122	-41.326418	Australia	No	North-Eastern Tasmanian	nort1442	benl1235	BenLomondCapePortland	BenLomondCapePortland	#7AEA1A
berb1261	African Savannah	Berbey Sign Language	NOCODE_Berbey-Sign	language	NA	specific_feature	fami1234	Berbey Sign Language	sign1238	Sign Language	sign1238/fami1234/berb1261	NA	-1.769086	15.278462	Africa	No	Sign Language	sign1238	berb1261	Berbey Sign Language	Berbey_Sign_Language	#F671A7
bian1249	S Africa	Biyanjiida	NOCODE_Biyaanjiida	language	threatened	phonology	geme1247	Biyanjiida	nilo1247	Nilotic	nilo1247/sout2830/tato1241/geme1247/bian1249	NA	34.3	-5.9	Africa	No	Nilotic	nilo1247	bian1249	Biyanjiida	Biyanjiida	#CCCBF8
bina1274	S New Guinea	Binahari-Ma	NOCODE_Binahari-Ma	language	NA	wordlist	bina1273	Binahari-Ma	mail1249	Mailuan	mail1249/bina1273/bina1274	PG	148.723092	-10.133855	Papunesia	No	Mailuan	mail1249	bina1274	BinahariMa	BinahariMa	#6DECBA
boka1249	Indic	Bokar-Ramo	NOCODE_Bokar	language	threatened	grammar_sketch	west2797	Bokar-Ramo	sino1245	Sino-Tibetan	sino1245/macr1268/tani1259/prew1234/west2797/boka1249	IN	94.066429	28.61433	Eurasia	No	Sino-Tibetan	sino1245	boka1249	BokarRamo	BokarRamo	#F438EF
brib1244	Mesoamerica	Bribri Sign Language	NOCODE_Bribri-Sign	language	shifting	comparative	vill1244	Bribri Sign Language	sign1238	Sign Language	sign1238/vill1244/brib1244	CR	-83.05	9.4	North America	No	Sign Language	sign1238	brib1244	Bribri Sign Language	Bribri_Sign_Language	#F671A7
brun1235	S Australia	Bruny Island	NOCODE_Bruny-Island	language	extinct	wordlist	sout1293	Bruny Island	sout1293	South-Eastern Tasmanian	sout1293/brun1235	AU	147.247925	-43.373112	Australia	No	South-Eastern Tasmanian	sout1293	brun1235	Bruny Island	Bruny_Island	#6E5D94
brun1247	Mesoamerica	Brunca Sign Language	NOCODE_Brunca-Sign	language	shifting	comparative	vill1244	Brunca Sign Language	sign1238	Sign Language	sign1238/vill1244/brun1247	CR	-84.821363	9.978549	North America	No	Sign Language	sign1238	brun1247	Brunca Sign Language	Brunca_Sign_Language	#F671A7
buen1244	California	Buena Vista Yokuts	NOCODE_Buena-Vista-Yokuts	language	extinct	wordlist	gene1243	Buena Vista Yokuts	yoku1255	Yokutsan	yoku1255/gene1243/buen1244	US	-119.23748	35.22038	North America	No	Yokutsan	yoku1255	buen1244	Buena Vista Yokuts	Buena_Vista_Yokuts	#9DF8EF
bula1255	S Australia	Bularnu	NOCODE_Bularnu	language	extinct	grammar_sketch	thaw1238	Bularnu	pama1250	Pama-Nyungan	pama1250/ngar1290/sout2766/thaw1238/bula1255	AU	138.1566659	-21.02656922	Australia	No	Pama-Nyungan	pama1250	bula1255	Bularnu	Bularnu	#E4DAF7
bura1273	S Africa	Buraadiiga	NOCODE_Buradiiga	language	not endangered	phonology	nort3277	Buraadiiga	nilo1247	Nilotic	nilo1247/sout2830/tato1241/geme1247/nort3277/bura1273	NA	34.1	-3.9	Africa	No	Nilotic	nilo1247	bura1273	Buraadiiga	Buraadiiga	#CCCBF8
bura1295	African Savannah	Bura Sign Language	NOCODE_Bura-Sign	language	NA	minimal	vill1244	Bura Sign Language	sign1238	Sign Language	sign1238/vill1244/bura1295	NG	12.28484	10.478601	Africa	No	Sign Language	sign1238	bura1295	Bura Sign Language	Bura_Sign_Language	#F671A7
burk1234	African Savannah	Burkina Faso Sign Language	NOCODE_Burkina-Faso-Sign	language	NA	overview	deaf1237	Burkina Faso Sign Language	sign1238	Sign Language	sign1238/deaf1237/burk1234	BF	-1.5238	12.363514	Africa	No	Sign Language	sign1238	burk1234	Burkina Faso Sign Language	Burkina_Faso_Sign_Language	#F671A7
buta1242	N Coast New Guinea	Butam	NOCODE_Butam	language	extinct	grammar_sketch	taul1250	Butam	taul1250	Taulil-Butam	taul1250/buta1242	PG	152.245674	-4.471696	Papunesia	No	Taulil-Butam	taul1250	buta1242	Butam	Butam	#D3EFDF
bwen1239	Oceania	Bwenelang	NOCODE_Bwenelang	language	nearly extinct	wordlist	sout3239	Bwenelang	aust1307	Austronesian	aust1307/mala1545/cent2237/east2712/ocea1241/nort3195/cent2269/mala1539/east2753/cent2315/sout3239/bwen1239	VU	167.660849	-16.338946	Papunesia	No	Austronesian	aust1307	bwen1239	Bwenelang	Bwenelang	#25EFE8
caij1234	Southeast Asia	Caijia	NOCODE_Caijia	language	NA	grammar_sketch	caij1235	Caijia	sino1245	Sino-Tibetan	sino1245/macr1275/caij1235/caij1234	CN	115.434262	29.156486	Eurasia	No	Sino-Tibetan	sino1245	caij1234	Caijia	Caijia	#F438EF
camb1244	Southeast Asia	Cambodian Sign Language	NOCODE_Cambodian-Sign	language	shifting	grammar_sketch	deaf1237	Cambodian Sign Language	sign1238	Sign Language	sign1238/deaf1237/camb1244	KH	104.870261	11.557804	Eurasia	No	Sign Language	sign1238	camb1244	Cambodian Sign Language	Cambodian_Sign_Language	#F671A7
cana1260	NE South America	Canari	NOCODE_Canari	language	extinct	comparative	unun9945	Canari	barb1265	Barbacoan	barb1265/unun9945/cana1260	EC	-78.979054	-2.47517	South America	No	Barbacoan	barb1265	cana1260	Canari	Canari	#F76FEC
capo1236	NE South America	Capoxo	NOCODE_Capoxo	language	extinct	wordlist	west2636	Capoxo	nucl1710	Nuclear-Macro-Je	nucl1710/maxa1246/west2636/capo1236	BR	-42.033333	-16.766667	South America	No	Nuclear-Macro-Je	nucl1710	capo1236	Capoxo	Capoxo	#5399E5
cari1280	NE South America	Cariay	NOCODE_Cariay	language	extinct	wordlist	bahu1238	Cariay	araw1281	Arawakan	araw1281/nort2990/negr1239/bahu1238/cari1280	BR	-65.108643	-0.257079	South America	No	Arawakan	araw1281	cari1280	Cariay	Cariay	#B1D193
cash1253	NE South America	Cashinawa of the Tarauacá river	NOCODE_Cashinawa-Tarauaca-River	language	extinct	wordlist	pano1257	Cashinawa of the Tarauacá river	pano1259	Pano-Tacanan	pano1259/pano1256/main1279/pano1257/cash1253	BR	-70.25	-7.5	South America	No	Pano-Tacanan	pano1259	cash1253	Cashinawa of the Tarauaca river	Cashinawa_of_the_Tarauaca_river	#28C3A6
catu1242	NE South America	Catuquinaru-Bach	NOCODE_Catuquinaru-Bach	language	NA	wordlist	uncl1493	Catuquinaru-Bach	uncl1493	Unclassifiable	uncl1493/catu1242	BR	-70.8672126	-0.83471871	South America	No	Unclassifiable	uncl1493	catu1242	CatuquinaruBach	CatuquinaruBach	#AAB7B0
cauq1239	Andean	Cauqui	NOCODE_Cauqui	language	nearly extinct	NA	tupe1234	Cauqui	ayma1253	Aymaran	ayma1253/tupe1234/cauq1239	NA	-75.913623	-12.71823	South America	No	Aymaran	ayma1253	cauq1239	Cauqui	Cauqui	#75CA82
cent2312	African Savannah	Central Mfumte	NOCODE_Central-Mfumte	language	NA	grammar_sketch	cent2313	Central Mfumte	atla1278	Atlantic-Congo	atla1278/volt1241/benu1247/bant1294/sout3152/wide1239/narr1282/mbam1249/nkaa1239/nkam1238/mfum1239/cent2313/cent2312	CM	10.967982	6.67876	Africa	No	Atlantic-Congo	atla1278	cent2312	Central Mfumte	Central_Mfumte	#D38D93
cent2314	Southeast Asia	Central Chong	NOCODE_Central-Chong	language	moribund	grammar	west2394	Central Chong	aust1305	Austroasiatic	aust1305/pear1246/west2394/cent2314	TH	102.270556	12.608611	Eurasia	No	Austroasiatic	aust1305	cent2314	Central Chong	Central_Chong	#D8CCBB
cent2319	Greater Mesopotamia	Central Taurus Sign Language	NOCODE_Central-Taurus-Sign	language	NA	specific_feature	vill1244	Central Taurus Sign Language	sign1238	Sign Language	sign1238/vill1244/cent2319	TR	33	37	Eurasia	No	Sign Language	sign1238	cent2319	Central Taurus Sign Language	Central_Taurus_Sign_Language	#F671A7
cent2322	Inner Asia	Central Mansi	NOCODE_Central-Mansi	language	moribund	grammar_sketch	nort3271	Central Mansi	ural1272	Uralic	ural1272/mans1269/nort3271/cent2322	RU	62.4023	61.1432	Eurasia	No	Uralic	ural1272	cent2322	Central Mansi	Central_Mansi	#DB63D8
chal1270	California	Chalon	NOCODE_Chalon	language	extinct	text	nort3252	Chalon	miwo1274	Miwok-Costanoan	miwo1274/cost1250/nort3252/chal1270	US	-121.151328	36.374637	North America	No	Miwok-Costanoan	miwo1274	chal1270	Chalon	Chalon	#B8C0E3
chan1296	SE South America	Chaná	NOCODE_Chana	language	nearly extinct	phonology	char1238	Chaná	char1238	Charruan	char1238/chan1296	UY	-57.78	-33.69	South America	No	Charruan	char1238	chan1296	Chana	Chana	#5CF6F8
chan1324	Mesoamerica	Changuena	NOCODE_Changuena	language	extinct	wordlist	dora1241	Changuena	chib1249	Chibchan	chib1249/core1252/isth1243/dora1241/chan1324	CO	-82.568207	9.359643	North America	No	Chibchan	chib1249	chan1324	Changuena	Changuena	#F5CAEF
chap1269	NE South America	Chapakura	NOCODE_Chapakura	language	extinct	wordlist	kite1238	Chapakura	chap1271	Chapacuran	chap1271/kite1238/chap1269	BO	-62.2	-14.8	South America	No	Chapacuran	chap1271	chap1269	Chapakura	Chapakura	#88F5F8
char1240	SE South America	Charrúa	NOCODE_Charrua	language	extinct	wordlist	char1238	Charrúa	char1238	Charruan	char1238/char1240	UY	-56.16	-34.9	South America	No	Charruan	char1238	char1240	Charrua	Charrua	#5CF6F8
chas1234	Southeast Asia	Chashan	NOCODE_Chashan	language	not endangered	grammar_sketch	leqi1234	Chashan	sino1245	Sino-Tibetan	sino1245/burm1265/lolo1265/burm1266/nort2720/high1273/leqi1234/chas1234	CN	98.75	26.1	Eurasia	No	Sino-Tibetan	sino1245	chas1234	Chashan	Chashan	#F438EF
chat1269	Mesoamerica	San Juan Quiahije Chatino Sign Language	NOCODE_Chatino-Sign	language	NA	specific_feature	vill1244	San Juan Quiahije Chatino Sign Language	sign1238	Sign Language	sign1238/vill1244/chat1269	MX	-97.316667	16.3	North America	No	Sign Language	sign1238	chat1269	San Juan Quiahije Chatino Sign Language	San_Juan_Quiahije_Chatino_Sign_Language	#F671A7
chim1312	Greater Abyssinia	Chimwiini	NOCODE_Chimwiini	language	NA	grammar_sketch	swah1254	Chimwiini	atla1278	Atlantic-Congo	atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/east2731/nort3203/nort3209/coas1317/saba1282/swah1254/chim1312	SO	44.026991	1.111787	Africa	No	Atlantic-Congo	atla1278	chim1312	Chimwiini	Chimwiini	#D38D93
chir1284	Greater Mesopotamia	Chirag	NOCODE_Chirag	language	shifting	specific_feature	darg1242	Chirag	nakh1245	Nakh-Daghestanian	nakh1245/dagh1238/darg1242/chir1284	NA	47.41111	41.869481	Eurasia	No	Nakh-Daghestanian	nakh1245	chir1284	Chirag	Chirag	#C09B53
chir1294	NE South America	Chiriva	NOCODE_Chiriva	language	extinct	wordlist	unun9985	Chiriva	pano1259	Pano-Tacanan	pano1259/pano1256/main1279/pano1257/boli1261/unun9985/chir1294	BO	-66.3	-13.5	South America	No	Pano-Tacanan	pano1259	chir1294	Chiriva	Chiriva	#28C3A6
chir1296	Mesoamerica	Chiriqui Sign Languages	NOCODE_Chiriqui-Sign	language	shifting	socling	cost1251	Chiriqui Sign Languages	sign1238	Sign Language	sign1238/deaf1237/lsfi1234/asli1244/cost1251/chir1296	PA	-82.409271	8.398055	North America	No	Sign Language	sign1238	chir1296	Chiriqui Sign Languages	Chiriqui_Sign_Languages	#F671A7
chol1283	Mesoamerica	Cholti	NOCODE_Cholti	language	extinct	grammar_sketch	chor1272	Cholti	maya1287	Mayan	maya1287/core1254/west2865/chol1286/chol1287/chor1272/chol1283	GT	-89	15.5	North America	No	Mayan	maya1287	chol1283	Cholti	Cholti	#AC455E
coer1236	NE South America	Coeruna	NOCODE_Coeruna	language	extinct	wordlist	unun9983	Coeruna	huit1251	Huitotoan	huit1251/unun9983/coer1236	CO	-74	5.5	South America	No	Huitotoan	huit1251	coer1236	Coeruna	Coeruna	#7D8513
cola1237	S Australia	Colac	NOCODE_Colac	language	extinct	wordlist	kuli1251	Colac	pama1250	Pama-Nyungan	pama1250/sout3135/vict1234/kuli1256/kuli1251/cola1237	AU	143.422444	-38.471266	Australia	No	Pama-Nyungan	pama1250	cola1237	Colac	Colac	#E4DAF7
coro1249	SE South America	Coroado-Puri	NOCODE_Coroado-Puri	language	extinct	wordlist	puri1261	Coroado-Puri	puri1261	Puri-Coroado	puri1261/coro1249	BR	-43.612003	-20.264033	South America	No	Puri-Coroado	puri1261	coro1249	CoroadoPuri	CoroadoPuri	#A062BA
cosa1234	Southeast Asia	Cosao	NOCODE_Cosao	language	shifting	long_grammar	sila1251	Cosao	sino1245	Sino-Tibetan	sino1245/burm1265/lolo1265/lolo1267/hani1249/biso1244/sila1251/cosa1234	CN, LA	101.566667	21.616667	Eurasia	No	Sino-Tibetan	sino1245	cosa1234	Cosao	Cosao	#F438EF
coto1237	NE South America	Cotoxo	NOCODE_Cotoxo	language	extinct	wordlist	nucl1661	Cotoxo	kama1371	Kamakanan	kama1371/nucl1661/coto1237	BR	-41.5	-15	South America	No	Kamakanan	kama1371	coto1237	Cotoxo	Cotoxo	#C35BEB
crim1255	Inner Asia	Crimean Gothic	NOCODE_Crimean-Gothic	language	NA	wordlist	east2805	Crimean Gothic	indo1319	Indo-European	indo1319/germ1287/east2805/crim1255	NA	34.4	45.3	Eurasia	No	Indo-European	indo1319	crim1255	Crimean Gothic	Crimean_Gothic	#D0E889
cuev1238	Andean	Cueva	NOCODE_Cueva	language	NA	wordlist	uncl1493	Cueva	uncl1493	Unclassifiable	uncl1493/cuev1238	PA	-78.184569	8.268235	North America	No	Unclassifiable	uncl1493	cuev1238	Cueva	Cueva	#AAB7B0
cure1236	NE South America	Kueretu	NOCODE_Curetu	language	extinct	wordlist	west2784	Kueretu	tuca1253	Tucanoan	tuca1253/west2784/cure1236	CO	-70.305862	-1.045978	South America	No	Tucanoan	tuca1253	cure1236	Kueretu	Kueretu	#A7E278
daga1277	Southeast Asia	Dagang-Baoshan-Liangcun	NOCODE_Dagang-Biao	language	NA	wordlist	biao1257	Dagang-Baoshan-Liangcun	taik1256	Tai-Kadai	taik1256/kamt1241/lakk1237/biao1257/daga1277	CN	112.04558	23.88774	Eurasia	No	Tai-Kadai	taik1256	daga1277	DagangBaoshanLiangcun	DagangBaoshanLiangcun	#1EAE73
damu1236	Indic	Damu	NOCODE_Damu	language	NA	phonology	damu1237	Damu	sino1245	Sino-Tibetan	sino1245/macr1268/tani1259/prew1234/damu1237/damu1236	BT, CN, IN	95.5	29.483	Eurasia	No	Sino-Tibetan	sino1245	damu1236	Damu	Damu	#F438EF
daoh1239	Southeast Asia	Daohua	NOCODE_Daohua	language	not endangered	long_grammar	mand1471	Daohua	sino1245	Sino-Tibetan	sino1245/sini1245/clas1255/midd1354/nort3155/mand1471/daoh1239	CN	101.007222	30.0325	Eurasia	No	Sino-Tibetan	sino1245	daoh1239	Daohua	Daohua	#F438EF
demu1235	NE South America	Demushbo	NOCODE_Demushbo	language	extinct	specific_feature	mats1243	Demushbo	pano1259	Pano-Tacanan	pano1259/pano1256/mayo1277/mayo1269/mats1243/demu1235	BR	-70.873718	-4.837565	South America	No	Pano-Tacanan	pano1259	demu1235	Demushbo	Demushbo	#28C3A6
dhud1236	S Australia	Dhudhuroa	NOCODE_Dhudhuroa	language	extinct	grammar_sketch	dhud1237	Dhudhuroa	pama1250	Pama-Nyungan	pama1250/sout3135/vict1234/east2706/dhud1237/dhud1236	AU	147.0450379	-36.95881441	Australia	No	Pama-Nyungan	pama1250	dhud1236	Dhudhuroa	Dhudhuroa	#E4DAF7
dora1242	Mesoamerica	Dorasque	NOCODE_Dorasque	language	extinct	dictionary	dora1241	Dorasque	chib1249	Chibchan	chib1249/core1252/isth1243/dora1241/dora1242	CO	-82.375717	8.567442	North America	No	Chibchan	chib1249	dora1242	Dorasque	Dorasque	#F5CAEF
doue1234	African Savannah	Douentza Sign Language	NOCODE_Douentza-Sign	language	NA	NA	vill1244	Douentza Sign Language	sign1238	Sign Language	sign1238/vill1244/doue1234	NA	-2.956465	15.006344	Africa	No	Sign Language	sign1238	doue1234	Douentza Sign Language	Douentza_Sign_Language	#F671A7
dree1234	S New Guinea	Dre	NOCODE_Dre	language	moribund	comparative	nama1270	Dre	more1255	Morehead-Wasur	more1255/more1256/namb1292/nama1270/dree1234	PG	141.68	-8.5	Papunesia	No	Morehead-Wasur	more1255	dree1234	Dre	Dre	#F0F265
duit1239	NE South America	Duit	NOCODE_Duit	language	extinct	text	chib1269	Duit	chib1249	Chibchan	chib1249/core1252/magd1236/sout3015/chib1269/duit1239	CO	-73.021374	5.786798	South America	No	Chibchan	chib1249	duit1239	Duit	Duit	#F5CAEF
duvl1238	N Coast New Guinea	Duvle-Wano-Pidgin	NOCODE_Duvle-Wano-Pidgin	language	NA	minimal	duvl1243	Duvle-Wano-Pidgin	pidg1258	Pidgin	pidg1258/duvl1243/duvl1238	ID	138.200358	-3.013068	Papunesia	No	Pidgin	pidg1258	duvl1238	DuvleWanoPidgin	DuvleWanoPidgin	#D77AA4
dyar1234	African Savannah	Dyarim	NOCODE_Dyarim	language	moribund	wordlist	zaks1240	Dyarim	afro1255	Afro-Asiatic	afro1255/chad1250/west2785/west2790/west2800/sout3162/sout3170/zaks1240/dyar1234	NG	9.065	10.03	Africa	No	Afro-Asiatic	afro1255	dyar1234	Dyarim	Dyarim	#F04EC2
east2290	Europe	Eastphalian	NOCODE_Eastphalian	language	threatened	grammar_sketch	west2357	Eastphalian	indo1319	Indo-European	indo1319/germ1287/nort3152/west2793/nort3175/alts1234/midd1345/lowg1239/west2357/east2290	NA	10.005723	52.117901	Eurasia	No	Indo-European	indo1319	east2290	Eastphalian	Eastphalian	#D0E889
