glottocode	AUTOTYP_area	Name	iso639_3	level	endangerment_status	desc_status	Parent_ID	Language_level_name	Top_genetic_unit_ID	Family_name	Path	Countries	Longitude	Latitude	Macroarea	Isolate	Family_name_isolates_distinct	Top_genetic_unit_ID_isolates_distinct	Language_level_ID	Name_stripped	Name_stripped_no_spaces	Family_color
samb1318	N Coast New Guinea	Samberi	NA	dialect	NA	long_grammar	biak1248	Biak	aust1307	Austronesian	aust1307/mala1545/cent2237/east2712/sout2850/sout3229/cend1238/biak1249/biak1250/biak1248/samb1318	ID	135.879	-0.9523	Papunesia	No	Austronesian	aust1307	biak1248	Samberi	Samberi	#25EFE8
samb1320	Oceania	Sambali Botolan	NA	dialect	NA	grammar_sketch	boto1242	Botolan Sambal	aust1307	Austronesian	aust1307/mala1545/cent2080/samb1319/abel1234/boto1242/samb1320	PH	120.164	15.2315	Papunesia	No	Austronesian	aust1307	boto1242	Sambali Botolan	Sambali_Botolan	#25EFE8
same1241	Oceania	Same'	NA	dialect	NA	grammar_sketch	indo1317	Indonesian Bajau	aust1307	Austronesian	aust1307/mala1545/basa1291/grea1283/sama1302/sulu1242/born1254/indo1317/same1241	ID	122.253	-3.68664	Papunesia	No	Austronesian	aust1307	indo1317	Same?	Same?	#25EFE8
sami1248	Southeast Asia	Samihim	NA	dialect	NA	long_grammar	maan1238	Ma'anyan	aust1307	Austronesian	aust1307/mala1545/basa1291/grea1283/sout2919/maan1240/maan1238/sami1248	ID	115.092	-2.1239	Papunesia	No	Austronesian	aust1307	maan1238	Samihim	Samihim	#25EFE8
sami1249	Alaska-Oregon	Samish	NA	dialect	NA	grammar	stra1244	Northern Straits Salish	sali1255	Salishan	sali1255/cent2129/stra1246/stra1244/sami1249	CA, US	-123.757114	48.51614	North America	No	Salishan	sali1255	stra1244	Samish	Samish	#DCD4D9
samm1243	Europe	Sammarinese	NA	dialect	NA	grammar	roma1328	Romagnol	indo1319	Indo-European	indo1319/ital1284/lati1262/lati1263/impe1234/roma1334/ital1285/west2813/shif1234/nort3208/gall1279/emil1243/roma1328/samm1243	IT	11.7189	44.2349	Eurasia	No	Indo-European	indo1319	roma1328	Sammarinese	Sammarinese	#D0E889
samp1250	African Savannah	Sampara	NA	dialect	NA	long_grammar	samb1305	Samba Leko	atla1278	Atlantic-Congo	atla1278/volt1241/nort3149/came1255/samb1322/samb1323/sout3238/leko1246/samb1324/samb1305/samp1250	CM, NG	11.7366	8.19236	Africa	No	Atlantic-Congo	atla1278	samb1305	Sampara	Sampara	#D38D93
samp1251	Southeast Asia	Sampang (Indonesia)	NA	dialect	NA	long_grammar	nucl1460	Madurese	aust1307	Austronesian	aust1307/mala1545/mala1536/madu1247/nucl1460/samp1251	ID	113	-7	Papunesia	No	Austronesian	aust1307	nucl1460	Sampang Indonesia	Sampang_Indonesia	#25EFE8
samp1252	N Coast New Guinea	Sampori	NA	dialect	NA	long_grammar	biak1248	Biak	aust1307	Austronesian	aust1307/mala1545/cent2237/east2712/sout2850/sout3229/cend1238/biak1249/biak1250/biak1248/samp1252	ID	135.879	-0.9523	Papunesia	No	Austronesian	aust1307	biak1248	Sampori	Sampori	#25EFE8
samp1253	Oceania	Sampolawa	NA	dialect	NA	grammar_sketch	ciac1237	Cia-Cia	aust1307	Austronesian	aust1307/mala1545/cele1242/east2488/sout2928/muna1246/nucl1573/buto1237/ciac1237/samp1253	ID	122.791	-5.68289	Papunesia	No	Austronesian	aust1307	ciac1237	Sampolawa	Sampolawa	#25EFE8
samu1241	Greater Mesopotamia	Samurzakan-Zugdidi	NA	dialect	NA	long_grammar	lazz1240	Laz	kart1248	Kartvelian	kart1248/geor1252/zann1245/lazz1240/samu1241	GE, TR	41.9096	41.5004	Eurasia	No	Kartvelian	kart1248	lazz1240	SamurzakanZugdidi	SamurzakanZugdidi	#A2C3D7
samu1242	Greater Mesopotamia	Samurzakan	NA	dialect	NA	long_grammar	abkh1244	Abkhazian	abkh1242	Abkhaz-Adyge	abkh1242/abkh1243/abkh1244/samu1242	GE, RU, TR	41.159115	43.056218	Eurasia	No	Abkhaz-Adyge	abkh1242	abkh1244	Samurzakan	Samurzakan	#BC7457
samy1234	Southeast Asia	Samyap	NA	dialect	NA	long_grammar	yuec1235	Yue Chinese	sino1245	Sino-Tibetan	sino1245/sini1245/clas1255/midd1354/yuep1234/yuec1235/yueh1236/samy1234	CN, VN	113	23	Eurasia	No	Sino-Tibetan	sino1245	yuec1235	Samyap	Samyap	#F438EF
sana1277	Greater Mesopotamia	Sanandaji	NA	dialect	NA	long_grammar	cent1972	Central Kurdish	indo1319	Indo-European	indo1319/indo1320/iran1269/cent2317/cent2318/nort3177/laki1246/kurd1259/cent1972/sana1277	IQ, IR	45.8077	35.6539	Eurasia	No	Indo-European	indo1319	cent1972	Sanandaji	Sanandaji	#D0E889
sana1279	S New Guinea	Sanaroa	NA	dialect	NA	grammar_sketch	dobu1241	Dobu	aust1307	Austronesian	aust1307/mala1545/cent2237/east2712/ocea1241/west2818/papu1253/nucl1744/nort2848/dobu1240/dobu1241/sana1279	PG	150.825	-9.63239	Papunesia	No	Austronesian	aust1307	dobu1241	Sanaroa	Sanaroa	#25EFE8
sana1280	Mesoamerica	San Andrés Cohamiata	NA	dialect	NA	grammar	huic1243	Huichol	utoa1244	Uto-Aztecan	utoa1244/sout3136/cora1261/cora1259/huic1243/sana1280	MX	-104.062	21.954	North America	No	Uto-Aztecan	utoa1244	huic1243	San Andres Cohamiata	San_Andres_Cohamiata	#F3B095
sana1282	Andean	San Andrés Inga	NA	dialect	NA	grammar	inga1252	Inga	quec1387	Quechuan	quec1387/quec1388/quec1384/colo1257/inga1251/inga1252/sana1282	CO, VE	-76.8606	1.00313	South America	No	Quechuan	quec1387	inga1252	San Andres Inga	San_Andres_Inga	#D42CDC
sana1283	NE South America	Sanainawa	NA	dialect	NA	long_grammar	pano1254	Panoan Katukína	pano1259	Pano-Tacanan	pano1259/pano1256/main1279/pano1257/maru1251/pano1254/sana1283	BR	-71.56151	-7.97456	South America	No	Pano-Tacanan	pano1259	pano1254	Sanainawa	Sanainawa	#28C3A6
sana1284	Mesoamerica	San Agustín Tlacotepec	NA	dialect	NA	long_grammar	magd1235	Magdalena Peñasco Mixtec	otom1299	Otomanguean	otom1299/east2557/amuz1253/mixt1422/mixt1423/mixt1427/west2824/magd1235/sana1284	MX	-97.5413	17.2837	North America	No	Otomanguean	otom1299	magd1235	San Agustin Tlacotepec	San_Agustin_Tlacotepec	#29276B
sana1285	Mesoamerica	San Agustín Loxicha Zapotec	NA	dialect	NA	grammar_sketch	loxi1235	Loxicha Zapotec	otom1299	Otomanguean	otom1299/east2557/popo1292/zapo1436/zapo1437/nucl1765/core1259/sout3003/miah1236/loxi1235/sana1285	MX	-96.699700000000007	15.8442	North America	No	Otomanguean	otom1299	loxi1235	San Agustin Loxicha Zapotec	San_Agustin_Loxicha_Zapotec	#29276B
sana1287	Mesoamerica	San Antonio Eloxochitlán Mazatec	NA	dialect	NA	specific_feature	sanj1286	San Jerónimo Tecóatl Mazatec	otom1299	Otomanguean	otom1299/east2557/popo1292/popo1293/maza1295/maza1307/sanj1286/sana1287	MX	-96.8833	18.1999	North America	No	Otomanguean	otom1299	sanj1286	San Antonio Eloxochitlan Mazatec	San_Antonio_Eloxochitlan_Mazatec	#29276B
sana1291	Greater Mesopotamia	Sanandaj	NA	dialect	NA	long_grammar	hula1244	Hulaulá	afro1255	Afro-Asiatic	afro1255/semi1276/west2786/cent2236/nort3165/aram1259/east2680/cent2217/nort3241/tran1290/sout3219/hula1244/sana1291	IL, IR, US	43.4865	31.9111	Eurasia	No	Afro-Asiatic	afro1255	hula1244	Sanandaj	Sanandaj	#F04EC2
sana1296	Greater Mesopotamia	San'a	NA	dialect	NA	grammar_sketch	jude1267	Judeo-Yemeni Arabic	afro1255	Afro-Asiatic	afro1255/semi1276/west2786/cent2236/arab1394/arab1395/arab1393/jude1267/sana1296	IL, YE	45	15	Eurasia	No	Afro-Asiatic	afro1255	jude1267	San?a	San?a	#F04EC2
sanb1240	Mesoamerica	San Blasito Cora	NA	dialect	NA	bibliographical	sant1424	Santa Teresa Cora	utoa1244	Uto-Aztecan	utoa1244/sout3136/cora1261/cora1259/cora1260/sant1424/sanb1240	MX	-104.7	22.7102	North America	No	Uto-Aztecan	utoa1244	sant1424	San Blasito Cora	San_Blasito_Cora	#F3B095
sanc1244	Mesoamerica	San Cristóbal Amoltepec Mixtec	NA	dialect	NA	long_grammar	magd1235	Magdalena Peñasco Mixtec	otom1299	Otomanguean	otom1299/east2557/amuz1253/mixt1422/mixt1423/mixt1427/west2824/magd1235/sanc1244	MX	-97.5413	17.2837	North America	No	Otomanguean	otom1299	magd1235	San Cristobal Amoltepec Mixtec	San_Cristobal_Amoltepec_Mixtec	#29276B
sanc1245	Southeast Asia	Sanchong Gelao	NA	dialect	NA	grammar_sketch	gree1278	Hagei Gelao	taik1256	Tai-Kadai	taik1256/kada1291/sout3143/west2798/gela1265/sout2749/gree1278/sanc1245	VN	104.698	22.5632	Eurasia	No	Tai-Kadai	taik1256	gree1278	Sanchong Gelao	Sanchong_Gelao	#1EAE73
sand1269	Indic	Sandoway	NA	dialect	NA	long_grammar	asho1236	Asho Chin	sino1245	Sino-Tibetan	sino1245/kuki1245/kuki1246/peri1260/sout3160/asho1237/asho1236/sand1269	BD, MM	93.5069	21.393	Eurasia	No	Sino-Tibetan	sino1245	asho1236	Sandoway	Sandoway	#F438EF
sand1270	Southeast Asia	Sandong	NA	dialect	NA	long_grammar	suii1243	Sui	taik1256	Tai-Kadai	taik1256/kamt1241/kams1241/then1235/maon1239/suii1243/sand1270	CN, VN	106.563	24.0488	Eurasia	No	Tai-Kadai	taik1256	suii1243	Sandong	Sandong	#1EAE73
sand1271	African Savannah	Sanda (Loko)	NA	dialect	NA	long_grammar	timn1235	Timne	atla1278	Atlantic-Congo	atla1278/mela1257/temn1245/timn1235/sand1271	GN, SL	-12.3331	8.90294	Africa	No	Atlantic-Congo	atla1278	timn1235	Sanda Loko	Sanda_Loko	#D38D93
sand1272	African Savannah	Sanda	NA	dialect	NA	grammar_sketch	loko1255	Loko	mand1469	Mande	mand1469/west2780/mand1431/sout2842/mend1263/mend1264/mend1265/loko1255/sand1272	SL	-12.1583	9.11838	Africa	No	Mande	mand1469	loko1255	Sanda	Sanda	#9DDAB5
sand1274	Southeast Asia	Sandakan Bajau	NA	dialect	NA	long_grammar	west2560	West Coast Bajau	aust1307	Austronesian	aust1307/mala1545/basa1291/grea1283/sama1302/sulu1242/born1254/west2560/sand1274	MY	116.124	6.00631	Papunesia	No	Austronesian	aust1307	west2560	Sandakan Bajau	Sandakan_Bajau	#25EFE8
sand1275	Southeast Asia	Sandiwar	NA	dialect	NA	long_grammar	timu1262	Timugon Murut	aust1307	Austronesian	aust1307/mala1545/nort3253/sout3154/grea1294/muru1275/nort3186/timu1262/sand1275	MY	115.826	5.1796	Papunesia	No	Austronesian	aust1307	timu1262	Sandiwar	Sandiwar	#25EFE8
sand1276	Southeast Asia	Sandayo	NA	dialect	NA	grammar_sketch	kima1244	Kimaragang	aust1307	Austronesian	aust1307/mala1545/nort3253/sout3154/grea1293/dusu1277/kima1244/sand1276	MY	116.96	6.61982	Papunesia	No	Austronesian	aust1307	kima1244	Sandayo	Sandayo	#25EFE8
sand1277	Basin and Plains	Sandia	NA	dialect	NA	grammar	sout2961	Southern Tiwa	kiow1265	Kiowa-Tanoan	kiow1265/tiwa1254/tiwa1255/sout2961/sand1277	US	-106.661	34.7873	North America	No	Kiowa-Tanoan	kiow1265	sout2961	Sandia	Sandia	#B3E4A7
sand1282	Greater Mesopotamia	Sandu	NA	dialect	NA	text	barz1241	Barzani Jewish Neo-Aramaic	afro1255	Afro-Asiatic	afro1255/semi1276/west2786/cent2236/nort3165/aram1259/east2680/cent2217/nort3241/nort3242/barz1241/sand1282	IL	35.1536	31.7696	Eurasia	No	Afro-Asiatic	afro1255	barz1241	Sandu	Sandu	#F04EC2
sanf1259	Mesoamerica	San Francisco Cora	NA	dialect	NA	long_grammar	elna1235	El Nayar Cora	utoa1244	Uto-Aztecan	utoa1244/sout3136/cora1261/cora1259/cora1260/elna1235/sanf1259	MX, US	-104.467	22.4099	North America	No	Uto-Aztecan	utoa1244	elna1235	San Francisco Cora	San_Francisco_Cora	#F3B095
sanf1260	Basin and Plains	San Felipe	NA	dialect	NA	grammar	east1472	Eastern Keres	kere1287	Keresan	kere1287/east1472/sanf1260	US	-106.453	35.5216	North America	No	Keresan	kere1287	east1472	San Felipe	San_Felipe	#B052AE
sanf1261	California	San Francisco	NA	dialect	NA	wordlist	nort2969	Northern Ohlone	miwo1274	Miwok-Costanoan	miwo1274/cost1250/nort3252/nort2969/sanf1261	US	-121.827674	37.436487	North America	No	Miwok-Costanoan	miwo1274	nort2969	San Francisco	San_Francisco	#B8C0E3
sanf1263	Mesoamerica	San Felipe Santiago Otomí	NA	dialect	NA	grammar_sketch	esta1236	Estado de México Otomi	otom1299	Otomanguean	otom1299/west2783/otop1241/otop1242/otom1297/sout3168/esta1236/sanf1263	MX	-99.61	19.8781	North America	No	Otomanguean	otom1299	esta1236	San Felipe Santiago Otomi	San_Felipe_Santiago_Otomi	#29276B
sanf1265	Mesoamerica	San Francisco Huehuetlán Mazatec	NA	dialect	NA	specific_feature	sanj1286	San Jerónimo Tecóatl Mazatec	otom1299	Otomanguean	otom1299/east2557/popo1292/popo1293/maza1295/maza1307/sanj1286/sanf1265	MX	-96.8833	18.1999	North America	No	Otomanguean	otom1299	sanj1286	San Francisco Huehuetlan Mazatec	San_Francisco_Huehuetlan_Mazatec	#29276B
sang1319	Indic	Sangamesvari	NA	dialect	NA	long_grammar	konk1267	Maharashtrian Konkani	indo1319	Indo-European	indo1319/indo1320/indo1321/indo1325/konk1270/konk1267/sang1319	IN	73.9166	19.2414	Eurasia	No	Indo-European	indo1319	konk1267	Sangamesvari	Sangamesvari	#D0E889
sang1322	Southeast Asia	Sang	NA	dialect	NA	grammar	kony1248	Konyak Naga	sino1245	Sino-Tibetan	sino1245/brah1260/kony1246/kony1247/kony1248/sang1322	IN, MM	95.0598	26.6823	Eurasia	No	Sino-Tibetan	sino1245	kony1248	Sang	Sang	#F438EF
sang1323	Indic	Sangtai	NA	dialect	NA	grammar_sketch	tase1235	Pangwa Naga	sino1245	Sino-Tibetan	sino1245/brah1260/kony1246/kony1249/tang1379/tase1235/sang1323	IN, MM	96.3855	27.2572	Eurasia	No	Sino-Tibetan	sino1245	tase1235	Sangtai	Sangtai	#F438EF
sang1324	Indic	Sangche	NA	dialect	NA	grammar_sketch	tase1235	Pangwa Naga	sino1245	Sino-Tibetan	sino1245/brah1260/kony1246/kony1249/tang1379/tase1235/sang1324	IN, MM	96.3855	27.2572	Eurasia	No	Sino-Tibetan	sino1245	tase1235	Sangche	Sangche	#F438EF
sang1326	Indic	Sangwal	NA	dialect	NA	grammar_sketch	tase1235	Pangwa Naga	sino1245	Sino-Tibetan	sino1245/brah1260/kony1246/kony1249/tang1379/tase1235/sang1326	IN, MM	96.3855	27.2572	Eurasia	No	Sino-Tibetan	sino1245	tase1235	Sangwal	Sangwal	#F438EF
sang1332	S Africa	Sangwe	NA	dialect	NA	grammar	nucl1396	Sena	atla1278	Atlantic-Congo	atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/east2731/tumb1253/sena1271/sena1270/nucl1396/sang1332	MW, MZ	34.9829	-19.7933	Africa	No	Atlantic-Congo	atla1278	nucl1396	Sangwe	Sangwe	#D38D93
sang1334	Oceania	Sangar	NA	dialect	NA	long_grammar	bima1247	Bima	aust1307	Austronesian	aust1307/mala1545/cent2237/cent2245/bima1247/sang1334	ID	118.445	-8.57376	Papunesia	No	Austronesian	aust1307	bima1247	Sangar	Sangar	#25EFE8
sang1340	Mesoamerica	San Gregorio Ozolotepec Zapotec	NA	dialect	NA	grammar_sketch	ozol1235	Ozolotepec Zapotec	otom1299	Otomanguean	otom1299/east2557/popo1292/zapo1436/zapo1437/nucl1765/core1259/sout3003/miah1236/ozol1235/sang1340	MX	-96.3686	16.04	North America	No	Otomanguean	otom1299	ozol1235	San Gregorio Ozolotepec Zapotec	San_Gregorio_Ozolotepec_Zapotec	#29276B
sang1342	African Savannah	Sangha So	NA	dialect	NA	long_grammar	toro1252	Toro So Dogon	dogo1299	Dogon	dogo1299/esca1235/toro1252/sang1342	ML	-3.10006	14.40749	Africa	No	Dogon	dogo1299	toro1252	Sangha So	Sangha_So	#6966E5
sanh1239	Southeast Asia	Sixian	NA	dialect	NA	long_grammar	hakk1236	Hakka Chinese	sino1245	Sino-Tibetan	sino1245/sini1245/clas1255/midd1354/hakk1236/sanh1239	CN, TW	116	25	Eurasia	No	Sino-Tibetan	sino1245	hakk1236	Sixian	Sixian	#F438EF
sani1271	N Coast New Guinea	Saniyo	NA	dialect	NA	grammar_sketch	sani1270	Saniyo-Hiyewe	sepi1257	Sepik	sepi1257/sepi1258/west2576/sani1270/sani1271	PG	142.369	-4.4376	Papunesia	No	Sepik	sepi1257	sani1270	Saniyo	Saniyo	#90D673
sani1272	N Coast Asia	Sani (Japonic)	NA	dialect	NA	grammar_sketch	nort2935	Northern Amami-Oshima	japo1237	Japonic	japo1237/ryuk1243/nort3255/amam1245/nucl1644/oshi1235/nort2935/sani1272	JP	129.453	28.2099	Eurasia	No	Japonic	japo1237	nort2935	Sani Japonic	Sani_Japonic	#F6E7BF
sani1273	Basin and Plains	San Ildefonso	NA	dialect	NA	grammar_sketch	tewa1260	Rio Grande Tewa	kiow1265	Kiowa-Tanoan	kiow1265/tewa1261/tewa1260/sani1273	US	-106.124	35.9053	North America	No	Kiowa-Tanoan	kiow1265	tewa1260	San Ildefonso	San_Ildefonso	#B3E4A7
sanj1274	Greater Mesopotamia	Sanjabi	NA	dialect	NA	long_grammar	sout2640	Southern Kurdish	indo1319	Indo-European	indo1319/indo1320/iran1269/cent2317/cent2318/nort3177/laki1246/kurd1259/sout2640/sanj1274	IQ, IR	46.5976	32.8977	Eurasia	No	Indo-European	indo1319	sout2640	Sanjabi	Sanjabi	#D0E889
sanj1275	Indic	Sanjan	NA	dialect	NA	grammar_sketch	nort2665	Northwest Pashayi	indo1319	Indo-European	indo1319/indo1320/indo1321/indo1324/pash1270/west2387/nort2665/sanj1275	AF	69.9936	35.1678	Eurasia	No	Indo-European	indo1319	nort2665	Sanjan	Sanjan	#D0E889
sanj1276	Basin and Plains	San Juan (USA)	NA	dialect	NA	grammar_sketch	tewa1260	Rio Grande Tewa	kiow1265	Kiowa-Tanoan	kiow1265/tewa1261/tewa1260/sanj1276	US	-106.124	35.9053	North America	No	Kiowa-Tanoan	kiow1265	tewa1260	San Juan USA	San_Juan_USA	#B3E4A7
sanj1277	Mesoamerica	San Juan Corapan Cora	NA	dialect	NA	bibliographical	sant1424	Santa Teresa Cora	utoa1244	Uto-Aztecan	utoa1244/sout3136/cora1261/cora1259/cora1260/sant1424/sanj1277	MX	-104.7	22.7102	North America	No	Uto-Aztecan	utoa1244	sant1424	San Juan Corapan Cora	San_Juan_Corapan_Cora	#F3B095
sanj1280	Mesoamerica	San Juan Piñas	NA	dialect	NA	wordlist	west2643	Western Juxtlahuaca Mixtec	otom1299	Otomanguean	otom1299/east2557/amuz1253/mixt1422/mixt1423/mixt1427/sout3179/west2643/sanj1280	MX	-98.2096	17.3003	North America	No	Otomanguean	otom1299	west2643	San Juan Pinas	San_Juan_Pinas	#29276B
sanj1283	Mesoamerica	San Juan Quiahije Chatino	NA	dialect	NA	long_grammar	west2644	Western Highland Chatino	otom1299	Otomanguean	otom1299/east2557/popo1292/zapo1436/chat1268/core1263/coas1314/east2736/west2644/sanj1283	MX	-97.3244	16.2495	North America	No	Otomanguean	otom1299	west2644	San Juan Quiahije Chatino	San_Juan_Quiahije_Chatino	#29276B
sank1248	Indic	Sankara-Yerukala	NA	dialect	NA	grammar_sketch	yeru1240	Yerukula	drav1251	Dravidian	drav1251/sout3133/sout3138/tami1291/tami1292/tami1293/tami1294/tami1297/tami1298/tami1299/yeru1242/yeru1240/sank1248	IN	81.9748	17.3702	Eurasia	No	Dravidian	drav1251	yeru1240	SankaraYerukala	SankaraYerukala	#ADAABB
sank1249	Indic	Sanketi	NA	dialect	NA	long_grammar	tami1289	Tamil	drav1251	Dravidian	drav1251/sout3133/sout3138/tami1291/tami1292/tami1293/tami1294/tami1297/tami1298/tami1299/tami1300/tami1289/sank1249	IN, LK	78.825989	10.520219	Eurasia	No	Dravidian	drav1251	tami1289	Sanketi	Sanketi	#ADAABB
sank1250	Indic	Sanke	NA	dialect	NA	grammar_sketch	tase1235	Pangwa Naga	sino1245	Sino-Tibetan	sino1245/brah1260/kony1246/kony1249/tang1379/tase1235/sank1250	IN, MM	96.3855	27.2572	Eurasia	No	Sino-Tibetan	sino1245	tase1235	Sanke	Sanke	#F438EF
sank1251	African Savannah	Sankura	NA	dialect	NA	long_grammar	sout2795	Southern Nuni	atla1278	Atlantic-Congo	atla1278/volt1241/nort3149/gura1261/cent2243/sout3164/grus1239/nort2782/nuna1234/nuni1253/sout2795/sank1251	BF, GH	-2.14385	11.5186	Africa	No	Atlantic-Congo	atla1278	sout2795	Sankura	Sankura	#D38D93
sank1252	African Savannah	Sankuma	NA	dialect	NA	grammar_sketch	nort2819	Northern Bobo Madaré	mand1469	Mande	mand1469/west2780/samo1308/duun1243/bobo1253/nort2819/sank1252	BF, ML	-4.47538	12.4182	Africa	No	Mande	mand1469	nort2819	Sankuma	Sankuma	#9DDAB5
sanl1247	Southeast Asia	Sanlong	NA	dialect	NA	long_grammar	nort2722	Northern Qiang	sino1245	Sino-Tibetan	sino1245/burm1265/naqi1236/qian1263/qian1264/upst1234/nort2722/west2876/sanl1247	CN	103.192	32.2766	Eurasia	No	Sino-Tibetan	sino1245	nort2722	Sanlong	Sanlong	#F438EF
sanl1249	Mesoamerica	San Lucas Zoquiapan Mazatec	NA	dialect	NA	specific_feature	sanj1286	San Jerónimo Tecóatl Mazatec	otom1299	Otomanguean	otom1299/east2557/popo1292/popo1293/maza1295/maza1307/sanj1286/sanl1249	MX	-96.8833	18.1999	North America	No	Otomanguean	otom1299	sanj1286	San Lucas Zoquiapan Mazatec	San_Lucas_Zoquiapan_Mazatec	#29276B
sanl1250	Mesoamerica	San Lorenzo Cuanecuiltitla Mazatec	NA	dialect	NA	specific_feature	sanj1286	San Jerónimo Tecóatl Mazatec	otom1299	Otomanguean	otom1299/east2557/popo1292/popo1293/maza1295/maza1307/sanj1286/sanl1250	MX	-96.8833	18.1999	North America	No	Otomanguean	otom1299	sanj1286	San Lorenzo Cuanecuiltitla Mazatec	San_Lorenzo_Cuanecuiltitla_Mazatec	#29276B
sanm1290	Mesoamerica	San Miguel Tenoxtitlán	NA	dialect	NA	grammar_sketch	cent2144	Central Mazahua	otom1299	Otomanguean	otom1299/west2783/otop1241/otop1242/otom1297/maza1293/cent2144/sanm1290	MX	-100.018	19.7357	North America	No	Otomanguean	otom1299	cent2144	San Miguel Tenoxtitlan	San_Miguel_Tenoxtitlan	#29276B
sanm1291	Mesoamerica	San Martín Peras	NA	dialect	NA	wordlist	west2643	Western Juxtlahuaca Mixtec	otom1299	Otomanguean	otom1299/east2557/amuz1253/mixt1422/mixt1423/mixt1427/sout3179/west2643/sanm1291	MX	-98.2096	17.3003	North America	No	Otomanguean	otom1299	west2643	San Martin Peras	San_Martin_Peras	#29276B
sanm1292	Mesoamerica	San Miguel Achiutla Mixtec	NA	dialect	NA	long_grammar	magd1235	Magdalena Peñasco Mixtec	otom1299	Otomanguean	otom1299/east2557/amuz1253/mixt1422/mixt1423/mixt1427/west2824/magd1235/sanm1292	MX	-97.5413	17.2837	North America	No	Otomanguean	otom1299	magd1235	San Miguel Achiutla Mixtec	San_Miguel_Achiutla_Mixtec	#29276B
sanm1293	Mesoamerica	San Mateo Peñasco Mixtec	NA	dialect	NA	long_grammar	magd1235	Magdalena Peñasco Mixtec	otom1299	Otomanguean	otom1299/east2557/amuz1253/mixt1422/mixt1423/mixt1427/west2824/magd1235/sanm1293	MX	-97.5413	17.2837	North America	No	Otomanguean	otom1299	magd1235	San Mateo Penasco Mixtec	San_Mateo_Penasco_Mixtec	#29276B
sanm1296	Mesoamerica	San Miguel Chalcatongo	NA	dialect	NA	long_grammar	sanm1295	San Miguel El Grande Mixtec	otom1299	Otomanguean	otom1299/east2557/amuz1253/mixt1422/mixt1423/mixt1427/west2824/sanm1295/sanm1296	MX	-97.5432	17.0777	North America	No	Otomanguean	otom1299	sanm1295	San Miguel Chalcatongo	San_Miguel_Chalcatongo	#29276B
sanm1297	Mesoamerica	San Mateo Tepantepec	NA	dialect	NA	grammar_sketch	peno1244	Peñoles Mixtec	otom1299	Otomanguean	otom1299/east2557/amuz1253/mixt1422/mixt1423/mixt1427/east2735/peno1244/sanm1297	MX, US	-97.0101	17.0671	North America	No	Otomanguean	otom1299	peno1244	San Mateo Tepantepec	San_Mateo_Tepantepec	#29276B
sanm1299	Mesoamerica	San Martín Tilcajete Zapotec	NA	dialect	NA	long_grammar	sanj1284	San Juan Guelavía Zapotec	otom1299	Otomanguean	otom1299/east2557/popo1292/zapo1436/zapo1437/nucl1765/core1259/cent2146/sanj1284/sanm1299	MX, US	-96.5967	17.0332	North America	No	Otomanguean	otom1299	sanj1284	San Martin Tilcajete Zapotec	San_Martin_Tilcajete_Zapotec	#29276B
sanm1300	Mesoamerica	San Marcial Ozolotepec Zapotec	NA	dialect	NA	grammar_sketch	ozol1235	Ozolotepec Zapotec	otom1299	Otomanguean	otom1299/east2557/popo1292/zapo1436/zapo1437/nucl1765/core1259/sout3003/miah1236/ozol1235/sanm1300	MX	-96.3686	16.04	North America	No	Otomanguean	otom1299	ozol1235	San Marcial Ozolotepec Zapotec	San_Marcial_Ozolotepec_Zapotec	#29276B
sanm1302	Mesoamerica	San Mateo Zoyamazalco Popoloca	NA	dialect	NA	dictionary	coyo1236	Coyotepec Popoloca	otom1299	Otomanguean	otom1299/east2557/popo1292/popo1293/choc1278/popo1294/coyo1236/sanm1302	MX	-97.6258	18.3814	North America	No	Otomanguean	otom1299	coyo1236	San Mateo Zoyamazalco Popoloca	San_Mateo_Zoyamazalco_Popoloca	#29276B
sanm1303	Mesoamerica	San Mateo	NA	dialect	NA	grammar_sketch	huau1238	Huautla Mazatec	otom1299	Otomanguean	otom1299/east2557/popo1292/popo1293/maza1295/maza1309/huau1238/sanm1303	MX	-96.724	18.2556	North America	No	Otomanguean	otom1299	huau1238	San Mateo	San_Mateo	#29276B
sanm1304	Mesoamerica	San Miguel	NA	dialect	NA	grammar_sketch	huau1238	Huautla Mazatec	otom1299	Otomanguean	otom1299/east2557/popo1292/popo1293/maza1295/maza1309/huau1238/sanm1304	MX	-96.724	18.2556	North America	No	Otomanguean	otom1299	huau1238	San Miguel	San_Miguel	#29276B
sann1238	African Savannah	San	NA	dialect	NA	long_grammar	bamb1269	Bambara	mand1469	Mande	mand1469/west2780/mand1431/cent2047/mand1432/mand1433/mand1434/mand1435/east2425/bamb1269/sann1238	CI, GN, ML, SN	-9.98949	12.0401	Africa	No	Mande	mand1469	bamb1269	San	San	#9DDAB5
sanp1256	Mesoamerica	San Pedro Yaspac	NA	dialect	NA	grammar	fran1266	Francisco León Zoque	mixe1284	Mixe-Zoque	mixe1284/zoqu1261/chia1261/fran1266/sanp1256	GT, MX	-93.3633	17.3654	North America	No	Mixe-Zoque	mixe1284	fran1266	San Pedro Yaspac	San_Pedro_Yaspac	#DAF8A6
