lang,num,cell_1,cell_2,correct,total,nvar,nph,nmarkers,n_pairs
ady,1000,ERG;PL;DEF,ERG;SG;DEF,1998,1998,4,3,2,66
ady,1000,ERG;PL;DEF,INS;PL;DEF,1998,1998,4,2,1,66
ady,1000,ERG;PL;DEF,INS;PL;NDEF,1998,1998,4,3,2,66
ady,1000,ERG;PL;DEF,INS;SG;DEF,1998,1998,6,4,2,66
ady,1000,ERG;PL;DEF,INS;SG;NDEF,1998,1998,4,5,2,66
ady,1000,ERG;PL;DEF,LGSPEC1;PL,1904,1998,3,5.5,2.5,66
ady,1000,ERG;PL;DEF,LGSPEC1;SG,1752,1998,2,6,2,66
ady,1000,ERG;PL;DEF,NDEF;SG,1880,1880,2,4,1,66
ady,1000,ERG;PL;DEF,NOM;PL,1998,1998,2,3,2,66
ady,1000,ERG;PL;DEF,NOM;SG,1998,1998,2,5,2,66
ady,1000,ERG;SG;DEF,INS;PL;DEF,1998,1998,4,5,2,66
ady,1000,ERG;SG;DEF,INS;PL;NDEF,1998,1998,2,6,2,66
ady,1000,ERG;SG;DEF,INS;SG;DEF,1998,1998,2,3,1,66
ady,1000,ERG;SG;DEF,INS;SG;NDEF,1998,1998,2,4,2,66
ady,1000,ERG;SG;DEF,LGSPEC1;SG,1762,1998,2,3,2,66
ady,1000,ERG;SG;DEF,NDEF;SG,1880,1880,2,1,1,66
ady,1000,ERG;SG;DEF,NOM;PL,1998,1998,2,4,2,66
ady,1000,ERG;SG;DEF,NOM;SG,1998,1998,2,2,2,66
ady,1000,INS;PL;DEF,INS;PL;NDEF,1998,1998,4,1,1,66
ady,1000,INS;PL;DEF,INS;SG;DEF,1998,1998,4,2,1,66
ady,1000,INS;PL;DEF,INS;SG;NDEF,1998,1998,4,3,1,66
ady,1000,INS;PL;DEF,NDEF;SG,1880,1880,2,6,1,66
ady,1000,INS;PL;NDEF,INS;SG;DEF,1998,1998,4,3,2,66
ady,1000,INS;PL;NDEF,INS;SG;NDEF,1998,1998,4,2,1,66
ady,1000,INS;PL;NDEF,NDEF;SG,1880,1880,2,5,1,66
ady,1000,INS;SG;DEF,INS;SG;NDEF,1998,1998,4,1,1,66
ady,1000,INS;SG;DEF,NDEF;SG,1880,1880,2,4,1,66
ady,1000,INS;SG;NDEF,NDEF;SG,1880,1880,2,3,1,66
ady,1000,LGSPEC1;PL,ERG;SG;DEF,1912,1998,2,4.5,2,66
ady,1000,LGSPEC1;PL,INS;PL;DEF,1902,1998,3,7.5,2.5,66
ady,1000,LGSPEC1;PL,INS;PL;NDEF,1903,1998,3,6.5,2.5,66
ady,1000,LGSPEC1;PL,INS;SG;DEF,1904,1998,2,7.5,2,66
ady,1000,LGSPEC1;PL,INS;SG;NDEF,1908,1998,2,6.5,2,66
ady,1000,LGSPEC1;PL,LGSPEC1;SG,1655,1998,4,1.6666666666666667,1,66
ady,1000,LGSPEC1;PL,NDEF;SG,1803,1882,2.6666666666666665,3.3333333333333335,1.6666666666666667,66
ady,1000,LGSPEC1;PL,NOM;PL,1908,2000,3.3333333333333335,5,2.6666666666666665,66
ady,1000,LGSPEC1;PL,NOM;SG,1911,2000,2.6666666666666665,4,2,66
ady,1000,LGSPEC1;SG,INS;PL;DEF,1754,1998,2,8,2,66
ady,1000,LGSPEC1;SG,INS;PL;NDEF,1760,1998,2,7,2,66
ady,1000,LGSPEC1;SG,INS;SG;DEF,1752,1998,2,6,2,66
ady,1000,LGSPEC1;SG,INS;SG;NDEF,1755,1998,2,5,2,66
ady,1000,LGSPEC1;SG,NDEF;SG,1687,1880,2,2,1.5,66
ady,1000,NDEF;PL,ERG;PL;DEF,1880,1880,2,2,1,66
ady,1000,NDEF;PL,ERG;SG;DEF,1880,1880,2,3,2,66
ady,1000,NDEF;PL,INS;PL;DEF,1880,1880,2,4,1,66
ady,1000,NDEF;PL,INS;PL;NDEF,1880,1880,2,3,1,66
ady,1000,NDEF;PL,INS;SG;DEF,1880,1880,4,4,2,66
ady,1000,NDEF;PL,INS;SG;NDEF,1880,1880,4,3,2,66
ady,1000,NDEF;PL,LGSPEC1;PL,1798,1882,2.6666666666666665,4.666666666666667,2.3333333333333335,66
ady,1000,NDEF;PL,LGSPEC1;SG,1688,1880,2,4,2,66
ady,1000,NDEF;PL,NDEF;SG,1880,1882,3,2,1,66
ady,1000,NDEF;PL,NOM;PL,1880,1882,2,2,1.5,66
ady,1000,NDEF;PL,NOM;SG,1880,1882,2,3.5,2,66
ady,1000,NOM;PL,INS;PL;DEF,1998,1998,2,5,2,66
ady,1000,NOM;PL,INS;PL;NDEF,1998,1998,2,4,2,66
ady,1000,NOM;PL,INS;SG;DEF,1998,1998,4,5,3,66
ady,1000,NOM;PL,INS;SG;NDEF,1998,1998,2,6,2,66
ady,1000,NOM;PL,LGSPEC1;SG,1755,1998,2,5,2,66
ady,1000,NOM;PL,NDEF;SG,1880,1882,2,4,1.5,66
ady,1000,NOM;SG,INS;PL;DEF,1998,1998,2,7,2,66
ady,1000,NOM;SG,INS;PL;NDEF,1998,1998,2,6,2,66
ady,1000,NOM;SG,INS;SG;DEF,1998,1998,2,5,2,66
ady,1000,NOM;SG,INS;SG;NDEF,1998,1998,2,4,2,66
ady,1000,NOM;SG,LGSPEC1;SG,1762,1998,2,3,2,66
ady,1000,NOM;SG,NDEF;SG,1880,1882,2,1.5,1.5,66
ady,1000,NOM;SG,NOM;PL,1998,2000,4,2.5,1.5,66
ady,200,ERG;PL;DEF,ERG;SG;DEF,400,400,4,3,2,66
ady,200,ERG;PL;DEF,INS;PL;DEF,400,400,4,2,1,66
ady,200,ERG;PL;DEF,INS;PL;NDEF,400,400,4,3,2,66
ady,200,ERG;PL;DEF,INS;SG;DEF,400,400,6,4,2,66
ady,200,ERG;PL;DEF,INS;SG;NDEF,400,400,4,5,2,66
ady,200,ERG;PL;DEF,LGSPEC1;PL,386,400,3,5.5,2.5,66
ady,200,ERG;PL;DEF,LGSPEC1;SG,346,400,2,6,2,66
ady,200,ERG;PL;DEF,NDEF;SG,384,384,2,4,1,66
ady,200,ERG;PL;DEF,NOM;PL,400,400,2,3,2,66
ady,200,ERG;PL;DEF,NOM;SG,400,400,2,5,2,66
ady,200,ERG;SG;DEF,INS;PL;DEF,400,400,4,5,2,66
ady,200,ERG;SG;DEF,INS;PL;NDEF,400,400,2,6,2,66
ady,200,ERG;SG;DEF,INS;SG;DEF,400,400,2,3,1,66
ady,200,ERG;SG;DEF,INS;SG;NDEF,400,400,2,4,2,66
ady,200,ERG;SG;DEF,LGSPEC1;SG,347,400,2,3,2,66
ady,200,ERG;SG;DEF,NDEF;SG,384,384,2,1,1,66
ady,200,ERG;SG;DEF,NOM;PL,400,400,2,4,2,66
ady,200,ERG;SG;DEF,NOM;SG,400,400,2,2,2,66
ady,200,INS;PL;DEF,INS;PL;NDEF,400,400,4,1,1,66
ady,200,INS;PL;DEF,INS;SG;DEF,400,400,4,2,1,66
ady,200,INS;PL;DEF,INS;SG;NDEF,400,400,4,3,1,66
ady,200,INS;PL;DEF,NDEF;SG,384,384,2,6,1,66
ady,200,INS;PL;NDEF,INS;SG;DEF,400,400,4,3,2,66
ady,200,INS;PL;NDEF,INS;SG;NDEF,400,400,4,2,1,66
ady,200,INS;PL;NDEF,NDEF;SG,384,384,2,5,1,66
ady,200,INS;SG;DEF,INS;SG;NDEF,400,400,4,1,1,66
ady,200,INS;SG;DEF,NDEF;SG,384,384,2,4,1,66
ady,200,INS;SG;NDEF,NDEF;SG,384,384,2,3,1,66
ady,200,LGSPEC1;PL,ERG;SG;DEF,389,400,2,4.5,2,66
ady,200,LGSPEC1;PL,INS;PL;DEF,383,400,3,7.5,2.5,66
ady,200,LGSPEC1;PL,INS;PL;NDEF,384,400,3,6.5,2.5,66
ady,200,LGSPEC1;PL,INS;SG;DEF,386,400,2,7.5,2,66
ady,200,LGSPEC1;PL,INS;SG;NDEF,387,400,2,6.5,2,66
ady,200,LGSPEC1;PL,LGSPEC1;SG,325,400,4,1.6666666666666667,1,66
ady,200,LGSPEC1;PL,NDEF;SG,375,384,2,3.5,1.5,66
ady,200,LGSPEC1;PL,NOM;PL,387,400,3,4.5,2.5,66
ady,200,LGSPEC1;PL,NOM;SG,389,400,2,4.5,2,66
ady,200,LGSPEC1;SG,INS;PL;DEF,347,400,2,8,2,66
ady,200,LGSPEC1;SG,INS;PL;NDEF,344,400,2,7,2,66
ady,200,LGSPEC1;SG,INS;SG;DEF,346,400,2,6,2,66
ady,200,LGSPEC1;SG,INS;SG;NDEF,346,400,2,5,2,66
ady,200,LGSPEC1;SG,NDEF;SG,339,384,2,2,1.5,66
ady,200,NDEF;PL,ERG;PL;DEF,384,384,2,2,1,66
ady,200,NDEF;PL,ERG;SG;DEF,384,384,2,3,2,66
ady,200,NDEF;PL,INS;PL;DEF,384,384,2,4,1,66
ady,200,NDEF;PL,INS;PL;NDEF,384,384,2,3,1,66
ady,200,NDEF;PL,INS;SG;DEF,384,384,4,4,2,66
ady,200,NDEF;PL,INS;SG;NDEF,384,384,4,3,2,66
ady,200,NDEF;PL,LGSPEC1;PL,372,384,2,4.5,2,66
ady,200,NDEF;PL,LGSPEC1;SG,342,384,2,4,2,66
ady,200,NDEF;PL,NDEF;SG,384,384,2,2,1,66
ady,200,NDEF;PL,NOM;PL,384,384,2,1,1,66
ady,200,NDEF;PL,NOM;SG,384,384,2,3,2,66
ady,200,NOM;PL,INS;PL;DEF,400,400,2,5,2,66
ady,200,NOM;PL,INS;PL;NDEF,400,400,2,4,2,66
ady,200,NOM;PL,INS;SG;DEF,400,400,4,5,3,66
ady,200,NOM;PL,INS;SG;NDEF,400,400,2,6,2,66
ady,200,NOM;PL,LGSPEC1;SG,346,400,2,5,2,66
ady,200,NOM;PL,NDEF;SG,384,384,2,3,1,66
ady,200,NOM;SG,INS;PL;DEF,400,400,2,7,2,66
ady,200,NOM;SG,INS;PL;NDEF,400,400,2,6,2,66
ady,200,NOM;SG,INS;SG;DEF,400,400,2,5,2,66
ady,200,NOM;SG,INS;SG;NDEF,400,400,2,4,2,66
ady,200,NOM;SG,LGSPEC1;SG,347,400,2,3,2,66
ady,200,NOM;SG,NDEF;SG,384,384,2,1,1,66
ady,200,NOM;SG,NOM;PL,400,400,4,2,1,66
ady,2000,ERG;PL;DEF,ERG;SG;DEF,3216,3216,4,3,2,66
ady,2000,ERG;PL;DEF,INS;PL;DEF,3216,3216,4,2,1,66
ady,2000,ERG;PL;DEF,INS;PL;NDEF,3216,3216,4,3,2,66
ady,2000,ERG;PL;DEF,INS;SG;DEF,3216,3216,6,4,2,66
ady,2000,ERG;PL;DEF,INS;SG;NDEF,3216,3216,4,5,2,66
ady,2000,ERG;PL;DEF,LGSPEC1;PL,3093,3216,3,5.5,2.5,66
ady,2000,ERG;PL;DEF,LGSPEC1;SG,2855,3216,2,6,2,66
ady,2000,ERG;PL;DEF,NDEF;SG,3022,3022,2,4,1,66
ady,2000,ERG;PL;DEF,NOM;PL,3216,3216,2,3,2,66
ady,2000,ERG;PL;DEF,NOM;SG,3216,3216,2,5,2,66
ady,2000,ERG;SG;DEF,INS;PL;DEF,3216,3216,4,5,2,66
ady,2000,ERG;SG;DEF,INS;PL;NDEF,3216,3216,2,6,2,66
ady,2000,ERG;SG;DEF,INS;SG;DEF,3216,3216,2,3,1,66
ady,2000,ERG;SG;DEF,INS;SG;NDEF,3216,3216,2,4,2,66
ady,2000,ERG;SG;DEF,LGSPEC1;SG,2860,3216,2,3,2,66
ady,2000,ERG;SG;DEF,NDEF;SG,3022,3022,2,1,1,66
ady,2000,ERG;SG;DEF,NOM;PL,3216,3216,2,4,2,66
ady,2000,ERG;SG;DEF,NOM;SG,3216,3216,2,2,2,66
ady,2000,INS;PL;DEF,INS;PL;NDEF,3216,3216,4,1,1,66
ady,2000,INS;PL;DEF,INS;SG;DEF,3216,3216,4,2,1,66
ady,2000,INS;PL;DEF,INS;SG;NDEF,3216,3216,4,3,1,66
ady,2000,INS;PL;DEF,NDEF;SG,3022,3022,2,6,1,66
ady,2000,INS;PL;NDEF,INS;SG;DEF,3216,3216,4,3,2,66
ady,2000,INS;PL;NDEF,INS;SG;NDEF,3216,3216,4,2,1,66
ady,2000,INS;PL;NDEF,NDEF;SG,3022,3022,2,5,1,66
ady,2000,INS;SG;DEF,INS;SG;NDEF,3216,3216,4,1,1,66
ady,2000,INS;SG;DEF,NDEF;SG,3022,3022,2,4,1,66
ady,2000,INS;SG;NDEF,NDEF;SG,3022,3022,2,3,1,66
ady,2000,LGSPEC1;PL,ERG;SG;DEF,3102,3216,2,4.5,2,66
ady,2000,LGSPEC1;PL,INS;PL;DEF,3084,3216,3,7.5,2.5,66
ady,2000,LGSPEC1;PL,INS;PL;NDEF,3087,3216,3,6.5,2.5,66
ady,2000,LGSPEC1;PL,INS;SG;DEF,3093,3216,2,7.5,2,66
ady,2000,LGSPEC1;PL,INS;SG;NDEF,3098,3216,2,6.5,2,66
ady,2000,LGSPEC1;PL,LGSPEC1;SG,2725,3216,4,1.6666666666666667,1,66
ady,2000,LGSPEC1;PL,NDEF;SG,2917,3024,2.6666666666666665,3.3333333333333335,1.6666666666666667,66
ady,2000,LGSPEC1;PL,NOM;PL,3098,3218,3.3333333333333335,5,2.6666666666666665,66
ady,2000,LGSPEC1;PL,NOM;SG,3102,3218,2.6666666666666665,4,2,66
ady,2000,LGSPEC1;SG,INS;PL;DEF,2853,3216,2,8,2,66
ady,2000,LGSPEC1;SG,INS;PL;NDEF,2850,3216,2,7,2,66
ady,2000,LGSPEC1;SG,INS;SG;DEF,2855,3216,2,6,2,66
ady,2000,LGSPEC1;SG,INS;SG;NDEF,2856,3216,2,5,2,66
ady,2000,LGSPEC1;SG,NDEF;SG,2740,3022,2,2,1.5,66
ady,2000,NDEF;PL,ERG;PL;DEF,3022,3022,2,2,1,66
ady,2000,NDEF;PL,ERG;SG;DEF,3022,3022,2,3,2,66
ady,2000,NDEF;PL,INS;PL;DEF,3022,3022,2,4,1,66
ady,2000,NDEF;PL,INS;PL;NDEF,3022,3022,2,3,1,66
ady,2000,NDEF;PL,INS;SG;DEF,3022,3022,4,4,2,66
ady,2000,NDEF;PL,INS;SG;NDEF,3022,3022,4,3,2,66
ady,2000,NDEF;PL,LGSPEC1;PL,2908,3024,2.6666666666666665,4.666666666666667,2.3333333333333335,66
ady,2000,NDEF;PL,LGSPEC1;SG,2758,3022,2,4,2,66
ady,2000,NDEF;PL,NDEF;SG,3022,3024,3,2,1,66
ady,2000,NDEF;PL,NOM;PL,3022,3024,2,2,1.5,66
ady,2000,NDEF;PL,NOM;SG,3022,3024,2,3.5,2,66
ady,2000,NOM;PL,INS;PL;DEF,3216,3216,2,5,2,66
ady,2000,NOM;PL,INS;PL;NDEF,3216,3216,2,4,2,66
ady,2000,NOM;PL,INS;SG;DEF,3216,3216,4,5,3,66
ady,2000,NOM;PL,INS;SG;NDEF,3216,3216,2,6,2,66
ady,2000,NOM;PL,LGSPEC1;SG,2856,3216,2,5,2,66
ady,2000,NOM;PL,NDEF;SG,3022,3024,2,4,1.5,66
ady,2000,NOM;SG,INS;PL;DEF,3216,3216,2,7,2,66
ady,2000,NOM;SG,INS;PL;NDEF,3216,3216,2,6,2,66
ady,2000,NOM;SG,INS;SG;DEF,3216,3216,2,5,2,66
ady,2000,NOM;SG,INS;SG;NDEF,3216,3216,2,4,2,66
ady,2000,NOM;SG,LGSPEC1;SG,2860,3216,2,3,2,66
ady,2000,NOM;SG,NDEF;SG,3022,3024,2,1.5,1.5,66
ady,2000,NOM;SG,NOM;PL,3216,3218,4,2.5,1.5,66
ady,500,ERG;PL;DEF,ERG;SG;DEF,1000,1000,4,3,2,66
ady,500,ERG;PL;DEF,INS;PL;DEF,1000,1000,4,2,1,66
ady,500,ERG;PL;DEF,INS;PL;NDEF,1000,1000,4,3,2,66
ady,500,ERG;PL;DEF,INS;SG;DEF,1000,1000,6,4,2,66
ady,500,ERG;PL;DEF,INS;SG;NDEF,1000,1000,4,5,2,66
ady,500,ERG;PL;DEF,LGSPEC1;PL,950,1000,3,5.5,2.5,66
ady,500,ERG;PL;DEF,LGSPEC1;SG,851,1000,2,6,2,66
ady,500,ERG;PL;DEF,NDEF;SG,946,946,2,4,1,66
ady,500,ERG;PL;DEF,NOM;PL,1000,1000,2,3,2,66
ady,500,ERG;PL;DEF,NOM;SG,1000,1000,2,5,2,66
ady,500,ERG;SG;DEF,INS;PL;DEF,1000,1000,4,5,2,66
ady,500,ERG;SG;DEF,INS;PL;NDEF,1000,1000,2,6,2,66
ady,500,ERG;SG;DEF,INS;SG;DEF,1000,1000,2,3,1,66
ady,500,ERG;SG;DEF,INS;SG;NDEF,1000,1000,2,4,2,66
ady,500,ERG;SG;DEF,LGSPEC1;SG,852,1000,2,3,2,66
ady,500,ERG;SG;DEF,NDEF;SG,946,946,2,1,1,66
ady,500,ERG;SG;DEF,NOM;PL,1000,1000,2,4,2,66
ady,500,ERG;SG;DEF,NOM;SG,1000,1000,2,2,2,66
ady,500,INS;PL;DEF,INS;PL;NDEF,1000,1000,4,1,1,66
ady,500,INS;PL;DEF,INS;SG;DEF,1000,1000,4,2,1,66
ady,500,INS;PL;DEF,INS;SG;NDEF,1000,1000,4,3,1,66
ady,500,INS;PL;DEF,NDEF;SG,946,946,2,6,1,66
ady,500,INS;PL;NDEF,INS;SG;DEF,1000,1000,4,3,2,66
ady,500,INS;PL;NDEF,INS;SG;NDEF,1000,1000,4,2,1,66
ady,500,INS;PL;NDEF,NDEF;SG,946,946,2,5,1,66
ady,500,INS;SG;DEF,INS;SG;NDEF,1000,1000,4,1,1,66
ady,500,INS;SG;DEF,NDEF;SG,946,946,2,4,1,66
ady,500,INS;SG;NDEF,NDEF;SG,946,946,2,3,1,66
ady,500,LGSPEC1;PL,ERG;SG;DEF,952,1000,2,4.5,2,66
ady,500,LGSPEC1;PL,INS;PL;DEF,946,1000,3,7.5,2.5,66
ady,500,LGSPEC1;PL,INS;PL;NDEF,948,1000,3,6.5,2.5,66
ady,500,LGSPEC1;PL,INS;SG;DEF,950,1000,2,7.5,2,66
ady,500,LGSPEC1;PL,INS;SG;NDEF,952,1000,2,6.5,2,66
ady,500,LGSPEC1;PL,LGSPEC1;SG,801,1000,4,1.6666666666666667,1,66
ady,500,LGSPEC1;PL,NDEF;SG,905,946,2,3.5,1.5,66
ady,500,LGSPEC1;PL,NOM;PL,952,1000,3,4.5,2.5,66
ady,500,LGSPEC1;PL,NOM;SG,952,1000,2,4.5,2,66
ady,500,LGSPEC1;SG,INS;PL;DEF,852,1000,2,8,2,66
ady,500,LGSPEC1;SG,INS;PL;NDEF,847,1000,2,7,2,66
ady,500,LGSPEC1;SG,INS;SG;DEF,851,1000,2,6,2,66
ady,500,LGSPEC1;SG,INS;SG;NDEF,860,1000,2,5,2,66
ady,500,LGSPEC1;SG,NDEF;SG,838,946,2,2,1.5,66
ady,500,NDEF;PL,ERG;PL;DEF,946,946,2,2,1,66
ady,500,NDEF;PL,ERG;SG;DEF,946,946,2,3,2,66
ady,500,NDEF;PL,INS;PL;DEF,946,946,2,4,1,66
ady,500,NDEF;PL,INS;PL;NDEF,946,946,2,3,1,66
ady,500,NDEF;PL,INS;SG;DEF,946,946,4,4,2,66
ady,500,NDEF;PL,INS;SG;NDEF,946,946,4,3,2,66
ady,500,NDEF;PL,LGSPEC1;PL,901,946,2,4.5,2,66
ady,500,NDEF;PL,LGSPEC1;SG,834,946,2,4,2,66
ady,500,NDEF;PL,NDEF;SG,946,946,2,2,1,66
ady,500,NDEF;PL,NOM;PL,946,946,2,1,1,66
ady,500,NDEF;PL,NOM;SG,946,946,2,3,2,66
ady,500,NOM;PL,INS;PL;DEF,1000,1000,2,5,2,66
ady,500,NOM;PL,INS;PL;NDEF,1000,1000,2,4,2,66
ady,500,NOM;PL,INS;SG;DEF,1000,1000,4,5,3,66
ady,500,NOM;PL,INS;SG;NDEF,1000,1000,2,6,2,66
ady,500,NOM;PL,LGSPEC1;SG,860,1000,2,5,2,66
ady,500,NOM;PL,NDEF;SG,946,946,2,3,1,66
ady,500,NOM;SG,INS;PL;DEF,1000,1000,2,7,2,66
ady,500,NOM;SG,INS;PL;NDEF,1000,1000,2,6,2,66
ady,500,NOM;SG,INS;SG;DEF,1000,1000,2,5,2,66
ady,500,NOM;SG,INS;SG;NDEF,1000,1000,2,4,2,66
ady,500,NOM;SG,LGSPEC1;SG,852,1000,2,3,2,66
ady,500,NOM;SG,NDEF;SG,946,946,2,1,1,66
ady,500,NOM;SG,NOM;PL,1000,1000,4,2,1,66
ang,1000,ACC;PL,DAT;PL,1230,1914,4.097222222222222,5.75,3.4791666666666665,28
ang,1000,ACC;PL,DAT;SG,1282,1905,4.292397660818714,5.257309941520468,3.742690058479532,28
ang,1000,ACC;PL,NOM;SG,1196,1883,3.3608247422680413,4.438144329896907,2.6804123711340204,28
ang,1000,ACC;SG,ACC;PL,1046,1936,3.6464646464646466,4.808080808080808,2.984848484848485,28
ang,1000,ACC;SG,DAT;PL,1087,1708,3.4285714285714284,4.7669172932330826,2.774436090225564,28
ang,1000,ACC;SG,DAT;SG,1071,1723,3.562043795620438,3.854014598540146,2.6861313868613137,28
ang,1000,ACC;SG,NOM;SG,1306,1701,2.8813559322033897,4.864406779661017,2.288135593220339,28
ang,1000,DAT;PL,DAT;SG,1291,1677,3.7246376811594204,5.804347826086956,3.3333333333333335,28
ang,1000,DAT;PL,NOM;SG,1161,1655,3.53125,5.09375,2.8515625,28
ang,1000,DAT;SG,NOM;SG,1264,1670,3.1470588235294117,4.705882352941177,2.5588235294117645,28
ang,1000,GEN;PL,ACC;PL,1377,1914,5.202702702702703,4.202702702702703,3.439189189189189,28
ang,1000,GEN;PL,ACC;SG,1233,1708,3.4225352112676055,3.8732394366197185,2.6690140845070425,28
ang,1000,GEN;PL,DAT;PL,1388,1686,3.9080459770114944,5.896551724137931,3.6551724137931036,28
ang,1000,GEN;PL,DAT;SG,1468,1677,4.088888888888889,4.637037037037037,3.4962962962962965,28
ang,1000,GEN;PL,GEN;SG,1327,1695,3.801526717557252,5.068702290076335,3.335877863,28
ang,1000,GEN;PL,NOM;SG,1216,1655,3.1884057971014492,4.492753623188406,2.637681159,28
ang,1000,GEN;SG,ACC;PL,1296,1923,4.983240223463687,5.067039106145251,3.7597765363128492,28
ang,1000,GEN;SG,ACC;SG,1210,1741,3.7837837837837838,3.8018018018018016,2.6396396396396398,28
ang,1000,GEN;SG,DAT;PL,1164,1695,3.480916030534351,6.1679389312977095,3.2900763358778624,28
ang,1000,GEN;SG,DAT;SG,1529,1710,4.6923076923076925,4.144230769230769,3.269230769230769,28
ang,1000,GEN;SG,NOM;SG,1179,1688,3.1735537190082646,4.661157024793388,2.479338842975207,28
ang,1000,NOM;PL,ACC;PL,1121,2141,3.4904458598726116,14.08280255,3.9936305732484074,28
ang,1000,NOM;PL,ACC;SG,1187,1935,3.485148514851485,4.698019801980198,2.8316831683168315,28
ang,1000,NOM;PL,DAT;PL,1229,1913,3.7516339869281046,6.555555555555555,3.4379084967320264,28
ang,1000,NOM;PL,DAT;SG,1279,1904,3.842696629213483,6.174157303370786,3.6179775280898876,28
ang,1000,NOM;PL,GEN;PL,1360,1913,4.141025641025641,4.9743589743589745,3.4423076923076925,28
ang,1000,NOM;PL,GEN;SG,1290,1922,4.326315789473684,5.7368421052631575,3.6736842105263157,28
ang,1000,NOM;PL,NOM;SG,1206,1882,3.337078651685393,3.904494382022472,2.5168539325842696,28
ang,200,ACC;PL,DAT;PL,269,461,4.0344827586206895,5.275862068965517,3.3620689655172415,28
ang,200,ACC;PL,DAT;SG,241,461,4.129032258064516,4.919354838709677,3.661290322580645,28
ang,200,ACC;PL,NOM;SG,262,453,3.372093023255814,3.5348837209302326,2.360465116,28
ang,200,ACC;SG,ACC;PL,227,464,3.6179775280898876,4.528089888,2.9101123595505616,28
ang,200,ACC;SG,DAT;PL,258,411,3.2,4.02,2.46,28
ang,200,ACC;SG,DAT;SG,226,415,3.4909090909090907,3.709090909090909,2.6363636363636362,28
ang,200,ACC;SG,NOM;SG,235,407,2.1,4,1.85,28
ang,200,DAT;PL,DAT;SG,317,408,3.617021276595745,5.170212765957447,3.234042553191489,28
ang,200,DAT;PL,NOM;SG,259,400,3.16,4.18,2.34,28
ang,200,DAT;SG,NOM;SG,288,404,3.152542372881356,3.559322033898305,2.3220338983050848,28
ang,200,GEN;PL,ACC;PL,302,463,5.121212121212121,3.9393939393939394,3.4242424242424243,28
ang,200,GEN;PL,ACC;SG,285,413,3.1228070175438596,3.456140350877193,2.456140350877193,28
ang,200,GEN;PL,DAT;PL,330,410,3.5714285714285716,5.392857142857143,3.3214285714285716,28
ang,200,GEN;PL,DAT;SG,348,410,3.9591836734693877,4.020408163265306,3.2244897959183674,28
ang,200,GEN;PL,GEN;SG,316,415,3.688888888888889,4.4222222222222225,3.1333333333333333,28
ang,200,GEN;PL,NOM;SG,270,402,3,3.5172413793103448,2.293103448275862,28
ang,200,GEN;SG,ACC;PL,294,466,5.013333333333334,4.706666666666667,3.8,28
ang,200,GEN;SG,ACC;SG,295,420,3.76,3.38,2.5,28
ang,200,GEN;SG,DAT;PL,289,413,3.395348837209302,5.465116279069767,3.1627906976744184,28
ang,200,GEN;SG,DAT;SG,368,417,5.105263157894737,3.8947368421052633,3.473684210526316,28
ang,200,GEN;SG,NOM;SG,273,409,3.1785714285714284,3.5,2.1607142857142856,28
ang,200,NOM;PL,ACC;PL,264,514,7.428571428571429,16.8,8.057142857142857,28
ang,200,NOM;PL,ACC;SG,296,464,3.6744186046511627,4,2.755813953488372,28
ang,200,NOM;PL,DAT;PL,270,461,4.103448275862069,5.689655172413793,3.5344827586206895,28
ang,200,NOM;PL,DAT;SG,242,461,4.064516129032258,5.177419355,3.661290322580645,28
ang,200,NOM;PL,GEN;PL,290,463,4.276923076923077,4.184615384615385,3.4153846153846152,28
ang,200,NOM;PL,GEN;SG,256,466,4.48,4.92,3.72,28
ang,200,NOM;PL,NOM;SG,264,453,3.4186046511627906,3.3488372093023258,2.2906976744186047,28
ang,500,ACC;PL,DAT;PL,730,1147,3.8241758241758244,5.087912087912088,3.197802197802198,28
ang,500,ACC;PL,DAT;SG,788,1137,3.9074074074074074,4.907407407407407,3.509259259259259,28
ang,500,ACC;PL,NOM;SG,702,1127,3.1666666666666665,4.076388888888889,2.4722222222222223,28
ang,500,ACC;SG,ACC;PL,620,1162,3.3378378378378377,4.709459459,2.75,28
ang,500,ACC;SG,DAT;PL,628,1021,3.142857142857143,4,2.357142857142857,28
ang,500,ACC;SG,DAT;SG,621,1033,3.146067415730337,3.7191011235955056,2.4719101123595504,28
ang,500,ACC;SG,NOM;SG,773,1023,2.263157894736842,4.2105263157894735,1.9210526315789473,28
ang,500,DAT;PL,DAT;SG,756,996,3.5632183908045976,5.080459770114943,3.045977011494253,28
ang,500,DAT;PL,NOM;SG,677,986,3.185185185185185,4.395061728395062,2.4074074074074074,28
ang,500,DAT;SG,NOM;SG,757,998,2.8045977011494254,4.344827586206897,2.3448275862068964,28
ang,500,GEN;PL,ACC;PL,832,1146,4.7272727272727275,3.909090909090909,3.1704545454545454,28
ang,500,GEN;PL,ACC;SG,725,1020,2.791208791208791,3.5714285714285716,2.2967032967032965,28
ang,500,GEN;PL,DAT;PL,817,1005,3.3181818181818183,4.7727272727272725,3,28
ang,500,GEN;PL,DAT;SG,865,995,3.506172839506173,4.111111111111111,3.1728395061728394,28
ang,500,GEN;PL,GEN;SG,774,1006,3.35,4.425,3.0125,28
ang,500,GEN;PL,NOM;SG,703,985,2.7472527472527473,4.032967032967033,2.2747252747252746,28
ang,500,GEN;SG,ACC;PL,784,1148,4.703125,4.7578125,3.578125,28
