lang,num,cell_1,cell_2,correct,total,nvar,nph,nmarkers,n_pairs
rus,1000,genitive singular,accusative plural,1332,1991,3.0632911392405062,3.7468354430379747,2.392405063291139,66
rus,1000,genitive singular,accusative singular,1607,2010,3.2142857142857144,3.238095238095238,2.3095238095238093,66
rus,1000,genitive singular,dative plural,1731,1990,3.56,4.42,2.64,66
rus,1000,genitive singular,dative singular,1881,2010,3.3333333333333335,3.7916666666666665,3.0833333333333335,66
rus,1000,genitive singular,genitive plural,1750,1993,3.1452991452991452,3.9145299145299144,2.376068376068376,66
rus,1000,genitive singular,instrumental plural,1731,1990,4.2,6.06,2.44,66
rus,1000,genitive singular,instrumental singular,2216,2333,3.066666666666667,5.377777777777778,2.9555555555555557,66
rus,1000,genitive singular,nominative plural,1604,1989,3.6744186046511627,3.9302325581395348,2.6511627906976742,66
rus,1000,genitive singular,prepositional plural,1731,1990,3.56,4.42,2.64,66
rus,1000,genitive singular,prepositional singular,1685,2010,3.3548387096774195,3.774193548387097,2.967741935483871,66
rus,1000,instrumental plural,prepositional plural,1972,1984,7.142857142857143,9.142857142857142,5.428571428571429,66
rus,1000,instrumental singular,accusative plural,1827,2304,3.8956521739130436,4.513043478,2.7130434782608694,66
rus,1000,instrumental singular,dative plural,2036,2303,4.452830188679245,5.811320754716981,3.1132075471698113,66
rus,1000,instrumental singular,genitive plural,1989,2306,4.744525547445256,4.547445255474453,2.7664233576642334,66
rus,1000,instrumental singular,instrumental plural,2041,2303,4.363636363636363,8.090909090909092,3.4909090909090907,66
rus,1000,instrumental singular,nominative plural,2020,2302,3.1714285714285713,5.242857142857143,2.7,66
rus,1000,instrumental singular,prepositional plural,2040,2303,3.418181818181818,6.509090909090909,3,66
rus,1000,instrumental singular,prepositional singular,2066,2325,3.090909090909091,5.136363636363637,2.6136363636363638,66
rus,1000,nominative plural,accusative plural,1791,1984,3.061224489795918,4.020408163265306,2.3877551020408165,66
rus,1000,nominative plural,dative plural,1843,1983,3.6875,5.3125,3.03125,66
rus,1000,nominative plural,genitive plural,1678,1986,3.1176470588235294,3.872549019607843,2.4019607843137254,66
rus,1000,nominative plural,instrumental plural,1823,1983,5.5,6.15625,2.65625,66
rus,1000,nominative plural,prepositional plural,1843,1983,3.6875,5.3125,3.03125,66
rus,1000,nominative singular,accusative plural,1518,1983,3.0573248407643314,3.394904458598726,2.1974522292993632,66
rus,1000,nominative singular,accusative singular,1643,2003,2.8780487804878048,3.707317073170732,2.1707317073170733,66
rus,1000,nominative singular,dative plural,1624,1982,3.2839506172839505,3.9382716049382718,2.197530864197531,66
rus,1000,nominative singular,dative singular,1779,2001,2.963855421686747,3.0963855421686746,2.1204819277108435,66
rus,1000,nominative singular,genitive plural,1677,1985,3.1973684210526314,3.4934210526315788,2.1842105263157894,66
rus,1000,nominative singular,genitive singular,1755,2009,3,3.0714285714285716,2.1547619047619047,66
rus,1000,nominative singular,instrumental plural,1624,1982,3.5903614457831323,5.795180722891566,2.2650602409638556,66
rus,1000,nominative singular,instrumental singular,2078,2324,3.388235294117647,4.011764705882353,2.364705882352941,66
rus,1000,nominative singular,nominative plural,1649,1981,3,3.1634615384615383,2.076923076923077,66
rus,1000,nominative singular,prepositional plural,1628,1982,3.2839506172839505,3.9382716049382718,2.197530864197531,66
rus,1000,nominative singular,prepositional singular,1633,2001,3.0833333333333335,2.90625,2.09375,66
rus,1000,prepositional singular,accusative plural,1626,1984,3.0126582278481013,3.8734177215189876,2.367088607594937,66
rus,1000,prepositional singular,dative plural,1845,1983,3.5416666666666665,5.375,2.8333333333333335,66
rus,1000,prepositional singular,genitive plural,1668,1986,3.3333333333333335,4.0092592592592595,2.3981481481481484,66
rus,1000,prepositional singular,instrumental plural,1821,1983,4.958333333333333,6.354166666666667,3.1458333333333335,66
rus,1000,prepositional singular,nominative plural,1795,1982,3.1818181818181817,3.977272727272727,2.590909090909091,66
rus,1000,prepositional singular,prepositional plural,1846,1983,3.375,5.541666666666667,2.8333333333333335,66
rus,200,accusative plural,instrumental plural,304,392,3,4.5,1.7857142857142858,66
rus,200,accusative plural,prepositional plural,314,392,2.4615384615384617,3.3076923076923075,1.9230769230769231,66
rus,200,accusative singular,accusative plural,282,392,2.6857142857142855,2.914285714285714,1.8857142857142857,66
rus,200,accusative singular,dative plural,285,392,3,3.4545454545454546,2,66
rus,200,accusative singular,genitive plural,290,392,2.6857142857142855,3.0285714285714285,1.8857142857142857,66
rus,200,accusative singular,instrumental plural,280,392,3.090909090909091,5.454545454545454,2.090909090909091,66
rus,200,accusative singular,instrumental singular,390,477,3.25,3.3035714285714284,2.107142857142857,66
rus,200,accusative singular,nominative plural,276,392,2.7333333333333334,2.9,1.9666666666666666,66
rus,200,accusative singular,prepositional plural,285,392,3,3.4545454545454546,2,66
rus,200,accusative singular,prepositional singular,278,401,2.847457627118644,2.8813559322033897,2.0338983050847457,66
rus,200,dative plural,accusative plural,314,392,2.4285714285714284,3.2142857142857144,1.9285714285714286,66
rus,200,dative plural,instrumental plural,388,392,2,1,0.5,66
rus,200,dative plural,prepositional plural,392,392,2,2,2,66
rus,200,dative singular,accusative plural,256,393,2.5555555555555554,3.1481481481481484,2.074074074074074,66
rus,200,dative singular,accusative singular,319,401,2.857142857142857,2.857142857142857,2.0408163265306123,66
rus,200,dative singular,dative plural,332,393,2.8181818181818183,4.045454545454546,2.4545454545454546,66
rus,200,dative singular,genitive plural,319,393,2.6538461538461537,3.2115384615384617,1.9230769230769231,66
rus,200,dative singular,instrumental plural,330,393,3.5454545454545454,5.409090909090909,2.727272727272727,66
rus,200,dative singular,instrumental singular,440,478,3.090909090909091,4.636363636363637,2.6666666666666665,66
rus,200,dative singular,nominative plural,297,393,2.5625,3.1875,2.25,66
rus,200,dative singular,prepositional plural,332,393,2.4545454545454546,4.409090909090909,2.272727272727273,66
rus,200,dative singular,prepositional singular,320,402,3.3333333333333335,3.6666666666666665,2.7777777777777777,66
rus,200,genitive plural,accusative plural,265,392,2.347826086956522,2.9565217391304346,1.8695652173913044,66
rus,200,genitive plural,dative plural,330,392,3,3.2857142857142856,2,66
rus,200,genitive plural,instrumental plural,324,392,3.142857142857143,5.142857142857143,2,66
rus,200,genitive plural,prepositional plural,325,392,3.076923076923077,3.3846153846153846,2,66
rus,200,genitive singular,accusative plural,218,394,2.8636363636363638,3.25,2.159090909090909,66
rus,200,genitive singular,accusative singular,273,402,2.772727272727273,3.1363636363636362,2.0454545454545454,66
rus,200,genitive singular,dative plural,327,394,2.909090909090909,3.6818181818181817,2.227272727272727,66
rus,200,genitive singular,dative singular,352,403,3.1578947368421053,3.473684210526316,2.8421052631578947,66
rus,200,genitive singular,genitive plural,327,394,2.6153846153846154,3.0384615384615383,1.9230769230769231,66
rus,200,genitive singular,instrumental plural,322,394,3.272727272727273,5.318181818181818,2.0454545454545454,66
rus,200,genitive singular,instrumental singular,429,479,2.909090909090909,4.787878787878788,2.727272727272727,66
rus,200,genitive singular,nominative plural,283,394,3.3636363636363638,3.409090909090909,2.5,66
rus,200,genitive singular,prepositional plural,327,394,2.909090909090909,3.6818181818181817,2.227272727272727,66
rus,200,genitive singular,prepositional singular,282,403,3.5,3.625,2.9583333333333335,66
rus,200,instrumental plural,prepositional plural,392,392,2,4,2,66
rus,200,instrumental singular,accusative plural,325,466,3.101449275362319,4.159420289855072,2.347826086956522,66
rus,200,instrumental singular,dative plural,401,466,3.8181818181818183,5.2272727272727275,2.772727272727273,66
rus,200,instrumental singular,genitive plural,380,466,3.7096774193548385,3.774193548387097,2.225806451612903,66
rus,200,instrumental singular,instrumental plural,397,466,3.6666666666666665,7.208333333333333,3,66
rus,200,instrumental singular,nominative plural,373,466,2.7111111111111112,4.4222222222222225,2.488888888888889,66
rus,200,instrumental singular,prepositional plural,398,466,2.9166666666666665,5.666666666666667,2.6666666666666665,66
rus,200,instrumental singular,prepositional singular,386,478,2.972972972972973,4.756756756756757,2.4324324324324325,66
rus,200,nominative plural,accusative plural,329,392,2.2857142857142856,2.7857142857142856,1.7142857142857142,66
rus,200,nominative plural,dative plural,355,392,2,3.142857142857143,1.8571428571428572,66
rus,200,nominative plural,genitive plural,305,392,2.48,2.72,1.84,66
rus,200,nominative plural,instrumental plural,346,392,3.142857142857143,3.7142857142857144,1.5714285714285714,66
rus,200,nominative plural,prepositional plural,355,392,2,3.142857142857143,1.8571428571428572,66
rus,200,nominative singular,accusative plural,256,392,3.0256410256410255,2.948717948717949,2.0256410256410255,66
rus,200,nominative singular,accusative singular,283,400,2.6153846153846154,3.6153846153846154,2.076923076923077,66
rus,200,nominative singular,dative plural,290,392,3.1818181818181817,3.5,2.090909090909091,66
rus,200,nominative singular,dative singular,324,401,2.8363636363636364,3.0545454545454547,2.036363636363636,66
rus,200,nominative singular,genitive plural,288,392,2.914285714285714,2.942857142857143,1.9428571428571428,66
rus,200,nominative singular,genitive singular,316,402,2.943396226415094,3.169811320754717,2.0754716981132075,66
rus,200,nominative singular,instrumental plural,289,392,3.3636363636363638,5.409090909090909,2.227272727272727,66
rus,200,nominative singular,instrumental singular,401,477,3.2549019607843137,3.4705882352941178,2.156862745098039,66
rus,200,nominative singular,nominative plural,286,392,2.9285714285714284,2.9285714285714284,2,66
rus,200,nominative singular,prepositional plural,290,392,3.1818181818181817,3.5,2.090909090909091,66
rus,200,nominative singular,prepositional singular,292,401,2.9508196721311477,2.918032786885246,1.9672131147540983,66
rus,200,prepositional singular,accusative plural,280,393,2.5098039215686274,3.176470588235294,2,66
rus,200,prepositional singular,dative plural,349,393,2.9,4.4,2.3,66
rus,200,prepositional singular,genitive plural,294,393,2.68,3.2,1.88,66
rus,200,prepositional singular,instrumental plural,339,393,4.2,5.2,2.85,66
rus,200,prepositional singular,nominative plural,330,393,2.72,3.28,2.24,66
rus,200,prepositional singular,prepositional plural,350,393,2.5,4.8,2.3,66
rus,2000,accusative plural,instrumental plural,3331,3978,4.891566265060241,7.674698795180723,3,66
rus,2000,accusative plural,prepositional plural,3351,3978,4.151898734177215,5.7974683544303796,3.329113924050633,66
rus,2000,accusative singular,accusative plural,3307,3971,3.3365853658536584,3.7560975609756095,2.4682926829268292,66
rus,2000,accusative singular,dative plural,3166,3967,3.645390070921986,4.709219858156028,2.624113475177305,66
rus,2000,accusative singular,genitive plural,3202,3964,3.473684210526316,4.061403509,2.469298245614035,66
rus,2000,accusative singular,instrumental plural,3137,3967,4.040816326530612,6.578231292517007,2.727891156462585,66
rus,2000,accusative singular,instrumental singular,4057,4643,3.8615384615384616,4.076923076923077,2.6384615384615384,66
rus,2000,accusative singular,nominative plural,3159,3966,3.425287356321839,3.5344827586206895,2.396551724137931,66
rus,2000,accusative singular,prepositional plural,3165,3967,3.617021276595745,4.7304964539007095,2.631205673758865,66
rus,2000,accusative singular,prepositional singular,3172,4013,3.4057971014492754,3.028985507246377,2.2681159420289854,66
rus,2000,dative plural,accusative plural,3381,3978,4.296296296296297,5.456790123,3.197530864197531,66
rus,2000,dative plural,instrumental plural,3888,3974,7,5.428571428571429,3.642857142857143,66
rus,2000,dative plural,prepositional plural,3922,3974,7.454545454545454,5.454545454545454,5.090909090909091,66
rus,2000,dative singular,accusative plural,3068,3970,3.298507462686567,4.298507462686567,2.6865671641791047,66
rus,2000,dative singular,accusative singular,3419,4009,2.982456140350877,3.491228070175439,2.307017543859649,66
rus,2000,dative singular,dative plural,3514,3966,3.658536585365854,5.829268292682927,3.1097560975609757,66
rus,2000,dative singular,genitive plural,3529,3963,3.450980392156863,4.398692810457517,2.5686274509803924,66
rus,2000,dative singular,instrumental plural,3481,3966,4.116279069767442,7.546511627906977,2.988372093023256,66
rus,2000,dative singular,instrumental singular,4484,4642,3.3448275862068964,5.362068965517241,2.9482758620689653,66
rus,2000,dative singular,nominative plural,3399,3965,3.5652173913043477,4.554347826086956,3,66
rus,2000,dative singular,prepositional plural,3516,3966,3.5609756097560976,5.926829268292683,3.0609756097560976,66
rus,2000,dative singular,prepositional singular,3593,4012,4.714285714285714,4.285714285714286,3.357142857142857,66
rus,2000,genitive plural,accusative plural,2955,3977,3.806896551724138,4.358620689655172,2.8275862068965516,66
rus,2000,genitive plural,dative plural,3486,3971,4.247191011235955,6.078651685393258,3.235955056179775,66
rus,2000,genitive plural,instrumental plural,3438,3971,4.549450549450549,8.362637362637363,3.1868131868131866,66
rus,2000,genitive plural,prepositional plural,3454,3971,4.2988505747126435,6.172413793103448,3.264367816091954,66
rus,2000,genitive singular,accusative plural,2803,3988,3.716535433070866,4.0078740157480315,2.677165354330709,66
rus,2000,genitive singular,accusative singular,3244,4028,3.135593220338983,3.5254237288135593,2.3559322033898304,66
rus,2000,genitive singular,dative plural,3517,3984,4.1558441558441555,4.857142857142857,2.948051948051948,66
rus,2000,genitive singular,dative singular,3851,4027,3.3333333333333335,3.7916666666666665,3.0833333333333335,66
rus,2000,genitive singular,genitive plural,3529,3981,3.458064516129032,4.2709677419354835,2.606451612903226,66
rus,2000,genitive singular,instrumental plural,3489,3984,4.691358024691358,6.543209877,2.753086419753086,66
rus,2000,genitive singular,instrumental singular,4463,4661,3.206896551724138,5.637931034482759,3.0689655172413794,66
rus,2000,genitive singular,nominative plural,3261,3983,4.457831325301205,4.024096385542169,2.9156626506024095,66
rus,2000,genitive singular,prepositional plural,3517,3984,4.1558441558441555,4.857142857142857,2.948051948051948,66
rus,2000,genitive singular,prepositional singular,3453,4031,4.204081632653061,4.040816326530612,3.2857142857142856,66
rus,2000,instrumental plural,prepositional plural,3918,3974,7.333333333333333,8.625,4.958333333333333,66
rus,2000,instrumental singular,accusative plural,3678,4588,3.963190184,5.3496932515337425,3,66
rus,2000,instrumental singular,dative plural,4128,4585,4.946236559139785,6.838709677419355,3.5483870967741935,66
rus,2000,instrumental singular,genitive plural,4053,4579,4.864864864864865,4.881081081081081,2.9513513513513514,66
rus,2000,instrumental singular,instrumental plural,4103,4585,5.113402062,8.958762886597938,3.9896907216494846,66
rus,2000,instrumental singular,nominative plural,4068,4584,3.5135135135135136,6.036036036036036,3.108108108108108,66
rus,2000,instrumental singular,prepositional plural,4115,4585,3.8526315789473684,7.663157894736842,3.4105263157894736,66
rus,2000,instrumental singular,prepositional singular,4169,4646,3.5223880597014925,5.447761194029851,2.910447761,66
rus,2000,nominative plural,accusative plural,2844,3977,4.043956043956044,4.186813186813187,3.032967032967033,66
rus,2000,nominative plural,dative plural,3732,3973,4.363636363636363,6,3.6,66
rus,2000,nominative plural,genitive plural,3396,3970,3.6056338028169015,4.274647887323944,2.73943662,66
rus,2000,nominative plural,instrumental plural,3669,3973,5.473684210526316,7.877192982,3.175438596491228,66
rus,2000,nominative plural,prepositional plural,3732,3973,4.363636363636363,6,3.6,66
rus,2000,nominative singular,accusative plural,3040,3968,3.327731092436975,3.693277311,2.361344537815126,66
rus,2000,nominative singular,accusative singular,3296,4009,3.0357142857142856,3.6607142857142856,2.375,66
rus,2000,nominative singular,dative plural,3341,3964,3.596774193548387,4.508064516129032,2.4919354838709675,66
rus,2000,nominative singular,dative singular,3634,4006,3.046728971962617,3.392523364485981,2.2616822429906542,66
rus,2000,nominative singular,genitive plural,3422,3961,3.4095238095238094,3.876190476190476,2.3380952380952382,66
rus,2000,nominative singular,genitive singular,3617,4025,3.2432432432432434,3.324324324324324,2.3423423423423424,66
rus,2000,nominative singular,instrumental plural,3320,3964,3.9846153846153847,6.3307692307692305,2.546153846153846,66
rus,2000,nominative singular,instrumental singular,4257,4640,3.6296296296296298,4.037037037037037,2.537037037037037,66
rus,2000,nominative singular,nominative plural,3360,3963,3.3417721518987342,3.550632911392405,2.3544303797468356,66
rus,2000,nominative singular,prepositional plural,3341,3964,3.596774193548387,4.508064516129032,2.5080645161290325,66
rus,2000,nominative singular,prepositional singular,3362,4010,3.3740458015267176,3.045801526717557,2.2061068702290076,66
rus,2000,prepositional singular,accusative plural,3238,3974,3.5428571428571427,4.464285714285714,2.8,66
rus,2000,prepositional singular,dative plural,3725,3970,3.9518072289156625,6.228915662650603,3.2650602409638556,66
rus,2000,prepositional singular,genitive plural,3379,3967,3.68,4.6466666666666665,2.6733333333333333,66
rus,2000,prepositional singular,instrumental plural,3669,3970,5.023255813953488,7.616279069767442,3.5813953488372094,66
rus,2000,prepositional singular,nominative plural,3607,3969,3.875,4.84375,3.0833333333333335,66
rus,2000,prepositional singular,prepositional plural,3725,3970,3.8072289156626504,6.373493975903615,3.2650602409638556,66
rus,500,accusative plural,instrumental plural,794,989,4.431372549019608,6.019607843137255,2.549019607843137,66
rus,500,accusative plural,prepositional plural,806,989,3.632653061,4.591836734693878,2.7346938775510203,66
rus,500,accusative singular,accusative plural,782,989,3.0925925925925926,3.5185185185185186,2.259259259259259,66
rus,500,accusative singular,dative plural,761,988,3.5641025641025643,4.551282051282051,2.6153846153846154,66
rus,500,accusative singular,genitive plural,758,987,3.365079365079365,3.6825396825396823,2.3095238095238093,66
rus,500,accusative singular,instrumental plural,743,988,3.8461538461538463,6.461538461538462,2.628205128205128,66
rus,500,accusative singular,instrumental singular,970,1164,4.325581395348837,4.3023255813953485,2.7674418604651163,66
rus,500,accusative singular,nominative plural,748,989,3.255319149,3.4893617021276597,2.3404255319148937,66
rus,500,accusative singular,prepositional plural,761,988,3.5641025641025643,4.551282051282051,2.6153846153846154,66
rus,500,accusative singular,prepositional singular,743,1007,3.3333333333333335,3.1728395061728394,2.2839506172839505,66
rus,500,dative plural,accusative plural,816,989,3.5686274509803924,4.490196078431373,2.7058823529411766,66
rus,500,dative plural,instrumental plural,968,988,7,5.875,3.875,66
rus,500,dative plural,prepositional plural,976,988,7.142857142857143,5.714285714285714,5.428571428571429,66
rus,500,dative singular,accusative plural,680,989,2.9318181818181817,3.7954545454545454,2.397727272727273,66
rus,500,dative singular,accusative singular,837,1006,3.324324324324324,3.689189189189189,2.4864864864864864,66
rus,500,dative singular,dative plural,841,988,3.5652173913043477,5.608695652173913,3.0434782608695654,66
rus,500,dative singular,genitive plural,822,987,3.393258426966292,4.280898876404494,2.5168539325842696,66
rus,500,dative singular,instrumental plural,818,988,4.130434782608695,7.478260869565218,3.1956521739130435,66
rus,500,dative singular,instrumental singular,1061,1164,3.6470588235294117,5.568627450980392,3.0588235294117645,66
rus,500,dative singular,nominative plural,773,989,3.2222222222222223,4.222222222222222,2.759259259259259,66
rus,500,dative singular,prepositional plural,841,988,3.391304347826087,5.782608695652174,2.9565217391304346,66
rus,500,dative singular,prepositional singular,840,1007,4.1,4.3,3.15,66
rus,500,genitive plural,accusative plural,724,988,3.1142857142857143,3.9571428571428573,2.442857142857143,66
rus,500,genitive plural,dative plural,836,987,4.081632653061225,5.142857142857143,2.857142857142857,66
rus,500,genitive plural,instrumental plural,819,987,4.163265306122449,7.571428571428571,2.9591836734693877,66
rus,500,genitive plural,prepositional plural,823,987,4.170212765957447,5.276595744680851,2.893617021276596,66
rus,500,genitive singular,accusative plural,580,992,3.236842105263158,3.763157894736842,2.460526315789474,66
rus,500,genitive singular,accusative singular,779,1010,3.5492957746478875,3.6056338028169015,2.6056338028169015,66
rus,500,genitive singular,dative plural,837,991,3.772727272727273,4.590909090909091,2.75,66
rus,500,genitive singular,dative singular,896,1010,3.7037037037037037,4.37037037,3.3333333333333335,66
rus,500,genitive singular,genitive plural,827,990,3.2527472527472527,4.087912087912088,2.5054945054945055,66
rus,500,genitive singular,instrumental plural,823,991,4.409090909090909,6.295454545454546,2.6363636363636362,66
rus,500,genitive singular,instrumental singular,1059,1168,3.3214285714285716,5.946428571428571,3.1964285714285716,66
rus,500,genitive singular,nominative plural,714,992,4.136363636363637,3.9545454545454546,2.840909090909091,66
rus,500,genitive singular,prepositional plural,837,991,3.772727272727273,4.590909090909091,2.75,66
rus,500,genitive singular,prepositional singular,748,1011,3.7333333333333334,3.7333333333333334,3.1666666666666665,66
rus,500,instrumental plural,prepositional plural,976,988,7.142857142857143,9.428571428571429,5.428571428571429,66
rus,500,instrumental singular,accusative plural,827,1143,3.7117117117117115,4.738738738738738,2.720720720720721,66
rus,500,instrumental singular,dative plural,973,1142,4.8979591836734695,6.489795918367347,3.5306122448979593,66
rus,500,instrumental singular,genitive plural,923,1140,5.061946902654867,4.159292035,2.893805309734513,66
rus,500,instrumental singular,instrumental plural,963,1142,5.019607843137255,8.647058823529411,3.9607843137254903,66
rus,500,instrumental singular,nominative plural,938,1143,3.4594594594594597,5.486486486486487,3.081081081081081,66
rus,500,instrumental singular,prepositional plural,974,1142,3.764705882352941,7.196078431372549,3.3333333333333335,66
rus,500,instrumental singular,prepositional singular,958,1165,3.3469387755102042,4.612244897959184,2.5918367346938775,66
rus,500,nominative plural,accusative plural,631,990,3.2857142857142856,3.607142857142857,2.5,66
rus,500,nominative plural,dative plural,898,989,3.9310344827586206,5.137931034482759,3.1724137931034484,66
rus,500,nominative plural,genitive plural,810,988,3.3,3.8,2.475,66
rus,500,nominative plural,instrumental plural,884,989,5.448275862068965,6.310344827586207,2.7586206896551726,66
rus,500,nominative plural,prepositional plural,898,989,3.9310344827586206,5.137931034482759,3.1724137931034484,66
rus,500,nominative singular,accusative plural,713,988,3.1746031746031744,3.492063492063492,2.2857142857142856,66
rus,500,nominative singular,accusative singular,773,1005,3.15,4.175,2.575,66
rus,500,nominative singular,dative plural,785,987,3.5443037974683542,4.151898734177215,2.4556962025316458,66
rus,500,nominative singular,dative singular,864,1005,3.3684210526315788,3.526315789473684,2.4210526315789473,66
rus,500,nominative singular,genitive plural,802,986,3.395348837209302,3.643410852713178,2.387596899224806,66
rus,500,nominative singular,genitive singular,851,1009,3.4390243902439024,3.4390243902439024,2.5,66
rus,500,nominative singular,instrumental plural,777,987,3.876543209876543,6,2.543209877,66
rus,500,nominative singular,instrumental singular,1016,1163,4.023809523809524,4.166666666666667,2.7142857142857144,66
rus,500,nominative singular,nominative plural,788,988,3.276595744680851,3.425531914893617,2.3404255319148937,66
rus,500,nominative singular,prepositional plural,785,987,3.5443037974683542,4.151898734177215,2.4556962025316458,66
rus,500,nominative singular,prepositional singular,778,1006,3.2705882352941176,3.1411764705882352,2.235294117647059,66
rus,500,prepositional singular,accusative plural,728,989,2.9382716049382718,3.7037037037037037,2.3333333333333335,66
rus,500,prepositional singular,dative plural,887,988,3.857142857142857,5.5,3.0714285714285716,66
rus,500,prepositional singular,genitive plural,784,987,3.35,3.875,2.375,66
rus,500,prepositional singular,instrumental plural,862,988,4.666666666666667,7.071428571428571,3.4285714285714284,66
rus,500,prepositional singular,nominative plural,832,989,3.3333333333333335,4.266666666666667,2.7777777777777777,66
rus,500,prepositional singular,prepositional plural,887,988,3.5714285714285716,5.785714285714286,3.0714285714285716,66
rus,5000,accusative plural,instrumental plural,8558,9965,5.065693430656935,7.846715328467154,3.189781022,66
rus,5000,accusative plural,prepositional plural,8568,9964,4.213114754098361,6.163934426229508,3.4754098360655736,66
rus,5000,accusative singular,accusative plural,8617,9953,3.3901639344262295,3.8,2.4262295081967213,66
rus,5000,accusative singular,dative plural,8281,9943,3.826484018,4.780821917808219,2.7077625570776256,66
rus,5000,accusative singular,genitive plural,8426,9953,3.5892857142857144,4.25,2.5089285714285716,66
rus,5000,accusative singular,instrumental plural,8244,9944,4,6.84,2.7688888888888887,66
rus,5000,accusative singular,instrumental singular,10308,11511,4.122222222222222,4.566666666666666,2.827777777777778,66
rus,5000,accusative singular,nominative plural,8350,9945,3.6341463414634148,3.6991869918699187,2.508130081300813,66
rus,5000,accusative singular,prepositional plural,8274,9943,3.826484018,4.780821917808219,2.7168949771689497,66
rus,5000,accusative singular,prepositional singular,8269,10024,3.5515151515151517,3.4909090909090907,2.4606060606060605,66
rus,5000,dative plural,accusative plural,8632,9964,4.301587301587301,5.873015873015873,3.380952380952381,66
rus,5000,dative plural,instrumental plural,9799,9955,6.619047619047619,6,4.023809523809524,66
rus,5000,dative plural,prepositional plural,9870,9954,7.222222222222222,5.5,5.5,66
rus,5000,dative singular,accusative plural,7976,9955,3.4597156398104265,4.4170616113744074,2.8341232227488153,66
rus,5000,dative singular,accusative singular,8840,10018,3.211267605633803,3.6056338028169015,2.436619718309859,66
rus,5000,dative singular,dative plural,9004,9945,3.9159663865546217,5.621848739495798,3.1848739495798317,66
rus,5000,dative singular,genitive plural,9147,9955,3.6106194690265485,4.592920353982301,2.690265486725664,66
rus,5000,dative singular,instrumental plural,8928,9946,4.444444444444445,7.349206349206349,3.1666666666666665,66
rus,5000,dative singular,instrumental singular,11182,11513,3.638888888888889,5.375,3.1527777777777777,66
rus,5000,dative singular,nominative plural,8849,9947,3.810218978,4.642335766423358,3.1386861313868613,66
rus,5000,dative singular,prepositional plural,9001,9945,3.7478991596638656,5.7899159663865545,3.100840336134454,66
rus,5000,dative singular,prepositional singular,9197,10026,4.636363636363637,4.613636363636363,3.522727272727273,66
rus,5000,genitive plural,accusative plural,7775,9974,4.109452736318408,4.597014925373134,3.029850746268657,66
rus,5000,genitive plural,dative plural,8961,9962,4.489208633093525,6.395683453,3.431654676258993,66
rus,5000,genitive plural,instrumental plural,8881,9963,4.744827586206896,8.848275862068965,3.4551724137931035,66
rus,5000,genitive plural,prepositional plural,8916,9962,4.533333333333333,6.525925925925926,3.474074074074074,66
rus,5000,genitive singular,accusative plural,7243,9990,3.8333333333333335,4.114583333333333,2.7239583333333335,66
rus,5000,genitive singular,accusative singular,8447,10053,3.5324675324675323,3.6298701298701297,2.5584415584415585,66
rus,5000,genitive singular,dative plural,8995,9980,4.392857142857143,4.678571428571429,2.9910714285714284,66
rus,5000,genitive singular,dative singular,9734,10055,3.6923076923076925,4.3076923076923075,3.3846153846153846,66
rus,5000,genitive singular,genitive plural,9146,9990,3.5458515283842793,4.563318777292577,2.6986899563318776,66
rus,5000,genitive singular,instrumental plural,8939,9981,4.7899159663865545,6.605042016806722,2.857142857142857,66
rus,5000,genitive singular,instrumental singular,11159,11548,3.382716049382716,5.938271604938271,3.246913580246914,66
rus,5000,genitive singular,nominative plural,8557,9982,4.573913043478261,4.208695652173913,3.026086956521739,66
rus,5000,genitive singular,prepositional plural,8995,9980,4.392857142857143,4.678571428571429,2.9910714285714284,66
rus,5000,genitive singular,prepositional singular,8923,10061,4.1454545454545455,4.527272727272727,3.6363636363636362,66
rus,5000,instrumental plural,prepositional plural,9865,9955,6.85,9.05,5.25,66
rus,5000,instrumental singular,accusative plural,9358,11424,4.266159695817491,5.395437262357414,3.129277566539924,66
rus,5000,instrumental singular,dative plural,10379,11415,5.46969697,6.242424242424242,3.5984848484848486,66
rus,5000,instrumental singular,genitive plural,10375,11423,5.290322580645161,4.888888888888889,3.121863799283154,66
rus,5000,instrumental singular,instrumental plural,10346,11416,5.4125874125874125,8.468531468531468,4.076923076923077,66
rus,5000,instrumental singular,nominative plural,10383,11417,4.011904761904762,5.946428571428571,3.2797619047619047,66
rus,5000,instrumental singular,prepositional plural,10397,11415,4.043795620437956,7.313868613138686,3.4014598540145986,66
rus,5000,instrumental singular,prepositional singular,10522,11519,3.7037037037037037,5.62962963,3.111111111111111,66
rus,5000,nominative plural,accusative plural,7272,9966,4,4.611940298507463,3.2238805970149254,66
rus,5000,nominative plural,dative plural,9501,9956,4.518518518518518,6.246913580246914,3.814814814814815,66
rus,5000,nominative plural,genitive plural,8888,9964,3.7607655502392343,4.688995215311005,2.9330143540669855,66
rus,5000,nominative plural,instrumental plural,9395,9957,5.818181818181818,7.715909090909091,3.397727272727273,66
rus,5000,nominative plural,prepositional plural,9501,9956,4.518518518518518,6.246913580246914,3.814814814814815,66
rus,5000,nominative singular,accusative plural,8013,9947,3.4419889502762433,3.734806629834254,2.3977900552486187,66
rus,5000,nominative singular,accusative singular,8397,10012,3.221052631578947,3.7263157894736842,2.4210526315789473,66
